አፍሪቃ	África
ዩፍኒ	Iufni
ሰዋጅካሬ	Suadyekara
ሰኸምካሬ 5 አመነምሃት	Amenemhat V
ዲላ	Dila
ብሬስ	Bres (mitología)
የማግ ኢጠ ውግያ	Magh Ithe
ኦፊር	Ofir
እርዳታ:ይዞታ	Ayuda:Contenidos
ፓርከር፥ አሪዞና	Parker (Arizona)
የቱኒዚያ እግር ኳስ ፌዴሬሽን	Federación Tunecina de Fútbol
የካሜሩን እግር ኳስ ፌዴሬሽን	Federación Camerunesa de Fútbol
ካሌብ	Caleb
ሊንጎናውያን	Lingones
ይሁዳዊ-ሮማንስ ቋንቋዎች	Lenguas judeorromances
አልቢ	Alby
ላ አልሙኒያ ዴ ዶኛ ጎዲና	La Almunia de Doña Godina
እንጀራ	Injera
ፊር ቦልግ	Fir Bolg
የዑር ንጉሣዊ ጨዋታ	Juego real de Ur
ሣባ (የአረቢያ ግዛት)	Sabeos
ታርዳሖስ	Tardajos
የኢትዮጵያ ሕዝባዊ ዲሞክራሲያዊ ሪፐብሊክ	República Democrática Popular de Etiopía
ፉጥ	Fut
ኩግባው	Kubaba
ቤናቬንቴ፣ ዛሞራ	Benavente (Zamora)
የኤሽኑና ሕግጋት	Leyes de Ešnunna
ካምቤልታውን	Campbelltown
ክሪያሶስ	Criaso
ቡራና	Erythrina burana
ሸዋ	Shewa (Etiopía)
ሴት	Seth (desambiguación)
ሱሳና ሓርፕ	Susana Harp
ላፈርቲ	R. A. Lafferty
መሃመድ አማን	Mohammed Aman
ሀዲስ ዓለማየሁ	Haddis Alemayehu
ኢሽሜል ሪድ	Ishmael Reed
የደም ቧንቧ	Vaso sanguíneo
ችፌ	Eccema
ኤስቱዲያንቴስ ቴኮስ	Club Deportivo Estudiantes Tecos
ሁዋቺፓቶ ስፖርት ክለብ	Club Deportivo Huachipato
ቲቡሮኔስ ሮሆስ ዴ ቬራክሩዝ	Tiburones Rojos de Veracruz
ቭራሆቪቸ	Vrahovice
ሚራማር ሚሲዮኔስ	Club Sportivo Miramar Misiones
ሰናፌ	Senafe
ሺንዠንግ	Xinzheng
የጓቴማላ ብሔራዊ እግር ኳስ ፌዴሬሽን	Federación Nacional de Fútbol de Guatemala
የካናዳ እግር ኳስ ማህበር	Asociación Canadiense de Fútbol
ሐረሪ ሕዝብ ክልል	Región Harar
የኢራን እስላማዊ ሪፐብሊክ እግር ኳስ ፌዴሬሽን	Federación de Fútbol de Irán
ፐንቻክ ጃያ	Jaya
የአንጎላ እግር ኳስ ፌዴሬሽን	Federación Angoleña de Fútbol
ርዎ ሽዌ	Río Ejin
ናምቻ ባርዋ	Namcha Barwa
ካርቱም ኤርፖርት	Aeropuerto Internacional de Jartum
ሴንትራል ኤስፓኞል	Central Español Fútbol Club
ዳንኤል ሃንድለር	Daniel Handler
ራንቢር ካፑር	Ranbir Kapoor
የምዕራብ ንጉሥ እናት	Xiwangmu
ኡር-ናንሼ	Ur-Nanshe
የዥዎሉ ውግያ	Batalla de Zhuolu
የተጠበሰ ዶሮ	Pollo frito
ቅድመ-ሴማዊ ጽሕፈት	Escritura protosinaítica
ቆንጣጭ እርግጥ	Teorema del emparedado
የማሊ እግር ኳስ ፌዴሬሽን	Federación Maliense de Fútbol
ሊሙ (የአሦር ማዕረግ)	Limmu
ኑዋዳ	Nuada
ሊፒት-እሽታር	Lipit-Ishtar
ዙር ግልባጭ	Contraposición lógica
የአዋን ሥርወ መንግሥት	Dinastía Awan
ፎርባስ	Forbas (hijo de Argos)
የአሞራዎች ጽላት	Estela de los buitres
ሲማሮን ወንዝ	Río Cimarrón
ክለብ ሳንድዊች	Club sandwich
ሻሰኖን	Chassenon
ኢንጋይዎን	Ingaevones
ፕላዛ ኮሎኒያ	Club Plaza Colonia de Deportes
ሳን ሉዊስ የእግር ኳስ ክለብ	San Luis Fútbol Club
ክለብ ቲኋና	Club Tijuana
ሊቨርፑል የእግር ኳስ ክለብ	Liverpool Football Club
ሊቨርፑል የእግር ኳስ ክለብ (ሞንቴቪድዮ)	Liverpool Fútbol Club
መድፈኛ	Junta de estanqueidad
ጥምቀት	Timkat
ዖጊጌስ	Ogiges
የኢትዮጵያ ሕዝቦች አብዮታዊ ዲሞክራሲያዊ ግንባር	Frente Democrático Revolucionario del Pueblo Etíope
ማንቢጅ	Manbiy
ቶሪ ደሴት	Isla Tory
ሚዛናዊ ውጭ ስብስብ	Diferencia simétrica
ቺ ዮው	Chi You
የላቲን አሜሪካ ሥነ ፅሁፍ	Literatura latinoamericana
አክሱም ጽዮን	Iglesia de Santa María de Sion
ኒኑስ	Nino
ጢኒስ	Tinis
ታይ ካንግ	Tai Kang
አራም (ጥንታዊ አገር)	Aram (región bíblica)
ደጋ ደሴት	Isla Daga
የሜክሲኮ እግር ኳስ ፌዴሬሽን	Federación Mexicana de Fútbol Asociación
ፎሞራውያን	Fomoré
ናኮር	Najor
የመርዌ ጽሕፈት	Escritura meroítica
ማርሲ	Marsios
ሥልጣኔና እንጉርጉሮው	El malestar en la cultura
ደብረ ብርሃን	Debre Berhan
የሻባካ ድንጋይ	Piedra de Shabako
ማንግ	Máng
ሤ	Xiè
የሩዋንዳ እግር ኳስ ፌዴሬሽን	Federación Ruandesa de Fútbol
ዦንግ ካንግ	Zhòng Kāng
ሥያንግ	Xiāng
ሻውካንግ	Shǎo Kāng
ውክፔዲያ:ኤምባሲ	Wikipedia:Embajadas
ቡ ጅያንግ	Bù Jiàng
ኋይ	Huái
የካልኩለስ መሰረታዊ እርግጥ	Teorema fundamental del cálculo
ቆፋሪዎቹ	Cavadores
ሸሆኔ	Ungulata
ፖል ካጋሜ	Paul Kagame
ኒሳ (አፈ ታሪክ)	Monte Nisa
አዲስ አበባ ዩኒቨርስቲ	Universidad de Adís Abeba
ዶራዶስ ዴ ሲናሎአ	Dorados de Sinaloa
የሷሶን ግዛት	Reino de Siagrio
ጌሤም	Gosén
አምቦ	Ambo (Etiopía)
የአርዛፕ ድንጋዮች	Sitio arqueológico de Durupinar
ጉንጉኑም	Gungunum
ቲሪጋን	Tirigan
የጎንግሄ እንደራሴነት	Gonghe
ክለብ ኔካክሳ	Club Necaxa
ሱሙኤል	Sumu-ilum
የቅጥ ቋንቋ	Lenguaje de patrón
የኮምፒዩተር አውታር	Red de computadoras
ዶሮ ወጥ	Wat (comida)
የጂኦሜትሪክ ዝርዝር	Serie geométrica
ኩዱር-ማቡግ	Kudur-Mabuk
የኢትዮጵያ አየር መንገድ በረራ 961	Vuelo 961 de Ethiopian Airlines
ኡር-ዛባባ	Urzababa de Kish
እስልምና ባህል	Cultura musulmana
አቢሜሌክ	Abimelec
ኤንሻኩሻና	Enshakushana
ሲኒ	Sinim
ዙር	Conversión lógica
ሉጋል-አኔ-ሙንዱ	Lugal-Ane-Mundu de Adab
አልቫሮ ራፋኤል ጎንዛሌዝ	Álvaro Rafael González
አባላ (ወረዳ)	Abala (woreda)
ጄምስ ሳልተር	James Salter
ጋውት	Gauti
ቱዊስኮን	Tuisto
ቶማስ ሜይን ሬይድ	Thomas Mayne-Reid
መደብ:ጀርመን	Categoría:Alemania
መደብ:ጣልያን	Categoría:Italia
መደብ:የአሜሪካ ተባባሪ ክፍላገሮች	Categoría:Estados Unidos
መደብ:ሩስያ	Categoría:Rusia
መደብ:አውስትራልያ	Categoría:Australia
መደብ:ሜክሲኮ	Categoría:México
መደብ:ሕንድ	Categoría:India
መደብ:እስራኤል	Categoría:Israel
መደብ:ደቡባዊ አፍሪቃ	Categoría:Sudáfrica
መደብ:ግብፅ	Categoría:Egipto
መደብ:አርጀንቲና	Categoría:Argentina
አይጊያሌዎስ	Egialeo (hijo de Ínaco)
ቃል (ቃል መግባት)	Promesa
ማጋን	Magan
ሉሉቢ	Lullubi
ካይኮስ ወንዝ	Río Bakir
ክሻትሪያ	Chatria
አ ፖብራ ዴ ትሪቬስ	Puebla de Trives
ጤዛ (ፊልም)	Teza
መደብ:አልጄሪያ	Categoría:Argelia
መደብ:ኦስትሪያ	Categoría:Austria
መደብ:ኢትዮጵያ	Categoría:Etiopía
መደብ:ሆላንድ	Categoría:Países Bajos
መደብ:ናይጄሪያ	Categoría:Nigeria
መደብ:ፖላንድ	Categoría:Polonia
መደብ:ፖርቱጋል	Categoría:Portugal
መደብ:ቬትናም	Categoría:Vietnam
መደብ:አዕዋፍ	Categoría:Aves
መደብ:አትክልት	Categoría:Plantae
መደብ:ሥነ ሕይወት	Categoría:Biología
መደብ:የጥንተ ንጥር ጥናት	Categoría:Química
መደብ:ታሪክ	Categoría:Historia
መደብ:መልክዐ ምድር	Categoría:Geografía
መደብ:ሃይማኖት	Categoría:Religión
መደብ:ስፖርት	Categoría:Deporte
መደብ:ሳይንስ	Categoría:Ciencia
መደብ:መሬት	Categoría:Tierra
ቅዱስ ጊዮርጊስ የእግር ኳስ ቡድን	Saint-George SA
የሰለሞን ደሴቶች እግር ኳስ ፌዴሬሽን	Federación de Fútbol de las Islas Salomón
የ1934 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1934
ሦስቱ እኅትማማች	Las tres hermanas (cultivo)
ሞናርካስ ሞሬሊያ	Club Atlético Monarcas Morelia
ቶቤል	Tubal
የፈተና ደንጊያ	Piedra de toque
ሀመር	Hamer
ቴልቂን	Telquis
ፍሬኄናል ዴ ላ ሲዬራ	Fregenal de la Sierra
ነፃነት	Freedom
ሁራካን ቡሴዮ	Club Social y Deportivo Huracán Buceo
ሜዲና ዴ ሪዮ ሴኮ	Medina de Rioseco
ከርቤ	Commiphora
ፋሌቅ	Peleg
ሴሊሴስ	Saelices (Cuenca)
ሞንሬያል ዴ አሪዛ	Monreal de Ariza
ኦሶርኖ ላ ማዮር	Osorno la Mayor
መረጃ ደህንነት አስተዳደር ስርዓት	Sistema de gestión de la seguridad de la información
ክለብ ፓይሳንዱ ቤላ ቪዝታ	Paysandú Bella Vista
ጀበና	Jebena
ያዋን	Javan
ግሽጣ	Annona muricata
ኪቲም	Quitim
የመዋቅር ትንታኔ	Análisis estructural
ዊሊያም ማርች	William March
ኮሶ	Hagenia abyssinica
ክራር	Krar
ባሊ	Cangilón
ምስር ወጥ	Sopa de lentejas
ሳላ (የኤቦር አባት)	Sala (personaje bíblico)
ሉጋላንዳ	Lugalanda
ሸንኖንግ በንጻው ጂንግ	Shennong Ben Cao Jing
የቶንጋ እግር ኳስ ማህበር	Asociación de Fútbol de Tonga
ማጎግ	Magog
ሻርላግ	Sarlabag
ናራም-ሲን (አሦር)	Naram-Sin de Asiria
ሰሜን ተራራ	Montañas Simen
የኢትዮጵያ መልክዐ ምድር	Geografía de Etiopía
መደብ:መንታ መንገዶች	Categoría:Wikipedia:Desambiguación
መደብ:ፍልስፍና	Categoría:Filosofía
መደብ:ክርስትና	Categoría:Cristianismo
መደብ:እስልምና	Categoría:Islam
ሙገር ሲሚንቶ	Muger Cement
ቱራስ	Tiras
ወሎ	Wolo (Provincia)
ሹቡር	Subartu
የምድር በርበሬ	Acmella oleracea
ሳሮን (አፈታሪካዊ ንጉሥ)	Sarón (mitología)
አዳማ ከተማ የእግር ኳስ ክለብ	Adama City F.C.
ደቅ ደሴት	Isla Dek
አሪንጎ	Aringo
የጫካው አምላክ ራስ	Cabeza de fauno
ስቲፍነስ ዘዴ	Método matricial de la rigidez
የማይክል አንጄሎ ስራዎች በከፊል	Anexo:Obras de Miguel Ángel
የአክሱም ሐውልት	Obelisco de Aksum
መስኪያጝካሸር	Mesh-ki-ang-gasher
ሚሪና (ሌምኖስ)	Mirina (Lemnos)
ኢኩኑም	Ikunum
ኤነታርዚ	Enetarzi
መልአክ (Michelangelo)	Ángel (Miguel Ángel)
የዳንቴ መርከብ	La barca de Dante
የመደመር ህግ	Principio de la suma
አዳል	Sultanato de Adel
ዝሆን	Elephantidae
2 ኤናናቱም	Enannatum II
ዋሽንት	Washint
ሐረር ቢራ የእግር ኳስ ክለብ	Harrar Beer Botling FC
ሰንሰለት	Cadena (objeto)
አዝማሪ	Azmari
አሦር (የሴም ልጅ)	Asur
የዓለም ሀገራት ባንዲራዎች	Anexo:Banderas de Estados soberanos
ቅዱስ ፔትሮኒዮስ (Michelangelo)	San Petronio (Miguel Ángel)
ህዝብ	Pueblo
ፍትፍት	Fit-fit
ኡር-ኑንጋል	Ur-Nungal
ሽሮ ወጥ	Shiro (comida)
1 ፑዙር-አሹር	Puzur-Assur I
ድሬ ዳዋ ዓለም አቀፍ አየር ማረፊያ	Aeropuerto Internacional Aba Tenna Dejazmach Yilma
ዋራድ-ሲን	Warad-Sin
ሲሊ-አዳድ	Silli-Adad
መብራት ኃይል የእግር ኳስ ክለብ	Mebrat Hail SC
ደብረ ሊባኖስ	Debre Libanos (Etiopía)
መንበረ ጸባኦት ቅድስት ሥላሴ	Catedral de la Santísima Trinidad (Adís Abeba)
የኅልውና ቀውስ	Crisis existencial
ክሪስቲያን ስቱዋኒ	Christian Stuani
ሻሊም-አሁም	Shalim-akhe
2 ፑዙር-አሹር	Puzur-Assur II
ሲን-ኢዲናም	Sin-Iddinam
ኢዲን-ዳጋን	Iddin-Dagan
ኡር-ኒኑርታ	Ur-Ninurta
ሲን-ኢቂሻም	Sin-iqisham
ዛምቢያ (የኢሲን ንጉሥ)	Zambiya
2 ኤሪሹም	Erishum II
ዱሙዚድ፣ አሣ አጥማጁ	Dumuzid, el pescador
አዋሳ ከተማ የእግር ኳስ ክለብ	Awassa City Football Club
ኡርዱኩጋ	Ur-Dul-Kuga
ካዛሉ	Kazallu
ክትፎ	Kitfo
እንኮይ	Ximenia americana
ኋሥያ	Huaxia
ሽመል	Oxytenanthera
ኣሪቲ	Artemisia afra
ሌውኪ	Leucos
ጋያነሸጎዋ	Gran Ley de la Paz
ሌባ	Hurto
የአውሮፓ ሥነፅሁፍ	Literatura europea
እንቁላል ቅርፊት	Cáscara de huevo
ግሪልድ ቺዝ ሳንድዊች	Sándwich de queso
ቋራ	Erythrina abbyssinica
ልዑል	Príncipe
ካጌራ ወንዝ	Río Kagera
ሰሊጥ	Sesamum indicum
የተፈጥሮ ጭማሪ	Crecimiento natural
አፋምቦ	Afambo
አን ላሞት	Anne Lamott
አርጎባ(ወረዳ)	Argoba
ሬማ ደሴት	Isla Rema
ጙሹር	Jushur
ኢተር-ፒሻ	Iter-Pisa
መርካቶ	Merkato
የኮሞዲቲ ገበያ	Mercado de materias primas
ቡር-ሲን	Bur-Sin
መደብ:Wikipedia	Categoría:Administración de Wikipedia
መደብ:ባሕል	Categoría:Cultura
መደብ:ፈረንጅ አመቶች	Categoría:Años
መደብ:አህጉር	Categoría:Continentes
ኩሩካን ፉጋ	Kurukan Fuga
መድን የእግር ኳስ ክለብ	Ethiopian Insurance F.C.
ሹ-ኢሊሹ	Shu-Ilishu
ኤራ-ኢሚቲ	Erra-Imitti
ሲን-ኤሪባም	Sin-Eribam
ማከዶን	Macedón
ዕንቁጣጣሽ	Enkutatash
መከላከያ የእግር ኳስ ክለብ	Defence Sports Club
ማይጨው	Mai Ceu
የሞሮኮ የዘውድ እግር ኳስ ፌዴሬሽን	Real Federación de Fútbol de Marruecos
ዲሲ የሕዝብ ትምህርት ቤቶች	Escuelas Públicas del Distrito de Columbia
ሲግቱና	Sigtuna
ሊቨርፑል፣ አውስትራልያ	Liverpool (Australia)
ቱዲያ	Tudia
የስያትል መንግስታዊ ትምህርት ቤቶች	Escuelas Públicas de Seattle
ሃሮልድ ላምብ	Harold Lamb
በር:መልክዐ ምድር	Portal:Geografía
በር:ፍልስፍና	Portal:Filosofía
ርብ	Río Reb
መንግስቱ ለማ	Mengistu Lemma
ኧህብ	Cordeauxia edulis
ቀንጠፋ	Pterolobium
ሚሪና	Mirina (mitología)
ሶፍ-ዑመር	Cuevas de Sof Omar
መደብ:Wikipedia bots	Categoría:Wikipedia:Bots
ጥድፈት	Rapidez
ሴሮ ዴ ኣልጎዶን	Cerro de Algodón
የመንደሮቹ መኳያ ሰሌዳ	Paleta de Tehenu
የጉብጠት ማዕከል	Centro de curvatura
ታላቬራ ላ ቪዬሓ	Talavera la Vieja
ቤቴል	Bethel
በር:ባሕልናኪነት	Portal:Arte
መደብ:የጀርመን ሰዎች	Categoría:Alemanes
መደብ:የአሜሪካ ሰዎች	Categoría:Estadounidenses
መደብ:የኦስትሪያ ሰዎች	Categoría:Austríacos
መደብ:የፈረንሳይ ሰዎች	Categoría:Franceses
መደብ:የአሜሪካ ፊልሞች	Categoría:Películas de Estados Unidos
መደብ:የአሜሪካ ሙዚቀኞች	Categoría:Músicos de Estados Unidos
መደብ:ጉግል	Categoría:Google
መለጠፊያ:Location map Scotland	Plantilla:Mapa de localización de Escocia
መለጠፊያ:Location map እንግሊዝ	Plantilla:Mapa de localización de Inglaterra
መደብ:ሕግ	Categoría:Derecho
መደብ:አገራት	Categoría:Países
ውክፔዲያ:መጋቢዎች	Wikipedia:Bibliotecarios
መደብ:የኢትዮጵያ ብሔሮች	Categoría:Etnias de Etiopía
መደብ:ሰዎች	Categoría:Personas
ውክፔዲያ:Bots	Wikipedia:Bot
መደብ:ሥነ አካል	Categoría:Anatomía
መደብ:ሕክምና	Categoría:Medicina
መደብ:የፖለቲካ ጥናት	Categoría:Política
መደብ:ትምህርት	Categoría:Educación
ግብፅ	Egipto
አውሶናውያን	Ausonios
መለጠፊያ:Bot	Plantilla:Bot
ካናዳ	Canadá
መደብ:ግሪክ	Categoría:Grecia
መደብ:ስዊድን	Categoría:Suecia
መደብ:ስሎቫኪያ	Categoría:Eslovaquia
መደብ:Wikipedia:Featured article	Categoría:Wikipedia:Artículos destacados
የታኅሣሥ ግርግር	Golpe militar en Etiopía de 1960
መደብ:የአውሮፓ አገራት	Categoría:Países de Europa
መደብ:አውሮፓ	Categoría:Europa
መለጠፊያ:Documentation	Plantilla:Documentación
መደብ:Translation requests	Categoría:Wikipedia:Traducciones en desarrollo
ውክፔዲያ:Resolving disputes	Wikipedia:Mediación informal
መደብ:የአባሎች ልሳናት	Categoría:Wikipedia:Wikipedistas por idioma
ሰውንግ ጀ-ጊ	Sung Jae-ki
ነጭ አባይ	Nilo Blanco
ባህታ ሃጎስ	Bahta Hagos
በር:ኢንጂኔሪንግ	Portal:Tecnología
መለጠፊያ:Softredirect	Plantilla:Redirección suave
መለጠፊያ:ለማጥፋት	Plantilla:Destruir
መደብ:ቋንቋዎች	Categoría:Lenguas
መደብ:የሚሰጥ ስሞች	Categoría:Nombres propios
እርዳታ:Starting a new page	Ayuda:Cómo empezar una página
መደብ:Noindexed pages	Categoría:Wikipedia:Páginas no indexadas
መደብ:የማይኖሩ ፋይሎች ያሉባቸው ገጾች	Categoría:Wikipedia:Páginas con enlaces rotos a archivos
ውክፔዲያ:ክፍለ-ዊኪዎች	Ayuda:Espacio de nombres
ሲ.አር. ቫስኮ ደ ጋማ	Club de Regatas Vasco da Gama
መለጠፊያ:Navbox	Plantilla:Navegación
ቀረፃ	Reproducción y grabación de sonido
ቼሪ ክሪክ የትምህርት ድስትሪክት	Distrito Escolar Cherry Creek
ሃርሌም ሼክ	Harlem shake (baile)
የከለዳውያን ዑር	Ur Kaśdim
መለጠፊያ:!	Plantilla:!
መለጠፊያ:Tnavbar	Plantilla:Navbar
መለጠፊያ:Clear	Plantilla:Clear
መደብ:አፍሪቃ	Categoría:África
መደብ:መጽሐፍ ቅዱስ	Categoría:Biblia
መለጠፊያ:Babel	Plantilla:Babel
መለጠፊያ:Commons	Plantilla:Commons
መለጠፊያ:Link GA	Plantilla:Bueno
መለጠፊያ:Reflist	Plantilla:Listaref
ውክፔዲያ:Searching	Ayuda:Búsqueda
መለጠፊያ:መዋቅር	Plantilla:Esbozo
መለጠፊያ:See also	Plantilla:VT
መለጠፊያ:Country data ታጂኪስታን	Plantilla:Geodatos Tayikistán
መደብ:እስያ	Categoría:Asia
መደብ:ቺሌ	Categoría:Chile
መደብ:User uk	Categoría:Wikipedia:Wikipedistas con conocimientos de ucraniano
መደብ:ደቡብ አሜሪካ	Categoría:América del Sur
መደብ:User uk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ucraniano
መደብ:እግር ኳስ	Categoría:Fútbol
መለጠፊያ:Country data ኩዌት	Plantilla:Geodatos Kuwait
መለጠፊያ:NowCommons	Plantilla:EnCommons
መለጠፊያ:Wikipediasister	Plantilla:Portada:Proyectos
መለጠፊያ:Country data ቤልጅግ	Plantilla:Geodatos Bélgica
መደብ:ጨረቃ	Categoría:Luna
መለጠፊያ:Country data ስሎቫኪያ	Plantilla:Geodatos Eslovaquia
መለጠፊያ:Country data ኤል ሳልቫዶር	Plantilla:Geodatos El Salvador
መለጠፊያ:Country data ፓናማ	Plantilla:Geodatos Panamá
መለጠፊያ:Country data ኢትዮጵያ	Plantilla:Geodatos Etiopía
መለጠፊያ:Country data ቱኒዚያ	Plantilla:Geodatos Túnez
መለጠፊያ:Country data ቼክ ሪፐብሊክ	Plantilla:Geodatos República Checa
መለጠፊያ:Country data ታይላንድ	Plantilla:Geodatos Tailandia
መለጠፊያ:Country data ኩባ	Plantilla:Geodatos Cuba
መለጠፊያ:Country data ኢንዶኔዥያ	Plantilla:Geodatos Indonesia
መለጠፊያ:Country data ካምቦዲያ	Plantilla:Geodatos Camboya
መለጠፊያ:Country data ሴኔጋል	Plantilla:Geodatos Senegal
መለጠፊያ:Country data ማዳጋስካር	Plantilla:Geodatos Madagascar
መለጠፊያ:Country data አልባኒያ	Plantilla:Geodatos Albania
መለጠፊያ:Country data ፔሩ	Plantilla:Geodatos Perú
መለጠፊያ:Country data ፓራጓይ	Plantilla:Geodatos Paraguay
መለጠፊያ:Country data ማካው	Plantilla:Geodatos Macao
መለጠፊያ:Country data ኬንያ	Plantilla:Geodatos Kenia
መለጠፊያ:Country data ሳን ማሪኖ	Plantilla:Geodatos San Marino
መለጠፊያ:Country data የቻይና ሪፐብሊክ	Plantilla:Geodatos República de China
መለጠፊያ:Country data ኒካራጓ	Plantilla:Geodatos Nicaragua
መለጠፊያ:Country data ሆንዱራስ	Plantilla:Geodatos Honduras
መለጠፊያ:Country data ኡዝቤኪስታን	Plantilla:Geodatos Uzbekistán
መለጠፊያ:Country data ቦሊቪያ	Plantilla:Geodatos Bolivia
መለጠፊያ:Country data ሊክተንስታይን	Plantilla:Geodatos Liechtenstein
መለጠፊያ:Country data ቶጎ	Plantilla:Geodatos Togo
መለጠፊያ:Country data ሃይቲ	Plantilla:Geodatos Haití
መለጠፊያ:Country data ማሊ	Plantilla:Geodatos Malí
መለጠፊያ:Country data ላቲቪያ	Plantilla:Geodatos Letonia
መለጠፊያ:Country data ማልታ	Plantilla:Geodatos Malta
መለጠፊያ:Country data ሞናኮ	Plantilla:Geodatos Mónaco
መለጠፊያ:Country data ዴንማርክ	Plantilla:Geodatos Dinamarca
መለጠፊያ:Country data አይስላንድ	Plantilla:Geodatos Islandia
መለጠፊያ:Country data ፖላንድ	Plantilla:Geodatos Polonia
መለጠፊያ:Country data ቦስኒያና ሄርጸጎቪና	Plantilla:Geodatos Bosnia y Herzegovina
መለጠፊያ:Country data ጋያና	Plantilla:Geodatos Guyana
መደብ:User fr-1	Categoría:Wikipedia:Wikipedistas con nivel básico de francés
መለጠፊያ:Country data ኖርዌይ	Plantilla:Geodatos Noruega
መለጠፊያ:Country data ደቡብ አፍሪካ	Plantilla:Geodatos Sudáfrica
መለጠፊያ:Country data ኡራጓይ	Plantilla:Geodatos Uruguay
መለጠፊያ:Image label	Plantilla:Etiqueta imagen
መለጠፊያ:Country data ሜክሲኮ	Plantilla:Geodatos México
መለጠፊያ:Country data ግሪክ	Plantilla:Geodatos Grecia
መለጠፊያ:Country data ሉክሰምበርግ	Plantilla:Geodatos Luxemburgo
መለጠፊያ:Country data ሳዑዲ አረቢያ	Plantilla:Geodatos Arabia Saudita
መለጠፊያ:Country data ባሃማስ	Plantilla:Geodatos Bahamas
መለጠፊያ:Country data ክሮኤሽያ	Plantilla:Geodatos Croacia
መለጠፊያ:Country data የተባበሩት የዓረብ ግዛቶች	Plantilla:Geodatos Emiratos Árabes Unidos
መለጠፊያ:Country data ሞሮኮ	Plantilla:Geodatos Marruecos
መለጠፊያ:Country data ሰርቢያ	Plantilla:Geodatos Serbia
መለጠፊያ:Country data አውስትራሊያ	Plantilla:Geodatos Australia
መለጠፊያ:የሀገር መረጃ	Plantilla:Ficha de país
መለጠፊያ:Country data ላውስ	Plantilla:Geodatos Laos
መለጠፊያ:Country data አውስትሪያ	Plantilla:Geodatos Austria
መለጠፊያ:Country data ኔፓል	Plantilla:Geodatos Nepal
መለጠፊያ:Country data ፊንላንድ	Plantilla:Geodatos Finlandia
መለጠፊያ:Country data ግብፅ	Plantilla:Geodatos Egipto
መለጠፊያ:Country data ሊትዌኒያ	Plantilla:Geodatos Lituania
መለጠፊያ:Country data ጃፓን	Plantilla:Geodatos Japón
መለጠፊያ:Cite journal	Plantilla:Cita publicación
መለጠፊያ:Country data ቼኮስሎቫኪያ	Plantilla:Geodatos Checoslovaquia
መለጠፊያ:Cite news	Plantilla:Cita noticia
መለጠፊያ:Country data ቬት ናም	Plantilla:Geodatos Vietnam
መለጠፊያ:ምርጥ ፅሑፍ	Plantilla:Artículo destacado
መለጠፊያ:Country data ሊቢያ	Plantilla:Geodatos Libia
መለጠፊያ:Country data ሩሲያ	Plantilla:Geodatos Rusia
መደብ:User en-4	Categoría:Wikipedia:Wikipedistas con nivel experto de inglés
መደብ:User en	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés
መደብ:User zh	Categoría:Wikipedia:Wikipedistas con conocimientos de chino
መደብ:User zh-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de chino
መደብ:User en-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de inglés
መለጠፊያ:Infobox	Plantilla:Ficha
መለጠፊያ:Country data ኢጣልያ	Plantilla:Geodatos Italia
መለጠፊያ:Country data	Plantilla:Geodatos
መለጠፊያ:Coor URL	Plantilla:Coor URL
መደብ:ግንባታ	Categoría:Construcción
መደብ:ሃሪ ፖተር	Categoría:Harry Potter
መደብ:የሮሜ ሰዎች	Categoría:Antiguos romanos
መለጠፊያ:Country data ስዊድን	Plantilla:Geodatos Suecia
መደብ:የሕንድ ፊልሞች	Categoría:Películas de India
ብሪጌኩም	Brigaecium
መደብ:ተራሮች	Categoría:Montañas
መደብ:መሪዎች	Categoría:Políticos
መለጠፊያ:Country data ኮስታ ሪካ	Plantilla:Geodatos Costa Rica
መለጠፊያ:Country data ሶቪዬት ሕብረት	Plantilla:Geodatos Unión Soviética
መለጠፊያ:Country data ህንድ	Plantilla:Geodatos India
መለጠፊያ:Country data አልጄሪያ	Plantilla:Geodatos Argelia
መለጠፊያ:Country data ቬነዝዌላ	Plantilla:Geodatos Venezuela
መለጠፊያ:Country data አንዶራ	Plantilla:Geodatos Andorra
መለጠፊያ:Country data አንጎላ	Plantilla:Geodatos Angola
መለጠፊያ:Country data ቦትስዋና	Plantilla:Geodatos Botsuana
መለጠፊያ:Country data ፖርቱጋል	Plantilla:Geodatos Portugal
መለጠፊያ:Country data ቫቲካን ከተማ	Plantilla:Geodatos Ciudad del Vaticano
መለጠፊያ:Country data ቻይና	Plantilla:Geodatos China
መለጠፊያ:Country data እንግሊዝ	Plantilla:Geodatos Inglaterra
መለጠፊያ:Familytree/end	Plantilla:Árbol genealógico/fin
መለጠፊያ:Country data ቱርክ	Plantilla:Geodatos Turquía
መደብ:ጸሓፊዎች	Categoría:Escritores
መለጠፊያ:Country data ቆጵሮስ	Plantilla:Geodatos Chipre
መለጠፊያ:Country data ስዊዘርላንድ	Plantilla:Geodatos Suiza
መደብ:ዩኒቨርሲቲዎች	Categoría:Universidades
