Afríka	África
Flokkur:Framlög Íslands til Eurovision	Categoría:Canciones de Eurovisión de Islandia
Flokkur:Króatískir handknattleiksmenn	Categoría:Balonmanistas de Croacia
Flokkur:Lághitafræði	Categoría:Criogenia
Flokkur:Duldýrafræði	Categoría:Criptozoología
Flokkur:Kristallafræði	Categoría:Cristalografía
Flokkur:Einisætt	Categoría:Cupressaceae
Flokkur:Smárar	Categoría:Faboideae
Flokkur:Færeyjar	Categoría:Islas Feroe
Flokkur:Færeyskir tónlistarmenn	Categoría:Músicos de las Islas Feroe
Flokkur:Færeyskir rithöfundar	Categoría:Escritores de las Islas Feroe
Flokkur:Skyndibiti	Categoría:Comida rápida
Flokkur:Áströlsk dýr	Categoría:Fauna de Australia
Flokkur:Femínismi	Categoría:Feminismo
Flokkur:Femínistar	Categoría:Feministas
Flokkur:Trefjaefni	Categoría:Fibras
Flokkur:Kvikmyndir eftir Alfred Hitchcock	Categoría:Películas dirigidas por Alfred Hitchcock
Flokkur:Enskir guðfræðingar	Categoría:Teólogos de Inglaterra
Flokkur:Finnskir listamenn	Categoría:Artistas de Finlandia
Flokkur:Finnska	Categoría:Idioma finés
Flokkur:Finnskir myndlistarmenn	Categoría:Pintores de Finlandia
Flokkur:Æðstu ráðherrar Skotlands	Categoría:Ministros Principales de Escocia
Flokkur:Firðir eftir löndum	Categoría:Fiordos por país
Flokkur:Firðir á Grænlandi	Categoría:Fiordos de Groenlandia
Flokkur:Firðir í Noregi	Categoría:Fiordos de Noruega
Flokkur:Tvívængjur	Categoría:Diptera
Flokkur:Aukefni	Categoría:Aditivos alimentarios
Flokkur:Sænsk knattspyrnufélög	Categoría:Equipos de fútbol de Suecia
Flokkur:Skógar á Englandi	Categoría:Bosques de Inglaterra
Flokkur:Fyrrum Ólympíugreinar	Categoría:Antiguos deportes olímpicos
Flokkur:Styrkt vín	Categoría:Vinos generosos
Flokkur:Byggingarstílar	Categoría:Estilos arquitectónicos
Flokkur:Refir	Categoría:Vulpes
Flokkur:Alþjóðleg bræðrafélög	Categoría:Organizaciones fraternales
Flokkur:Frjálsa hugbúnaðarstofnunin	Categoría:Free Software Foundation
Flokkur:Tjáningarfrelsi	Categoría:Libertad de expresión
Flokkur:Freiburg (Þýskaland)	Categoría:Friburgo de Brisgovia
Flokkur:Franska Pólýnesía	Categoría:Polinesia Francesa
Flokkur:Franskir listamenn	Categoría:Artistas de Francia
Flokkur:Franskir skákmenn	Categoría:Ajedrecistas de Francia
Flokkur:Franskir handknattleiksmenn	Categoría:Balonmanistas de Francia
Flokkur:Loðskinn	Categoría:Peletería
Forsetning	Preposición
Flokkur:Þorskaætt	Categoría:Gadidae
Flokkur:Þorskfiskar	Categoría:Gadiformes
Flokkur:Gallinago	Categoría:Gallinago
Flokkur:Tölvuleikir fyrir Game Boy Advance	Categoría:Videojuegos para Game Boy Advance
Flokkur:Tölvuleikir fyrir Game Boy	Categoría:Videojuegos para Game Boy
Flokkur:Brúsar	Categoría:Gaviiformes
Flokkur:Gemini geimferðaáætlunin	Categoría:Programa Gemini
Flokkur:Jarðefnafræði	Categoría:Geoquímica
Flokkur:Jarðsöguleg tímatalsfræði	Categoría:Geocronología
Flokkur:Landafræði London	Categoría:Geografía de Londres
Flokkur:Landafræði Reykjavíkur	Categoría:Geografía de Reikiavik
Flokkur:Landafræði Suður-Ameríku	Categoría:Geografía de América del Sur
Flokkur:Jarðfræðingar	Categoría:Geólogos
Flokkur:Georgískt stafróf	Categoría:Alfabeto georgiano
Flokkur:Þýskir kvikmyndaleikstjórar	Categoría:Directores de cine de Alemania
Flokkur:Þýskir knattspyrnudómarar	Categoría:Árbitros de fútbol de Alemania
Flokkur:Þýskir handknattleiksmenn	Categoría:Balonmanistas de Alemania
Flokkur:Þýskir geðlæknar	Categoría:Psiquiatras de Alemania
Flokkur:Germönsk tungumál	Categoría:Lenguas germánicas
Flokkur:Germönsk goðafræði	Categoría:Mitología germana
Flokkur:Jöklar	Categoría:Glaciares
Flokkur:Jöklar á Íslandi	Categoría:Glaciares de Islandia
Flokkur:Hlýnun jarðar	Categoría:Calentamiento global
Flokkur:Golfvellir	Categoría:Clubes y campos de golf
Flokkur:Gossip Girl	Categoría:Gossip Girl
Flokkur:Persastríðin	Categoría:Guerras Médicas
Flokkur:Grískt stafróf	Categoría:Alfabeto griego
Flokkur:Göttingen	Categoría:Gotinga
Wikipedia:Lönd heimsins	Wikiproyecto:Países
Flokkur:Halógenar	Categoría:Halógenos
Flokkur:Hamas	Categoría:Hamás
Flokkur:Handknattleiksfélög	Categoría:Clubes de balonmano
Flokkur:Handknattleiksmót og -keppnir	Categoría:Competiciones de balonmano
Flokkur:Handknattleiksleikvangar	Categoría:Pabellones de balonmano
Flokkur:Handleikjatölvur	Categoría:Videoconsolas portátiles
Flokkur:Harry Potter-bækur	Categoría:Libros de Harry Potter
Flokkur:Kúluvarparar	Categoría:Lanzadores de peso
Flokkur:Heilbrigðisráðherrar eftir löndum	Categoría:Ministros de Salud
Flokkur:Heidelberg	Categoría:Heidelberg
Flokkur:Heimspekingar helleníska tímans	Categoría:Filósofos helenísticos
Flokkur:Hellenísk heimspeki	Categoría:Filosofía helenística
Flokkur:Hellsing	Categoría:Hellsing
Flokkur:Hástökkvarar	Categoría:Saltadores de altura
Flokkur:Sumarólympíuleikarnir 1996	Categoría:Juegos Olímpicos de Atlanta 1996
Flokkur:Vetrarólympíuleikarnir 1980	Categoría:Juegos Olímpicos de Lake Placid 1980
Flokkur:Saga Berlínar	Categoría:Historia de Berlín
Flokkur:Sumarólympíuleikarnir 1924	Categoría:Juegos Olímpicos de París 1924
Flokkur:Vetrarólympíuleikarnir 2006	Categoría:Juegos Olímpicos de Turín 2006
Flokkur:Hormón	Categoría:Hormonas
Flokkur:Tímamælingafræði	Categoría:Horología
Flokkur:Hestasjúkdómar	Categoría:Enfermedades equinas
Flokkur:Spítalar í Svíþjóð	Categoría:Hospitales de Suecia
Flokkur:Hús	Categoría:Casas
Flokkur:Grín	Categoría:Humor
Flokkur:Íberíuskaginn	Categoría:Península ibérica
Flokkur:Íshokkí	Categoría:Hockey sobre hielo
Flokkur:Íslenskir listamenn	Categoría:Artistas de Islandia
Flokkur:Íslenskir körfuknattleiksmenn	Categoría:Baloncestistas de Islandia
Flokkur:Íslenskir biskupar	Categoría:Obispos de Islandia
Flokkur:Íslenskar þjóðsögur	Categoría:Folclore de Islandia
Flokkur:Íslenskir handknattleiksmenn	Categoría:Balonmanistas de Islandia
Flokkur:Íslenska	Categoría:Idioma islandés
Flokkur:Íslensk bókmenntaverðlaun	Categoría:Premios literarios de Islandia
Flokkur:Íslenskir fjölmiðlar	Categoría:Medios de comunicación de Islandia
Flokkur:Íslenskir hljóðfæraleikarar	Categoría:Instrumentistas de Islandia
Flokkur:Íslenskir myndlistarmenn	Categoría:Pintores de Islandia
Flokkur:Íslenskir ljósmyndarar	Categoría:Fotógrafos de Islandia
Flokkur:Íslenskar tónlistarútgáfur	Categoría:Discográficas de Islandia
Flokkur:Íslenskir myndhöggvarar	Categoría:Escultores de Islandia
Flokkur:Íslenskir sjónvarpsþættir	Categoría:Series de televisión de Islandia
Flokkur:Íslenskir þýðendur	Categoría:Traductores de Islandia
Flokkur:Hughyggja	Categoría:Idealismo
Flokkur:Kembuætt	Categoría:Iguanidae
Flokkur:Heimsvaldastefna	Categoría:Imperialismo
Flokkur:Inkaveldið	Categoría:Imperio incaico
Flokkur:Frumbyggjar Ástralíu	Categoría:Aborígenes de Australia
Flokkur:Indóarísk tungumál	Categoría:Lenguas indo-arias
Flokkur:Stjórnleysisstefna	Categoría:Anarquismo
Flokkur:Arababandalagið	Categoría:Liga Árabe
Flokkur:Ólífræn efnafræði	Categoría:Química inorgánica
Flokkur:Intel	Categoría:Intel
Flokkur:Alþjóðlegir fánar	Categoría:Banderas internacionales
Flokkur:IRC	Categoría:IRC
Flokkur:Tónbil	Categoría:Intervalos musicales
Wikipedia:Breytingarárekstur	Ayuda:Conflicto de edición
Flokkur:Írskir sagnfræðingar	Categoría:Historiadores de Irlanda
Flokkur:Írskir guðfræðingar	Categoría:Teólogos de Irlanda
Flokkur:Eyjar í Afríku	Categoría:Archipiélagos e islas de África
Flokkur:Ítalskir skákmenn	Categoría:Ajedrecistas de Italia
Flokkur:Ivy League-háskólar	Categoría:Ivy League
Flokkur:Kvikmyndir frá Jamaíka	Categoría:Películas de Jamaica
Flokkur:Japönsk spil	Categoría:Juegos de Japón
Flokkur:Japanskir stríðsmenn	Categoría:Guerreros de Japón
Flokkur:Þotuhreyflar	Categoría:Motores de reacción
Flokkur:Júdó	Categoría:Judo
Flokkur:Sefætt	Categoría:Juncaceae
Flokkur:Breiðskífur Keane	Categoría:Álbumes de Keane
Flokkur:Konungar Aþenu	Categoría:Reyes de Atenas
Umayya-kalífadæmið	Califato Omeya
Flokkur:Araucanía-fylki	Categoría:Región de la Araucanía
Flokkur:Stöðuvötn á Írlandi	Categoría:Lagos de Irlanda
Flokkur:Varablómaætt	Categoría:Lamiaceae
Flokkur:Langstökkvarar	Categoría:Saltadores de longitud
Flokkur:Latneskur kveðskapur	Categoría:Poesía en latín
Flokkur:Lettneskir skákmenn	Categoría:Ajedrecistas de Letonia
Flokkur:Iglur	Categoría:Hirudinea
Flokkur:Leonardo da Vinci	Categoría:Leonardo da Vinci
Flokkur:Bókasöfn	Categoría:Bibliotecas
Flokkur:Mac OS	Categoría:Mac OS
Flokkur:Linux	Categoría:Linux
Flokkur:MLB-lið	Categoría:Equipos de las Grandes Ligas de Béisbol
Flokkur:Malay-pólýnesísk tungumál	Categoría:Lenguas malayo-polinesias
Flokkur:Langbarðaland	Categoría:Lombardía
Flokkur:Kynblönduð dýr	Categoría:Mamíferos híbridos
Flokkur:Handrit	Categoría:Manuscritos
Flokkur:Sýslur í Maryland	Categoría:Condados de Maryland
Flokkur:Íslensk karlmannsnöfn	Categoría:Nombres masculinos
Flokkur:Leghallir	Categoría:Mausoleos
Flokkur:Borgarstjórar	Categoría:Alcaldes
Hjálp:Svindlsíða	Ayuda:Referencia rápida
Flokkur:Bæjarstjórar á Íslandi	Categoría:Alcaldes de Islandia
Hjálp:MediaWiki HTML	Ayuda:HTML en el wikitexto
Flokkur:Titanic	Categoría:RMS Titanic
Flokkur:Miðaldaheimspeki	Categoría:Filosofía medieval
Flokkur:Útvarpsleikrit	Categoría:Radioteatro
Flokkur:Mælskufræði	Categoría:Retórica
Flokkur:Íslenskar útvarpstöðvar	Categoría:Emisoras de radio de Islandia
Flokkur:Frumspekingar	Categoría:Metafísicos
Flokkur:BMW	Categoría:BMW
Flokkur:Rökhyggja	Categoría:Racionalismo
Flokkur:Nefdýr	Categoría:Monotremata
Flokkur:Endurvinnsla	Categoría:Reciclaje
Flokkur:Þýskir bifreiðaframleiðendur	Categoría:Fabricantes de automóviles de Alemania
Flokkur:Japanskir bifreiðaframleiðendur	Categoría:Fabricantes de automóviles de Japón
Flokkur:Fjöll á Mars	Categoría:Montañas de Marte
Flokkur:Regensburg	Categoría:Ratisbona
Flokkur:Reggí	Categoría:Reggae
Flokkur:Landshlutar Íslands	Categoría:Regiones de Islandia
Flokkur:Landshlutar á Bretlandi	Categoría:Regiones de Reino Unido
Flokkur:Kollar (fuglar)	Categoría:Regulidae
Flokkur:Muse	Categoría:Muse
Flokkur:Lýðveldið Kína	Categoría:República de China
Flokkur:Repúblikanar	Categoría:Republicanos de Estados Unidos
Flokkur:Öndun	Categoría:Respiración
Snið:Hlusta	Plantilla:Multimedia
Flokkur:Smásala	Categoría:Venta minorista
Flokkur:Nanótækni	Categoría:Nanotecnología
Flokkur:NBA	Categoría:NBA
Flokkur:Thames	Categoría:Río Támesis
Flokkur:Fljót í Asíu	Categoría:Ríos de Asia
Flokkur:Fljót í Suður-Ameríku	Categoría:Ríos de América del Sur
Flokkur:Þjarkafræði	Categoría:Robótica
Flokkur:Rómversk heimspeki	Categoría:Filosofía de la Antigua Roma
Flokkur:Nýsjálenskir sagnfræðingar	Categoría:Historiadores de Nueva Zelanda
Flokkur:Þýsk dagblöð	Categoría:Periódicos de Alemania
Flokkur:Íslensk dagblöð	Categoría:Periódicos de Islandia
Flokkur:Dagblöð í New Jersey	Categoría:Periódicos de Nueva Jersey
Flokkur:Bresk dagblöð	Categoría:Periódicos de Reino Unido
Flokkur:Róm	Categoría:Roma
Flokkur:Rósabálkur	Categoría:Rosales
Flokkur:Rostock	Categoría:Rostock
Flokkur:Norskir handknattleiksmenn	Categoría:Balonmanistas de Noruega
Flokkur:Romm	Categoría:Rones
Flokkur:Oasis	Categoría:Oasis (banda)
Flokkur:Breiðskífur Oasis	Categoría:Álbumes de Oasis
Flokkur:Stjörnulíffræði	Categoría:Astrobiología
Flokkur:Vogvængjur	Categoría:Odonata
Flokkur:Ljósefnafræði	Categoría:Fotoquímica
Flokkur:Lífræn efnafræði	Categoría:Química orgánica
Flokkur:Rússneskar rokkhljómsveitir	Categoría:Grupos de rock de Rusia
Flokkur:Hneflur	Categoría:Russula
Flokkur:SI forskeyti	Categoría:Prefijos del Sistema Internacional
Flokkur:Íslendingasögur	Categoría:Sagas islandesas
Flokkur:Sahara	Categoría:Sáhara
Flokkur:Sankti Helena	Categoría:Santa Elena
Flokkur:Sankti Kristófer og Nevis	Categoría:San Cristóbal y Nieves
Flokkur:Bleikjuættkvísl	Categoría:Salvelinus
Flokkur:Samísk tungumál	Categoría:Lenguas sami
Flokkur:Stýrikerfiskjarnar	Categoría:Núcleos de sistemas operativos
Flokkur:Beinvængjur	Categoría:Orthoptera
Flokkur:Sagir	Categoría:Sierras
Flokkur:Ýfilbjöllur	Categoría:Scarabaeidae
Flokkur:Oxford	Categoría:Oxford
Flokkur:Snípuætt	Categoría:Scolopacidae
Flokkur:Karfaætt	Categoría:Scorpaenidae
Flokkur:Skoskir verkfræðingar	Categoría:Ingenieros de Escocia
Flokkur:Nes á Íslandi	Categoría:Penínsulas de Islandia
Flokkur:Skoskir stærðfræðingar	Categoría:Matemáticos de Escocia
Flokkur:Skoskir guðfræðingar	Categoría:Teólogos de Escocia
Flokkur:Kvennalandslið í knattspyrnu	Categoría:Selecciones femeninas de fútbol
Flokkur:Jarðskjálftafræði	Categoría:Sismología
Flokkur:Merkingarfræði	Categoría:Semántica
Flokkur:Semísk tungumál	Categoría:Lenguas semíticas
Flokkur:Serbneskir skákmenn	Categoría:Ajedrecistas de Serbia
Flokkur:Serbneskir handknattleiksmenn	Categoría:Balonmanistas de Serbia
Snið:MNG	Plantilla:MNG
Flokkur:Seildýr	Categoría:Chordata
Flokkur:Ull	Categoría:Lana
Flokkur:Hjaltlandseyjar	Categoría:Islas Shetland
Flokkur:Dyngjur	Categoría:Volcanes en escudo
Flokkur:Skip	Categoría:Barcos
Flokkur:Táknmál	Categoría:Lenguas de señas o de signos
Flokkur:Síkismi	Categoría:Sijismo
Flokkur:Silki	Categoría:Seda
Flokkur:Sílúrtímabilið	Categoría:Silúrico
Flokkur:Ska	Categoría:Ska
Flokkur:Efahyggja	Categoría:Escepticismo
Flokkur:Efahyggjumenn	Categoría:Escépticos
Flokkur:Slavnesk tungumál	Categoría:Lenguas eslavas
Flokkur:Slóvenska	Categoría:Idioma esloveno
Flokkur:Snjallúr	Categoría:Relojes inteligentes
Flokkur:Snjór	Categoría:Nieve
Flokkur:Snjóbrettamenn	Categoría:Snowboarders
Flokkur:Snjóbrettaíþróttir	Categoría:Snowboard
Flokkur:Snæfellsnes	Categoría:Snæfellsnes
Flokkur:Lotukerfið	Categoría:Tabla periódica
Flokkur:Bergfræði	Categoría:Petrología
Flokkur:Æðarfuglar	Categoría:Somateria
Flokkur:Heimspekingar eftir tímabilum	Categoría:Filósofos por época
Flokkur:Hugspekingar	Categoría:Filósofos de la mente
Flokkur:Heimspeki stærðfræðinnar	Categoría:Filosofía de la matemática
Flokkur:Hagvísindi	Categoría:Economía clásica
Flokkur:Föníka	Categoría:Fenicia
Flokkur:Laufsöngvarar	Categoría:Phylloscopus
Flokkur:Pink Floyd	Categoría:Pink Floyd
Flokkur:Sundlaugar eftir löndum	Categoría:Piscinas por país
Flokkur:Stangarstökkvarar	Categoría:Saltadores de pértiga
Flokkur:Pólskir skákmenn	Categoría:Ajedrecistas de Polonia
Flokkur:Fræðarar	Categoría:Sofistas
Flokkur:Reynisætt	Categoría:Sorbus
Flokkur:Röðunarreiknirit	Categoría:Algoritmos de ordenamiento
Flokkur:Kvikmyndahús	Categoría:Salas de cine
Snið:BEL	Plantilla:BEL
Flokkur:South Park	Categoría:South Park
Flokkur:Suður-Yorkshire	Categoría:Yorkshire del Sur
Flokkur:Kvikmyndir frumsýndar 1950	Categoría:Películas de 1950
Flokkur:Kvikmyndir frumsýndar 1979	Categoría:Películas de 1979
Flokkur:Bandarísku forsetakosningarnar 2008	Categoría:Elecciones presidenciales de Estados Unidos de 2008
Flokkur:Spænskir handknattleiksmenn	Categoría:Balonmanistas de España
Flokkur:Jákvæð sálfræði	Categoría:Psicología positiva
Flokkur:Spænskar skáldsögur	Categoría:Novelas de España
Flokkur:Póstmódernismi	Categoría:Postmodernismo
Flokkur:Dulnefni	Categoría:Seudónimos
Flokkur:Kartöflur	Categoría:Patatas
Flokkur:Kartöfluréttir	Categoría:Platos de patata
Flokkur:Mælitæki	Categoría:Instrumentos de medición
Flokkur:Kommúnistar	Categoría:Comunistas
Flokkur:Forsetar Brasilíu	Categoría:Presidentes de Brasil
Flokkur:Forsetar Tékkóslóvakíu	Categoría:Presidentes de Checoslovaquia
Flokkur:Ljóstillífun	Categoría:Fotosíntesis
Flokkur:Köngulær	Categoría:Araneae
Flokkur:Haffræði	Categoría:Oceanografía
Flokkur:Forverar Sókratesar	Categoría:Filósofos presocráticos
Flokkur:Bandarísk tímarit	Categoría:Revistas de Estados Unidos
Flokkur:Bandarískar orrustuþotur	Categoría:Cazas de Estados Unidos
Flokkur:Bandarísk ruðningslið	Categoría:Equipos de la NFL
Flokkur:Norska	Categoría:Idioma noruego
Flokkur:Dreifkjörnungar	Categoría:Procariota
Flokkur:Rökfræðingar	Categoría:Lógicos
Flokkur:DS leikir	Categoría:Videojuegos para Nintendo DS
Flokkur:Fjölfætlur	Categoría:Myriapoda
Flokkur:Meginlandsheimspeki	Categoría:Filosofía continental
Flokkur:Bæir í Devon	Categoría:Localidades de Devon
Flokkur:Frönsk íþróttafélög	Categoría:Clubes de Francia
Flokkur:Borgir í Utah	Categoría:Localidades de Utah
Flokkur:Örverufræðingar	Categoría:Microbiólogos
Flokkur:Einokun	Categoría:Monopolio
Flokkur:Brýr og göng í London	Categoría:Puentes de Londres
Snið:Country data Makedónía	Plantilla:Geodatos República de Macedonia
Flokkur:Amerískur fótbolti	Categoría:Fútbol americano
Flokkur:Livorno	Categoría:Provincia de Livorno
Flokkur:Örsmæðareikningur	Categoría:Cálculo
Flokkur:Mercury-geimferðaáætlunin	Categoría:Programa Mercury
Flokkur:Mesópótamía	Categoría:Mesopotamia
Flokkur:Fagurfræði	Categoría:Estética
Flokkur:Trúleysi	Categoría:Ateísmo
Flokkur:Textafræðingar	Categoría:Filólogos
Flokkur:Glitfiskar	Categoría:Osmeriformes
Flokkur:Barokk	Categoría:Barroco
Flokkur:Stjörnuþyrpingar	Categoría:Cúmulos estelares
Flokkur:Áttun	Categoría:Orientación
Flokkur:Þúsundfætlur	Categoría:Diplopoda
Flokkur:Badmintonmót og -keppnir	Categoría:Campeonatos de bádminton
Flokkur:Réttarheimspekingar	Categoría:Filósofos del Derecho
Flokkur:Forsetar Benín	Categoría:Presidentes de Benín
Flokkur:Vigurgreining	Categoría:Cálculo vectorial
Flokkur:Badminton	Categoría:Bádminton
Flokkur:Gufupönk	Categoría:Steampunk
Flokkur:Buskerud	Categoría:Buskerud
Flokkur:Norræn tungumál	Categoría:Lenguas nórdicas
Flokkur:Stokkhólmur	Categoría:Estocolmo
Flokkur:Stóuspekingar	Categoría:Filósofos estoicos
Flokkur:Stóuspeki	Categoría:Estoicismo
Flokkur:Eldkeilur	Categoría:Estratovolcanes
Flokkur:Bítlarnir	Categoría:The Beatles
Flokkur:Trúarbragðafræði	Categoría:Estudio de las religiones
Flokkur:Stuttgart	Categoría:Stuttgart
Flokkur:Viðskiptahugbúnaður	Categoría:Software de negocios
Flokkur:Sköttun	Categoría:Impuestos
Flokkur:Símar	Categoría:Telefonía
Gátt:Tölvuleikir	Portal:Videojuegos
Flokkur:Sætuefni	Categoría:Edulcorantes
Flokkur:Úkraínsk sjónvarpsstöðvar	Categoría:Canales de televisión de Ucrania
Flokkur:São Paulo	Categoría:Ciudad de São Paulo
Flokkur:Háskólar í Svíþjóð	Categoría:Universidades de Suecia
Flokkur:Bahamaeyjar	Categoría:Bahamas
Eyjólfur Sæmundsson	Eyjólfur Sæmundsson
Eyjólfur ofsi Þorsteinsson	Eyjólfur ofsi Þorsteinsson
Flokkur:Simpsonfjölskyldan	Categoría:Los Simpson
Flokkur:Aikido	Categoría:Aikido
Flokkur:Akershus	Categoría:Akershus
Flokkur:Ulm	Categoría:Ulm
Flokkur:Litakerfi	Categoría:Espacios de color
Flokkur:Vesturgermönsk tungumál	Categoría:Lenguas germánicas occidentales
Flokkur:Suður-Kaliforníuháskóli	Categoría:Universidad del Sur de California
Flokkur:Bæir í Kent	Categoría:Localidades de Kent
Flokkur:Tónskáld klassíska tímabilsins	Categoría:Compositores de música clásica
Flokkur:Forngrísk harmleikjaskáld	Categoría:Poetas trágicos
Flokkur:Köfun	Categoría:Submarinismo
Flokkur:Margfætlur	Categoría:Chilopoda
Flokkur:Drottningar Svíþjóðar	Categoría:Reinas consortes de Suecia
Flokkur:Adobe-forrit	Categoría:Software de Adobe
Flokkur:Algísk tungumál	Categoría:Lenguas álgicas
Flokkur:Spútnik-geimferðaáætlunin	Categoría:Programa Sputnik
Flokkur:Mataráhöld	Categoría:Utensilios de cocina
Flokkur:Ágústudalur	Categoría:Valle de Aosta
Flokkur:Guðspeki	Categoría:Teosofía
Flokkur:Nýplatonistar	Categoría:Neoplatónicos
Flokkur:Háskólar í Noregi	Categoría:Universidades de Noruega
Flokkur:Aristóteles	Categoría:Aristóteles
Flokkur:Armenska	Categoría:Idioma armenio
Flokkur:Sálfræðingar	Categoría:Psicólogos
Flokkur:Sperglaætt	Categoría:Asparagaceae
Flokkur:Listsund	Categoría:Natación sincronizada
Flokkur:Atlantshaf	Categoría:Océano Atlántico
Flokkur:Breiðskífur Pink Floyd	Categoría:Álbumes de Pink Floyd
Flokkur:Kaupmannahafnarháskóli	Categoría:Universidad de Copenhague
Flokkur:Illinois-háskóli	Categoría:Universidad de Illinois
Flokkur:Eiturlyf	Categoría:Opioides
Flokkur:Úrúgvæskir Íþróttamenn	Categoría:Deportistas de Uruguay
Flokkur:Málspekingar	Categoría:Filósofos del lenguaje
Flokkur:Þverstæður	Categoría:Paradojas
Flokkur:Sundaðferðir	Categoría:Estilos natatorios
Flokkur:Notendur Þýskaland	Categoría:Wikipedia:Wikipedistas de Alemania
Flokkur:Fjöll í Alsír	Categoría:Montañas de Argelia
Flokkur:Bandarískar herflugvélar	Categoría:Aeronaves militares de Estados Unidos
Flokkur:Fjöll í Túnis	Categoría:Montañas de Túnez
Flokkur:Steinsteypa	Categoría:Hormigones
Flokkur:Birkiætt	Categoría:Betulaceae
Flokkur:Bandarískar söngkonur	Categoría:Cantantes femeninas de Estados Unidos
Flokkur:Frímerki	Categoría:Sellos
Flokkur:Fossar á Íslandi	Categoría:Cascadas de Islandia
Flokkur:Π	Categoría:Π
Flokkur:Brúnei	Categoría:Brunéi
Flokkur:Lífrænar sýrur	Categoría:Ácidos orgánicos
Flokkur:Brjóst	Categoría:Mama
Flokkur:Söfn eftir viðfangsefni	Categoría:Museos por tipo
Flokkur:Borgarastríð	Categoría:Guerras civiles
Flokkur:Borgarstjórar á Ítalíu	Categoría:Alcaldes de Italia
Flokkur:Hagnýtt vísindi	Categoría:Ciencias aplicadas
Flokkur:Borgarstjórar Reykjavíkur	Categoría:Alcaldes de Reikiavik
Flokkur:Cambridge	Categoría:Cambridge
Flokkur:Prentun	Categoría:Impresión
Flokkur:Tölvuleikir eftir vélbúnaði	Categoría:Videojuegos por plataforma
Flokkur:Sýslur Kaliforníu	Categoría:Condados de California
Flokkur:Sýslur í New Jersey	Categoría:Condados de Nueva Jersey
Flokkur:Sýslur í Virginíu	Categoría:Condados de Virginia
Flokkur:Sýslur í Vestur-Virginíu	Categoría:Condados de Virginia Occidental
Flokkur:Blindraletur	Categoría:Braille
Flokkur:Geðspítalar	Categoría:Hospitales psiquiátricos
Flokkur:Mjólk	Categoría:Leche
Flokkur:Kögurskottur	Categoría:Thysanura
Flokkur:Málmungar	Categoría:Metaloides
Flokkur:Mið-Evrópa	Categoría:Europa Central
Flokkur:Héruð í Kína	Categoría:Provincias de China
Flokkur:Músaætt	Categoría:Muridae
Flokkur:Kortagerð	Categoría:Cartografía
Flokkur:Goðafræði eftir menningu	Categoría:Mitología por cultura
Flokkur:Staðfræði	Categoría:Topografía
Flokkur:Yfirnáttúra	Categoría:Sobrenatural
Flokkur:Háskólinn í Zürich	Categoría:Universidad de Zúrich
Flokkur:Jólamatur	Categoría:Gastronomía navideña
Flokkur:Kaliforníuháskóli	Categoría:Universidad de California
Flokkur:Evrópusambandssamningar	Categoría:Tratados de la Unión Europea
Flokkur:Ritverk Aristótelesar	Categoría:Obras de Aristóteles
Flokkur:Keltnesk tungumál	Categoría:Lenguas celtas
Flokkur:Cornell-háskóli	Categoría:Universidad Cornell
Flokkur:Skriðdrekar í seinni heimsstyrjöldinni	Categoría:Tanques de la Segunda Guerra Mundial
Flokkur:Coritiba Foot Ball Club	Categoría:Coritiba Foot Ball Club
Flokkur:Forsetar Tansaníu	Categoría:Presidentes de Tanzania
Flokkur:Borgir í Tennessee	Categoría:Ciudades de Tennessee
Flokkur:Úrvalsdeildir karla í knattspyrnu á Íslandi	Categoría:Úrvalsdeild Karla
Flokkur:Setningafræði	Categoría:Sintaxis
Flokkur:Túpímál	Categoría:Lenguas tupí
Flokkur:Trotskíismi	Categoría:Trotskismo
Flokkur:Fólk fætt árið 525 f.Kr.	Categoría:Nacidos en 525 a. C.
Geirþjófur Valþjófsson	Geirþjófur Valþjófsson
Gellir Bölverksson	Gellir Bolverksson
Flokkur:Parþía	Categoría:Imperio parto
Gissur hvíti Teitsson	Gizur el Blanco
Flokkur:Pasta	Categoría:Pasta
Flokkur:Sveitarfélög Íslands	Categoría:Municipios de Islandia
Flokkur:Forsetar Portúgals	Categoría:Presidentes de Portugal
Flokkur:Portúgalskar hljómsveitir	Categoría:Grupos de música de Portugal
Flokkur:Portúgölsk vín	Categoría:Vino de Portugal
Flokkur:Plastefni	Categoría:Plásticos
Flokkur:PlayStation 3 leikir	Categoría:Videojuegos para PlayStation 3
Flokkur:Philadelphia	Categoría:Filadelfia
Flokkur:Formfræði	Categoría:Morfología lingüística
Flokkur:Sænskir handknattleiksmenn	Categoría:Balonmanistas de Suecia
Flokkur:Hellar á Íslandi	Categoría:Cuevas de Islandia
Flokkur:Sýslur á Ítalíu	Categoría:Provincias de Italia
Wikipedia:Gæðagrein	Wikipedia:Qué es un artículo bueno
Flokkur:Kirkjur í Danmörku	Categoría:Iglesias de Dinamarca
Flokkur:Kirkjur í Noregi	Categoría:Iglesias de Noruega
Flokkur:Kirkjur í Skotlandi	Categoría:Iglesias de Escocia
Flokkur:Kirkjur í Svíþjóð	Categoría:Iglesias de Suecia
Flokkur:Þörungar	Categoría:Algas
Snið:Image label begin	Plantilla:Etiqueta imagen inicio
Flokkur:Argentínskir skákmenn	Categoría:Ajedrecistas de la Argentina
Flokkur:Trúleysingjar	Categoría:Ateos
