ئافرىقا	África
مۇزات دەرياسى	Río Muzat
قېلىپ:Softredirect	Plantilla:Redirección suave
قېلىپ:Delete	Plantilla:Destruir
تۈر:تىل	Categoría:Lenguas
Wikipedia:General disclaimer	Wikipedia:Limitación general de responsabilidad
قېلىپ:Navbox	Plantilla:Navegación
خالتىلىق چاشقان	Canguro
قېلىپ:!	Plantilla:!
قېلىپ:Tnavbar	Plantilla:Navbar
قېلىپ:Babel	Plantilla:Babel
قېلىپ:Commons	Plantilla:Commons
قېلىپ:Reflist	Plantilla:Listaref
قېلىپ:Stub	Plantilla:Esbozo
قېلىپ:Location map/Info	Plantilla:Mapa de localización/Info
تۈر:كىشلىك ئالاقە	Categoría:Comunicación humana
تۈر:User fr-1	Categoría:Wikipedia:Wikipedistas con nivel básico de francés
قېلىپ:Country showdata	Plantilla:Mostrar geodatos
قېلىپ:Country data NEP	Plantilla:Geodatos Nepal
تۈر:User en-4	Categoría:Wikipedia:Wikipedistas con nivel experto de inglés
تۈر:User en	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés
تۈر:User zh	Categoría:Wikipedia:Wikipedistas con conocimientos de chino
تۈر:User zh-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de chino
تۈر:User en-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de inglés
قېلىپ:Infobox	Plantilla:Ficha
قېلىپ:Legend	Plantilla:Leyenda
قېلىپ:Country data	Plantilla:Geodatos
تۈر:دۆلەت	Categoría:Estado
قېلىپ:IPA	Plantilla:AFI
قېلىپ:Unreferenced	Categoría:Wikipedia:Artículos que necesitan referencias
تۈر:User ja-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de japonés
تۈر:سانائەت	Categoría:Industrias
قېلىپ:Infobox person	Plantilla:Ficha de persona
تۈر:User az	Categoría:Wikipedia:Wikipedistas con conocimientos de azerí
تۈر:User sk	Categoría:Wikipedia:Wikipedistas con conocimientos de eslovaco
تۈر:User fr	Categoría:Wikipedia:Wikipedistas con conocimientos de francés
تۈر:User ja	Categoría:Wikipedia:Wikipedistas con conocimientos de japonés
تۈر:User mn	Categoría:Wikipedia:Wikipedistas con conocimientos de mongol
تۈر:User az-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de azerí
تۈر:User fr-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de francés
تۈر:User ja-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de japonés
تۈر:User tr-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de turco
تۈر:User tr-1	Categoría:Wikipedia:Wikipedistas con nivel básico de turco
تۈر:User fr-4	Categoría:Wikipedia:Wikipedistas con nivel experto de francés
تۈر:User fr-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de francés
تۈر:User ja-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de japonés
تۈر:User kk-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de kazajo
تۈر:User tr-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de turco
تۈر:User ko-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de coreano
تۈر:User fr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de francés
تۈر:User ru-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ruso
تۈر:User fr-5	Categoría:Wikipedia:Wikipedistas con nivel profesional de francés
تۈر:User sk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de eslovaco
تۈر:User de	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán
تۈر:User de-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de alemán
تۈر:User de-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de alemán
تۈر:User de-4	Categoría:Wikipedia:Wikipedistas con nivel experto de alemán
تۈر:User de-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de alemán
شىراز	Shiraz
تۈر:User en-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de inglés
تۈر:User en-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de inglés
تۈر:User es	Categoría:Wikipedia:Wikipedistas con conocimientos de español
تۈر:User es-1	Categoría:Wikipedia:Wikipedistas con nivel básico de español
تۈر:User es-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de español
تۈر:User ja-1	Categoría:Wikipedia:Wikipedistas con nivel básico de japonés
تۈر:User kk	Categoría:Wikipedia:Wikipedistas con conocimientos de kazajo
تۈر:User kk-4	Categoría:Wikipedia:Wikipedistas con nivel experto de kazajo
تۈر:User ko	Categoría:Wikipedia:Wikipedistas con conocimientos de coreano
تۈر:User ru-1	Categoría:Wikipedia:Wikipedistas con nivel básico de ruso
قېلىپ:Table Greekletters	Plantilla:Letras griegas
باشقۇرغۇچى مەشغۇلات قوللانمىسى	Ayuda:Guía para bibliotecarios
تۈر:User ru	Categoría:Wikipedia:Wikipedistas con conocimientos de ruso
تۈر:User tr	Categoría:Wikipedia:Wikipedistas con conocimientos de turco
تۈر:User tr-4	Categoría:Wikipedia:Wikipedistas con nivel experto de turco
تۈر:User tr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de turco
تۈر:User uz	Categoría:Wikipedia:Wikipedistas con conocimientos de uzbeko
ۋىكىپېدىيە:ھۆججەت ئىشلىتىش پىرىنسىپى	Wikipedia:Política de uso de imágenes
قېلىپ:Infobox City Japan	Plantilla:Ficha de localidad de Japón
تۈر:ۋىتامىنلار	Categoría:Vitaminas
تۈر:User zh-1	Categoría:Wikipedia:Wikipedistas con nivel básico de chino
تۈر:خىمىيىۋى ئېلېمېنت	Categoría:Elementos químicos
تۈر:لېكسىكولوگىيە	Categoría:Lexicología
تۈر:ئۆزبېكىستان	Categoría:Uzbekistán
تۈر:ئاتوم يادرو فىزىكىسى	Categoría:Física nuclear
ئەينەك تالا	Plástico reforzado con vidrio
سەۋزە	Daucus carota
تۈر:جۇڭخۇا خەلق جۇمھۇرىيىتى	Categoría:República Popular China
تۈر:ئېتمولوگىيە	Categoría:Etimología
قېلىپ:Flag	Plantilla:Bandera2
تۈر:بىيولوگ	Categoría:Biólogos
تراگۇلۇس بۇغىسى	Tragulidae
تۈر:خاس ئات ئىلمى	Categoría:Onomástica
تۈر:Uyghur tili	Categoría:Idioma uigur
تۈر:User en-1	Categoría:Wikipedia:Wikipedistas con nivel básico de inglés
تۈر:User de-1	Categoría:Wikipedia:Wikipedistas con nivel básico de alemán
تاش	Roche
خوتەن شەھىرى	Ciudad de Jotán
ئالاھىدە:RecentChanges	Especial:CambiosRecientes
تۈر:User ja-4	Categoría:Wikipedia:Wikipedistas con nivel experto de japonés
غاز	Ganso
