Aprika	África
Dioksidong karbono	Dióxido de carbono
2013	2013
2014	2014
2015	2015
Newfoundland at Labrador	Terranova y Labrador
2008	2008
Hilagang Kanlurang mga Nasasakupan	Territorios del Noroeste
Yukon	Yukón
2004	2004
Vologda Oblast	Óblast de Vólogda
Wikitravel	Wikitravel
2005	2005
Dragon Ball	Dragon Ball
2006	2006
Nunavut	Nunavut
2007	2007
Lungsod ng Verona	Verona
1900	1900
1901	1901
François Mitterrand	François Mitterrand
Livy	Tito Livio
Charles de Gaulle	Charles de Gaulle
1902	1902
Lungsod ng Florencia	Florencia
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
Yellowknife	Yellowknife
1991	1991
1990	1990
1993	1993
Essen, Alemanya	Essen
1994	1994
1995	1995
1996	1996
Republika ng Komi	Komi
1910	1910
1911	1911
1912	1912
1913	1913
Roseto degli Abruzzi	Roseto degli Abruzzi
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nuremberg	Núremberg
1999	1999
1917	1917
1918	1918
Pagkain	Alimento
Edmonton	Edmonton
Ahas	Serpentes
Jacques Chirac	Jacques Chirac
Bilis ng liwanag	Velocidad de la luz
Pakikipagtalik sa pamamagitan ng bibig	Sexo oral
Regina, Saskatchewan	Regina (Saskatchewan)
Victoria, British Columbia	Victoria (Columbia Británica)
Winnipeg	Winnipeg
Halifax, Nova Scotia	Halifax
Syktyvkar	Syktyvkar
Cherepovets	Cherepovéts
Lungsod ng Québec	Quebec (ciudad)
Enero 1	1 de enero
Enero 2	2 de enero
1920	1920
Enero 3	3 de enero
1919	1919
Valencia, Bukidnon	Valencia (Bukidnon)
1921	1921
Nenets Autonomous Okrug	Nenetsia
1922	1922
Enero 4	4 de enero
1923	1923
1924	1924
Naryan-Mar	Narian-Mar
Riau	Riau
Malolos	Malolos
Sosyalistang Pederatibong Republikang Sobyet ng Rusya	República Socialista Federativa Soviética de Rusia
Georges Pompidou	Georges Pompidou
Meycauayan	Meycauayan
Leningrad Oblast	Óblast de Leningrado
San Jose del Monte	San José del Monte
Romulus at Remus	Rómulo y Remo
Planetang unano	Planeta enano
Tuguegarao	Tuguegarao
Enero 5	5 de enero
Naga, Camarines Sur	Naga (Camarines Sur)
Roxas, Capiz	Roxas (Cápiz)
Pskov	Pskov
Pskov Oblast	Óblast de Pskov
Syzran	Syzran
Enero 6	6 de enero
Elektron	Electrón
Enero 7	7 de enero
Enero 8	8 de enero
Veliky Novgorod	Nóvgorod
Enero 9	9 de enero
Novgorod Oblast	Óblast de Nóvgorod
Enero 10	10 de enero
Nizhny Novgorod Oblast	Óblast de Nizhni Nóvgorod
Enero 11	11 de enero
Enero 12	12 de enero
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Publio Cornelio Escipión el Africano
Enero 13	13 de enero
Birmingham	Birmingham
Enero 14	14 de enero
Enero 15	15 de enero
Enero 16	16 de enero
Tom Hanks	Tom Hanks
Enero 17	17 de enero
Enero 18	18 de enero
Enero 19	19 de enero
Enero 20	20 de enero
Rebolusyong Industriyal	Revolución Industrial
Enero 21	21 de enero
Enero 22	22 de enero
Enero 23	23 de enero
Imperyong Romano	Imperio romano
Enero 24	24 de enero
Enero 25	25 de enero
Minsk	Minsk
Enero 26	26 de enero
Microsoft	Microsoft
Enero 27	27 de enero
Enero 28	28 de enero
Enero 29	29 de enero
Enero 30	30 de enero
Tver	Tver
Enero 31	31 de enero
Tver Oblast	Óblast de Tver
Proton	Protón
Disyembre 2	2 de diciembre
Disyembre 1	1 de diciembre
Disyembre 3	3 de diciembre
Disyembre 7	7 de diciembre
Disyembre 5	5 de diciembre
Disyembre 8	8 de diciembre
Disyembre 10	10 de diciembre
Disyembre 6	6 de diciembre
Disyembre 9	9 de diciembre
Pink Floyd	Pink Floyd
Disyembre 4	4 de diciembre
Pebrero 1	1 de febrero
Pebrero 2	2 de febrero
Sodium chloride	Cloruro de sodio
Pebrero 3	3 de febrero
Kurów	Kurów
Pebrero 4	4 de febrero
Pebrero 5	5 de febrero
Pebrero 6	6 de febrero
Pebrero 7	7 de febrero
Pebrero 8	8 de febrero
Pebrero 9	9 de febrero
Pebrero 10	10 de febrero
Kimika	Química
Led Zepellin	Led Zeppelin
Pebrero 14	14 de febrero
Pebrero 13	13 de febrero
Pebrero 15	15 de febrero
Pebrero 11	11 de febrero
Pebrero 12	12 de febrero
Smolensk	Smolensk
Pebrero 19	19 de febrero
Pebrero 17	17 de febrero
Pebrero 16	16 de febrero
Pebrero 18	18 de febrero
Pebrero 20	20 de febrero
Mapanuring kimika	Química analítica
Smolensk Oblast	Óblast de Smolensk
Neutron	Neutrón
69 (posisyong pangpagtatalik)	69 (postura)
Pebrero 21	21 de febrero
Pebrero 22	22 de febrero
Pebrero 23	23 de febrero
Pebrero 24	24 de febrero
Pebrero 25	25 de febrero
Pebrero 26	26 de febrero
27	27
Pebrero 27	27 de febrero
Pebrero 28	28 de febrero
Disyembre 11	11 de diciembre
Pebrero 29	29 de febrero
Disyembre 12	12 de diciembre
Disyembre 13	13 de diciembre
Disyembre 14	14 de diciembre
Disyembre 15	15 de diciembre
Marso 2	2 de marzo
Marso 3	3 de marzo
Marso 5	5 de marzo
Marso 1	1 de marzo
Marso 7	7 de marzo
Marso 8	8 de marzo
Marso 4	4 de marzo
Marso 10	10 de marzo
Marso 11	11 de marzo
Marso 6	6 de marzo
Marso 13	13 de marzo
Marso 9	9 de marzo
Marso 12	12 de marzo
Marso 15	15 de marzo
Marso 14	14 de marzo
Disyembre 16	16 de diciembre
Disyembre 17	17 de diciembre
Marso 16	16 de marzo
Marso 17	17 de marzo
Marso 18	18 de marzo
Yaroslavl	Yaroslavl
Marso 19	19 de marzo
1989	1989
1988	1988
Marso 20	20 de marzo
1987	1987
1986	1986
1985	1985
1984	1984
Marso 21	21 de marzo
1983	1983
Marso 22	22 de marzo
1982	1982
1981	1981
Disyembre 18	18 de diciembre
1980	1980
Marso 23	23 de marzo
Yaroslavl Oblast	Óblast de Yaroslavl
Mogadiscio	Mogadiscio
Disyembre 19	19 de diciembre
Marso 24	24 de marzo
Marso 25	25 de marzo
Disyembre 20	20 de diciembre
Marso 26	26 de marzo
Marso 27	27 de marzo
Marso 28	28 de marzo
Marso 29	29 de marzo
Marso 30	30 de marzo
Marso 31	31 de marzo
Nassau	Nasáu
Galaksiyang Andromeda	Galaxia de Andrómeda
Sanaa	Saná
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Karang ng Tarawa	Tarawa
Digmaan ng Tatlumpung Taon	Guerra de los Treinta Años
Papa Benedicto XVI	Benedicto XVI
Abril 15	15 de abril
Abril 13	13 de abril
Abril 12	12 de abril
Abril 14	14 de abril
Abril 11	11 de abril
Abril 10	10 de abril
Abril 8	8 de abril
Abril 9	9 de abril
Abril 7	7 de abril
Abril 6	6 de abril
Abril 5	5 de abril
Abril 4	4 de abril
Abril 3	3 de abril
Abril 1	1 de abril
Abril 2	2 de abril
Teleskopyong Pangkalawakang Hubble	Telescopio espacial Hubble
Abril 16	16 de abril
Abril 17	17 de abril
Abril 18	18 de abril
Abril 19	19 de abril
Abril 20	20 de abril
Abril 21	21 de abril
Abril 22	22 de abril
Abril 23	23 de abril
Abril 24	24 de abril
Gerhard Schröder	Gerhard Schröder
Abril 25	25 de abril
Abril 26	26 de abril
Abril 27	27 de abril
Abril 28	28 de abril
Abril 29	29 de abril
Abril 30	30 de abril
Likas na satelayt	Satélite natural
Joachim Gauck	Joachim Gauck
Pagkatuto ng makina	Aprendizaje automático
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Mayo 1	1 de mayo
Mayo 2	2 de mayo
Mayo 3	3 de mayo
Mayo 4	4 de mayo
Mayo 5	5 de mayo
Mayo 6	6 de mayo
Mayo 7	7 de mayo
Mayo 8	8 de mayo
Mayo 9	9 de mayo
Mayo 10	10 de mayo
Mayo 11	11 de mayo
Mayo 12	12 de mayo
Mayo 13	13 de mayo
Mayo 14	14 de mayo
Mayo 15	15 de mayo
Titan (buwan)	Titán (satélite)
Mayo 16	16 de mayo
Mayo 17	17 de mayo
Mayo 18	18 de mayo
Mayo 19	19 de mayo
Mayo 20	20 de mayo
Mayo 21	21 de mayo
Mayo 22	22 de mayo
Mayo 23	23 de mayo
Mayo 24	24 de mayo
Mayo 25	25 de mayo
Mayo 26	26 de mayo
Mayo 27	27 de mayo
Mayo 28	28 de mayo
Mayo 29	29 de mayo
Mayo 30	30 de mayo
Mayo 31	31 de mayo
Kostroma	Kostromá
Kostroma Oblast	Óblast de Kostromá
Paul McCartney	Paul McCartney
Disyembre 21	21 de diciembre
Papa Pio XII	Pío XII
Hunyo 14	14 de junio
Hunyo 15	15 de junio
Hunyo 13	13 de junio
Hunyo 10	10 de junio
Hunyo 7	7 de junio
Hunyo 11	11 de junio
Hunyo 9	9 de junio
Hunyo 12	12 de junio
Hunyo 6	6 de junio
Hunyo 8	8 de junio
Hunyo 5	5 de junio
Hunyo 3	3 de junio
Hunyo 2	2 de junio
Hunyo 1	1 de junio
Hunyo 4	4 de junio
Ivanovo	Ivánovo
Ringo Starr	Ringo Starr
Napoli (lungsod)	Nápoles
Disyembre 22	22 de diciembre
10 Hygiea	(10) Higía
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
Hunyo 16	16 de junio
Ivanovo Oblast	Óblast de Ivánovo
Lungsod ng Palermo	Palermo
Hunyo 30	30 de junio
Hunyo 29	29 de junio
Hunyo 28	28 de junio
Hunyo 26	26 de junio
Hunyo 25	25 de junio
Hunyo 22	22 de junio
Hunyo 27	27 de junio
Hunyo 24	24 de junio
Hunyo 20	20 de junio
Hunyo 23	23 de junio
Hunyo 19	19 de junio
Hunyo 18	18 de junio
Hunyo 21	21 de junio
Hunyo 17	17 de junio
Disyembre 23	23 de diciembre
Wilhelm II, Emperador ng Alemanya	Guillermo II de Alemania
Bruce Willis	Bruce Willis
Vladimir	Vladímir
Arnold Schwarzenegger	Arnold Schwarzenegger
Hulyo 15	15 de julio
Hulyo 13	13 de julio
Hulyo 12	12 de julio
Hulyo 10	10 de julio
Hulyo 9	9 de julio
Hulyo 14	14 de julio
Hulyo 8	8 de julio
Hulyo 7	7 de julio
Hulyo 6	6 de julio
Hulyo 5	5 de julio
Hulyo 2	2 de julio
Hulyo 4	4 de julio
Hulyo 3	3 de julio
Hulyo 1	1 de julio
Hulyo 11	11 de julio
Vladimir Oblast	Óblast de Vladímir
Disyembre 24	24 de diciembre
Sasha Grey	Sasha Grey
Hulyo 31	31 de julio
Hulyo 30	30 de julio
Hulyo 29	29 de julio
Hulyo 28	28 de julio
Hulyo 27	27 de julio
Hulyo 25	25 de julio
Hulyo 24	24 de julio
Hulyo 23	23 de julio
Hulyo 26	26 de julio
Hulyo 22	22 de julio
Hulyo 19	19 de julio
Hulyo 21	21 de julio
Hulyo 20	20 de julio
Hulyo 17	17 de julio
Hulyo 18	18 de julio
Hulyo 16	16 de julio
Futbol	Fútbol
Disyembre 25	25 de diciembre
Ryazan	Riazán
Lungsod ng Siena	Siena
Ryazan Oblast	Óblast de Riazán
1963	1963
Urbino	Urbino
Disyembre 26	26 de diciembre
Holocaust	Holocausto
1962	1962
IPhone	IPhone
Tula, Russia	Tula (Rusia)
Agosto 14	14 de agosto
Agosto 15	15 de agosto
Agosto 13	13 de agosto
Agosto 12	12 de agosto
Agosto 11	11 de agosto
Agosto 10	10 de agosto
Agosto 8	8 de agosto
Agosto 7	7 de agosto
Agosto 9	9 de agosto
Agosto 5	5 de agosto
Agosto 4	4 de agosto
Agosto 2	2 de agosto
Agosto 3	3 de agosto
Agosto 6	6 de agosto
Agosto 1	1 de agosto
Geronimo	Gerónimo
Tula Oblast	Óblast de Tula
Magkapatid na Grimm	Hermanos Grimm
Disyembre 27	27 de diciembre
Bryansk	Briansk
Madrid	Madrid
Elton John	Elton John
Bryansk Oblast	Óblast de Briansk
Submarino	Submarino
Agosto 16	16 de agosto
Coca-Cola	Coca-Cola
Agosto 29	29 de agosto
Agosto 28	28 de agosto
Agosto 30	30 de agosto
Agosto 25	25 de agosto
Agosto 26	26 de agosto
Agosto 23	23 de agosto
Agosto 27	27 de agosto
Agosto 21	21 de agosto
Agosto 20	20 de agosto
Agosto 24	24 de agosto
Agosto 18	18 de agosto
Agosto 17	17 de agosto
Agosto 22	22 de agosto
Agosto 19	19 de agosto
Agosto 31	31 de agosto
Michael Jackson	Michael Jackson
Disyembre 28	28 de diciembre
Kaluga	Kaluga
Trangkaso	Gripe
Bogotá	Bogotá
Kaluga Oblast	Óblast de Kaluga
Brasilia	Brasilia
Marijuana	Cannabis (psicotrópico)
Setyembre 15	15 de septiembre
Setyembre 14	14 de septiembre
Setyembre 13	13 de septiembre
Setyembre 12	12 de septiembre
Setyembre 8	8 de septiembre
Setyembre 11	11 de septiembre
Setyembre 7	7 de septiembre
Setyembre 10	10 de septiembre
Setyembre 5	5 de septiembre
Setyembre 4	4 de septiembre
Setyembre 9	9 de septiembre
Setyembre 2	2 de septiembre
Setyembre 6	6 de septiembre
Setyembre 1	1 de septiembre
Setyembre 3	3 de septiembre
Disyembre 29	29 de diciembre
Alaksandr Łukašenka	Aleksandr Lukashenko
Lungsod ng Lima	Lima
Analisis ng pangunahing bahagi	Análisis de componentes principales
Setyembre 30	30 de septiembre
Setyembre 29	29 de septiembre
Setyembre 28	28 de septiembre
Setyembre 27	27 de septiembre
Setyembre 26	26 de septiembre
Setyembre 25	25 de septiembre
Santiago, Tsile	Santiago de Chile
Setyembre 23	23 de septiembre
Setyembre 22	22 de septiembre
Setyembre 24	24 de septiembre
Setyembre 21	21 de septiembre
Setyembre 20	20 de septiembre
Setyembre 18	18 de septiembre
Setyembre 17	17 de septiembre
Sosyalistang Republikang Sobyetikang ng Belorusya	República Socialista Soviética de Bielorrusia
Setyembre 19	19 de septiembre
Setyembre 16	16 de septiembre
Quito	Quito
Disyembre 30	30 de diciembre
Sucre	Sucre
Disyembre 31	31 de diciembre
Oktubre 1	1 de octubre
Oktubre 15	15 de octubre
Oktubre 12	12 de octubre
Oktubre 10	10 de octubre
Oktubre 14	14 de octubre
Oktubre 9	9 de octubre
Oktubre 8	8 de octubre
Oktubre 13	13 de octubre
Oktubre 7	7 de octubre
Oktubre 11	11 de octubre
Oktubre 6	6 de octubre
Oktubre 4	4 de octubre
Oktubre 5	5 de octubre
Oktubre 3	3 de octubre
Oktubre 2	2 de octubre
Asuncion	Asunción
Kambing	Capra aegagrus hircus
Palasyo ng Bersalyes	Palacio de Versalles
Oktubre 31	31 de octubre
Oktubre 30	30 de octubre
Oktubre 29	29 de octubre
Oktubre 28	28 de octubre
Oktubre 26	26 de octubre
Oktubre 25	25 de octubre
Oktubre 24	24 de octubre
Oktubre 27	27 de octubre
Oktubre 22	22 de octubre
Oktubre 23	23 de octubre
Oktubre 20	20 de octubre
Oktubre 21	21 de octubre
Oktubre 19	19 de octubre
Oktubre 17	17 de octubre
Oktubre 16	16 de octubre
Oktubre 18	18 de octubre
Katedral	Catedral
Kalayaan	Libertad
Nobyembre 15	15 de noviembre
Nobyembre 14	14 de noviembre
Nobyembre 13	13 de noviembre
Nobyembre 12	12 de noviembre
Nobyembre 11	11 de noviembre
Nobyembre 10	10 de noviembre
Nobyembre 7	7 de noviembre
Nobyembre 8	8 de noviembre
Nobyembre 9	9 de noviembre
Nobyembre 6	6 de noviembre
Nobyembre 5	5 de noviembre
Nobyembre 4	4 de noviembre
Nobyembre 3	3 de noviembre
Nobyembre 2	2 de noviembre
Nobyembre 1	1 de noviembre
Amy Johnson	Amy Johnson
Paramaribo	Paramaribo
2 Pallas	(2) Palas
3 Juno	(3) Juno
ICarly	ICarly
Nobyembre 30	30 de noviembre
Nobyembre 29	29 de noviembre
Nobyembre 28	28 de noviembre
Nobyembre 27	27 de noviembre
Nobyembre 26	26 de noviembre
Nobyembre 25	25 de noviembre
Nobyembre 23	23 de noviembre
Nobyembre 24	24 de noviembre
Nobyembre 21	21 de noviembre
Nobyembre 20	20 de noviembre
Nobyembre 22	22 de noviembre
Nobyembre 19	19 de noviembre
Nobyembre 18	18 de noviembre
Nobyembre 17	17 de noviembre
Nobyembre 16	16 de noviembre
4 Vesta	(4) Vesta
Katmandu	Katmandú
Belmopan	Belmopán
Carlomagno	Carlomagno
San José, Costa Rica	San José (Costa Rica)
San Salvador	San Salvador
Canberra	Canberra
Io (buwan)	Ío (satélite)
Oryol Oblast	Óblast de Oriol
Sydney	Sídney
Lunti	Verde
Callisto (buwan)	Calisto (satélite)
Melbourne	Melbourne
Pula	Rojo
Europa (buwan)	Europa (satélite)
Muon	Muon
Kursk	Kursk
Ganymede (buwan)	Ganímedes (satélite)
Kursk Oblast	Óblast de Kursk
Perth, Kanlurang Australya	Perth
Apoy	Fuego
Photon	Fotón
Kanlurang Australya	Australia Occidental
New South Wales	Nueva Gales del Sur
Positron	Positrón
Hilagang Teritoryo	Territorio del Norte
Tegucigalpa	Tegucigalpa
Amalthea (buwan)	Amaltea (satélite)
Brione (TN)	Brione (Trentino-Alto Adige)
Managua	Managua
Lardaro	Lardaro
Gluon	Gluon
Charles Martel	Carlos Martel
Enceladus (buwan)	Encélado (satélite)
Lungsod ng Panama	Panamá (ciudad)
Titania (buwan)	Titania (satélite)
Belgorod	Bélgorod
Lourdes	Lourdes (Altos Pirineos)
Belgorod Oblast	Óblast de Bélgorod
George Orwell	George Orwell
Umbriel (buwan)	Umbriel (satélite)
Ariel (buwan)	Ariel (satélite)
Amelia Earhart	Amelia Earhart
Antiochus IV Epiphanes	Antíoco IV Epífanes
Triton (buwan)	Tritón (satélite)
Aosta	Aosta
Seleucus II Callinicus	Seleuco II Calinico
Ilog Nilo	Nilo
Hinuhang pangnebula	Nebulosa protosolar
Sirius	Sirio
Voronezh	Vorónezh
Lungsod ng Perugia	Perugia
Voronezh Oblast	Óblast de Vorónezh
Volpara	Volpara
L’Aquila (lungsod)	L'Aquila
Lipetsk	Lípetsk
Sumatra	Sumatra
Campobasso	Campobasso
Massimeno	Massimeno
Grauno	Grauno
Ilog Congo	Río Congo
Sagron Mis	Sagron Mis
Pietraferrazzana	Pietraferrazzana
Lipetsk Oblast	Óblast de Lípetsk
Fallo	Fallo (Italia)
Roio del Sangro	Roio del Sangro
Tambov	Tambov
Tambov Oblast	Óblast de Tambov
Rabat	Rabat
Kometa	Cometa
Montelapiano	Montelapiano
Arhel	Argel
Montebello sul Sangro	Montebello sul Sangro
Monteferrante	Monteferrante
Tunis	Túnez (ciudad)
Rostov Oblast	Óblast de Rostov
Tripoli	Trípoli
Silangang Haba	Java Oriental
Rede Globo	Rede Globo
Mga comune ng Lalawigan ng Pavia	Canevino
Velezzo Lomellina	Velezzo Lomellina
Rocca de' Giorgi	Rocca de' Giorgi
Villa Biscossi	Villa Biscossi
Calvignano	Calvignano
Lungsod ng Djibouti	Yibuti (ciudad)
Antofagasta	Antofagasta
Teherán	Teherán
Adis Abeba	Adís Abeba
Jakarta	Yakarta
Verbania	Verbania
Ankara	Ankara
Asmara	Asmara
Krasnodar	Krasnodar
NDjamena	Yamena
Niamey	Niamey
Krasnodar Krai	Krai de Krasnodar
Nouakchott	Nuakchot
Riad	Riad
1961	1961
Bamako	Bamako
Talampakan (yunit)	Pie (unidad)
Belgrado	Belgrado
Dakar	Dakar
Kanlurang Haba	Java Occidental
Banjul	Banjul
Conakry	Conakri
Adygea	Adigueya
Bissau	Bisáu
Kategorya:Mga suleras sa Wikipedia	Categoría:Wikipedia:Plantillas
Monrovia	Monrovia
Praia	Praia
Maykop	Maikop
1960	1960
Java (pulo)	Java (isla)
Kategorya:Wikipedia template categories	Categoría:Wikipedia:Plantillas por temática
Accra	Acra
Damasko	Damasco
Yamoussoukro	Yamusukro
Ouagadougou	Uagadugú
Freetown	Freetown
Ilog Amasona	Río Amazonas
Abuja	Abuya
Lomé	Lomé
Kalimantan	Kalimantan
Porto-Novo	Porto Novo
Aman	Amán
Jaunde	Yaundé
Kategorya:Sports templates	Categoría:Wikipedia:Plantillas de deportes
Selebes	Célebes
Malabo	Malabo
Volgograd Oblast	Óblast de Volgogrado
Beirut	Beirut
Libreville	Libreville
Maskate	Mascate
Kapuluang Maluku	Islas Molucas
Bangui	Bangui
Kinshasa	Kinsasa
Brazzaville	Brazzaville
Bujumbura	Buyumbura
Nicosia	Nicosia
Kigali	Kigali
Doha	Doha
Asteroyd	Asteroide
Dodoma	Dodoma
Nairobi	Nairobi
Neurosikolohiya	Neuropsicología
Lilongwe	Lilongüe
Lusaka	Lusaka
Manama	Manama
Eklipse ng araw	Eclipse solar
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni, Komoros	Moroni (Comoras)
Mbabane	Mbabane
Galicia (Espanya)	Galicia
Maseru	Maseru
Paaralan	Escuela
Antananarivo	Antananarivo
Pamantasan	Universidad
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly
Pretoria	Pretoria
Astrakhan	Astracán
Port Louis	Port Louis
Pingpong	Tenis de mesa
San Tomas	Santo Tomé (capital)
Asturias (Espanya)	Asturias
Windhoek	Windhoek
Supernoba	Supernova
Wikipedia:Sanayan	Wikipedia:Zona de pruebas
Victoria, Seychelles	Victoria (Seychelles)
Astrakhan Oblast	Óblast de Astracán
Lokal na pangkat	Grupo Local
Wikipedia:Maligayang pagdating!	Ayuda:Introducción
Cantabria	Cantabria
Tahanan	Casa
Kalmykia	Kalmukia
Neubrandenburg	Nuevo Brandeburgo
Hardware (kompyuter)	Hardware
Alhebra	Álgebra
Elista	Elistá
Bayang Basko	País Vasco
Anatomiya ng tao	Anatomía humana
Mapa	Mapa
Ramesses IX	Ramsés IX
Nafarroa	Navarra
Ilog	Río
Ramesses X	Ramsés X
Tara Strong	Tara Strong
Duke Ellington	Duke Ellington
Osasco	Osasco
Richard Steven Horvitz	Richard Steven Horvitz
Aragón	Aragón
CeeLo Green	Cee Lo Green
36 BC	36 a. C.
Ramesses V	Ramsés V
20 BC	20 a. C.
40 BC	40 a. C.
39 BC	39 a. C.
37 BC	37 a. C.
Eschweiler	Eschweiler
22 BC	22 a. C.
Amonya	Amoníaco
38 BC	38 a. C.
Fujairah	Fuyaira
Glasgow	Glasgow
28 BC	28 a. C.
Pion	Pion
18 BC	18 a. C.
15 BC	15 a. C.
33 BC	33 a. C.
Chris Rock	Chris Rock
Adam Carolla	Adam Carolla
30 BK	30 a. C.
12 BC	12 a. C.
Ligiran	Órbita
Patrice O'Neal	Patrice O’Neal
Paliparan ng Dong Hoi	Aeropuerto de Đồng Hới
Kalawakan	Espacio exterior
45 BC	45 a. C.
Wetzlar	Wetzlar
46 BC	46 a. C.
Autobiograpiya	Autobiografía
41 BC	41 a. C.
49 BC	49 a. C.
42 BC	42 a. C.
25 BC	25 a. C.
47 BC	47 a. C.
10 BK	10 a. C.
Ned Beatty	Ned Beatty
Daksipat	Telescopio
James Coburn	James Coburn
Kategorya:Kasaysayan ng Malaysia	Categoría:Historia de Malasia
Miley Cyrus	Miley Cyrus
Kategorya:Kasaysayan ng Benin	Categoría:Historia de Benín
Tengen toppen Guren Laggen	Tengen Toppa Gurren-Lagann
Motherboard	Placa base
Kategorya:Kasaysayan ng Bangladesh	Categoría:Historia de Bangladés
Kategorya:Kasaysayan ng Bhutan	Categoría:Historia de Bután
Rodger Bumpass	Rodger Bumpass
Kategorya:Lutuing Griyego	Categoría:Gastronomía de Grecia
Primorsky Krai	Krai de Primorie
Kategorya:Kasaysayan ng Arabyang Saudi	Categoría:Historia de Arabia Saudita
Kategorya:Kasaysayan ng Indonesya	Categoría:Historia de Indonesia
Barefoot Gen	Hadashi no Gen
Jimmy Bennett	Jimmy Bennett
Kategorya:Kasaysayan ng Taiwan	Categoría:Historia de Taiwán
Curitiba	Curitiba
Kategorya:Mga lansangan ayon sa bansa	Categoría:Carreteras por país
Pangaea	Pangea
Mr. Lawrence	Mr. Lawrence
Kanlurang Aprika	África Occidental
Kategorya:Kasaysayan ng Turkiya	Categoría:Historia de Turquía
Gubat	Bosque
Kategorya:Kasaysayan ng Silangang Timor	Categoría:Historia de Timor Oriental
Kategorya:Kasaysayan ng Hapon	Categoría:Historia de Japón
Kategorya:1888	Categoría:1888
Zichyújfalu	Zichyújfalu
Kategorya:Blattodea	Categoría:Blattodea
Hard disk drive	Unidad de disco duro
Papa Pío VIII	Pío VIII
Kategorya:Artiodactyla	Categoría:Artiodactyla
Papa Benedicto XV	Benedicto XV
Khabarovsk	Jabárovsk
Kategorya:Bovidae	Categoría:Bovidae
Jennette McCurdy	Jennette McCurdy
Panunuring pampelikula	Crítica cinematográfica
Clancy Brown	Clancy Brown
Optical disc	Unidad de disco óptico
Kategorya:Ipinanganak noong 1421	Categoría:Nacidos en 1421
Kategorya:Squamata	Categoría:Squamata
Hukbong dagat	Armada
Lalawigan ng Kotayk	Kotayk'
Victorious	Victorious
Jonathan Winters	Jonathan Winters
Kooperatiba	Cooperativa
Kategorya:Lutuing Polako	Categoría:Gastronomía de Polonia
Kategorya:Lutuing Ukranyano	Categoría:Gastronomía de Ucrania
Kategorya:Kasaysayan ng Afghanistan	Categoría:Historia de Afganistán
O-Zone	O-Zone
Padron:Lang-lt	Plantilla:Lang-lt
Kategorya:Kasaysayan ng Biyetnam	Categoría:Historia de Vietnam
Kategorya:Kasaysayan ng Pakistan	Categoría:Historia de Pakistán
Kategorya:1421	Categoría:1421
Sean Connery	Sean Connery
Kategorya:People infobox templates	Categoría:Wikipedia:Fichas de personas
Aklat ni Job	Libro de Job
Aklat ng mga Kawikaan	Proverbios
Anne Frank	Ana Frank
Confucius	Confucio
Sarah Bernhardt	Sarah Bernhardt
Kategorya:Kasaysayan ng Irak	Categoría:Historia de Irak
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnabal	Carnaval
Kategorya:Matematika	Categoría:Matemáticas
Kategorya:Kasaysayan ng Mongolia	Categoría:Historia de Mongolia
Kapuluang Peroe	Islas Feroe
Surat	Surat
Kategorya:Kasaysayan ng India	Categoría:Historia de la India
Mohamed Morsi	Mohamed Morsi
Barbra Streisand	Barbra Streisand
Kategorya:Kasaysayan ng Pilipinas	Categoría:Historia de Filipinas
Padron:Country data Iran	Plantilla:Geodatos Irán
Bali, Indonesya	Bali
Hupiter (mitolohiya)	Júpiter (mitología)
Sherlock Holmes	Sherlock Holmes
107 BK	107 a. C.
Renasimiyento	Renacimiento
143 BC	143 a. C.
Dukado ng Borgonya	Ducado de Borgoña
126 BC	126 a. C.
116 BC	116 a. C.
136 BC	136 a. C.
113 BK	113 a. C.
Pugad	Nido
140 BC	140 a. C.
Kategorya:Gruiformes	Categoría:Gruiformes
150 BC	150 a. C.
Kategorya:Ipinanganak noong 1888	Categoría:Nacidos en 1888
130 BC	130 a. C.
1488	1488
Kategorya:Kasaysayan ng Iran	Categoría:Historia de Irán
Kategorya:Kasaysayan ng Singapore	Categoría:Historia de Singapur
Euro	Euro
Dolyar ng Estados Unidos	Dólar estadounidense
Dagat Mediteraneo	Mar Mediterráneo
Republika ng Venezia	República de Venecia
