Africa	África
Reyana	Reana del Rojale
Remanzacum	Remanzacco
Resia	Resia
Risiutta	Resiutta
Rigulatum	Rigolato
Ripae Darcani	Rive d'Arcano
Rivinianum	Rivignano
Ronches Utinensium	Ronchis
Riuda	Ruda (Italia)
Puella Magi Madoka Magica	Puella Magi Madoka Magica
Fanum Sancti Danielis Foroiuliensium	San Daniele del Friuli
Fanum Sancti Georgii Nucarii	San Giorgio di Nogaro
Fanum Sancti Ioannis de Manzano	San Giovanni al Natisone
Fanum Sancti Leonardi (Forum Iulii-Venetia Iulia)	San Leonardo (Italia)
Fanum Sancti Petri Sclavorum	San Pietro al Natisone
Fanum Sancti Viti ad Turrim	San Vito al Torre
Fanum Sancti Viti de Phagania	San Vito di Fagagna
Meleretum	Santa Maria la Longa
Sauris	Sauris
Savonia (Utinum)	Savogna
Sedeglianum	Sedegliano
Subclevum	Socchieve
Striena	Stregna
Sudrium	Sutrio
Taypana	Taipana
Talmassons	Talmassons
Tarcentum	Tarcento
Tavaniacum (Forum Iulii-Venetia Iulia)	Tavagnacco
Villa Thegori	Teor
Tertium Aquileiense	Terzo d'Aquileia
Tulmentium	Tolmezzo
Taurianum (Forum Iulii-Venetia Iulia)	Torreano
Turris de Zuino	Torviscosa
Trasages	Trasaghis
Treppum Carnicum	Treppo Carnico
Treppum Magnum	Treppo Grande
Tricesimum	Tricesimo
Trivignanum	Trivignano Udinese
Varmum	Varmo
Vannia	Venzone
Versegna	Verzegnis
Villa Invillini	Villa Santina
Villa Vicentina	Villa Vicentina
Vuiscum	Visco (Italia)
Iulium Carnicum	Zuglio
Miecislaus I (dux Polanorum)	Miecislao I
Boleslaus I (rex Poloniae)	Boleslao I de Polonia
Fridericus Augustus I (rex Saxoniae)	Federico Augusto I de Sajonia
Henricus III (rex Franciae)	Enrique III de Francia
Hedvigis (regina Poloniae)	Eduviges I de Polonia
Ioannes III (rex Poloniae)	Juan III Sobieski
Casimirus III (rex Poloniae)	Casimiro III de Polonia
Categoria:Reges Poloniae	Categoría:Reyes de Polonia
Macropus rufus	Macropus rufus
Scrophulariaceae	Scrophulariaceae
Acanthaceae	Acanthaceae
Lamiaceae	Lamiaceae
Liliales	Liliales
Liliaceae	Liliaceae
Albinum (Italia)	Albino (Italia)
Amaronum	Amaroni
Amatum	Amato (Italia)
Andalum (Calabria Nova)	Andali
Argustum	Argusto
Badolatum	Badolato
Belicastrum	Belcastro
Borgia (Italia)	Borgia (Italia)
Botricellum	Botricello
Carapha (Provincia Catacensis)	Caraffa di Catanzaro
Cardinalum	Cardinale
Carlopolis	Carlopoli
Cenadium (Italia)	Cenadi
Centracum	Centrache
Cerva	Cerva (Italia)
Claravallis (Bruttium)	Chiaravalle Centrale
Cicala	Cicala
Confluentes (Italia)	Conflenti
Cortiladum	Cortale
Cropanum	Cropani
Curinga	Curinga
Dalgolis	Davoli
Decollatorium	Decollatura
Falerna	Falerna
Feroletum (Catacium)	Feroleto Antico
Fossatum (Italia)	Fossato Serralta
Galeatum (Bruttium)	Gagliato
Gasparina	Gasperina
Gimilianum	Gimigliano
Girifarcum	Girifalco
Jezzaria	Gizzeria
Guardavallis	Guardavalle
Isca (Italia)	Isca sullo Ionio
Jacursum	Jacurso
Systema aerarium foederale	Sistema de Reserva Federal
The Two Noble Kinsmen	Los dos nobles caballeros
Ernestus Trygger	Ernst Trygger
Anura	Anura
Carolus Gustavus Ekman	Carl Gustaf Ekman
Lametia Thermae	Lamezia Terme
Magisanum	Magisano
Mayda	Maida
Marcedusia	Marcedusa
Marcellinaria	Marcellinara
Felix Theodorus Hamrin	Felix Hamrin
Marturanum	Martirano
Marturanum Novum	Martirano Lombardo
Miglierina	Miglierina
Mons Aureus (Catacium)	Montauro
Mons Pavonis	Montepaone
Mota Sanctae Luciae	Motta Santa Lucia
Nuceria Castelionis	Nocera Terinese
Petrus Albinus Hansson	Per Albin Hansson
Olivadium	Olivadi
Laika	Laika
Caudata	Caudata
Palermitium	Palermiti
Pentonum	Pentone
Petritium	Petrizzi
Petrona	Petronà
Feroletum Planum	Pianopoli
Platania	Platania
Fanum Sancti Flori	San Floro
Fanum Sancti Magni de Aquino	San Mango d'Aquino
Fanum Sancti Petri ad Tyriolum	San Pietro Apostolo (Italia)
Fanum Sancti Petri ad Maydam	San Pietro a Maida
Luciaria	Luzzara
Fanum Sancti Sosthenae	San Sostene
Fanum Sanctae Catharinae (Provincia Catacensis)	Santa Caterina dello Ionio
Satrianum (Bruttium)	Satriano
Sellia	Sellia
Axel Pehrsson-Bramstorp	Axel Pehrsson-Bramstorp
Rapina	Robo
Tage Erlander	Tage Erlander
Sellia Maritima	Sellia Marina
Olavus Palme	Olof Palme
Mons Carpetanus	Sistema Central
Serrastricta	Serrastretta
Sersalis	Sersale
Septimianum	Settingiano
Thorbjörn Fälldin	Thorbjörn Fälldin
Semiris	Simeri Crichi
Suberatum	Soverato
Subaria	Soveria Mannelli
Subaria Catacensis	Soveria Simeri
Scyllaceum	Squillace
Stalatium	Stalettì
Taberna (Italia)	Taverna (Italia)
Tyrium	Tiriolo
Olavus Ullsten	Ola Ullsten
Turris (Calabria Nova)	Torre di Ruggiero
Fanum Sancti Eliae	Vallefiorita
Zacharisium	Zagarise
Sorbum	Sorbo San Basile
Ingvar Carlsson	Ingvar Carlsson
Georgius Persson	Göran Persson
Albi (Calabria Nova)	Albi (Italia)
Lapis obsidianus	Obsidiana
Aqua Formosa	Acquaformosa
Aquappensa	Acquappesa
Acrium	Acri
Aiellum	Aiello Calabro
Aieta	Aieta
Alvidona	Albidona
Alexandria (Bruttium)	Alessandria del Carretto
Altilia (Bruttium)	Altilia
Altimontum	Altomonte
Amanthea	Amantea
Amendolaria	Amendolara
Aprilianum	Aprigliano
Canon	Canon (música)
Bellimontum (Bruttium)	Belmonte Calabro
Belsitum	Belsito
Belvederium (Provincia Consentina)	Belvedere Marittimo
Blanci	Bianchi (Italia)
Bisinianum	Bisignano
Buchilerium	Bocchigliero
Flumen Kuroshio	Corriente de Kuroshio
Bonifax	Bonifati
Bonvicinum	Buonvicino
Calopetiatum	Calopezzati
Calobyta	Caloveto
Campana (Italia)	Campana (Italia)
Canna	Canna (Italia)
Chariatum	Cariati
Caruleum	Carolei
Casulae (Bruttium)	Casole Bruzio
Cassanum (Calabria Nova)	Cassano all'Ionio
Castelio	Castiglione Cosentino
Castrum Francum (Bruttium)	Castrolibero
Castrum Regium	Castroregio
Castrum Villarum	Castrovillari
Coelicum	Celico
Cellarii	Cellara
Querquarium	Cerchiara di Calabria
Ceresanum	Cerisano
Cervicax	Cervicati
Querquetum	Cerzeto
Cetrarium	Cetraro
Civitas (Italia)	Civita (Italia)
Petramala	Cleto (CS)
Colosimi	Colosimi
Coriolanum	Corigliano Calabro
Cropolatum	Cropalati
Crusia	Crosia
Adamans (Calabria Nova)	Diamante (Italia)
Depinianum	Dipignano
Domanicum	Domanico
Fagnanum (Bruttium)	Fagnano Castello
Falcunaria	Falconara Albanese
Felinum	Figline Vegliaturo
Firmum (Bruttium)	Firmo (Italia)
Flumen Frigidum	Fiumefreddo Bruzio
Franca Villa (Provincia Consentina)	Francavilla Marittima
Fraxinetum (Bruttium)	Frascineto
Fuscaldum	Fuscaldo
Grysolia	Grisolia
Grimaldum	Grimaldi (Italia)
Guardia (Bruttium)	Guardia Piemontese
Lacum	Lago (Italia)
Laum Inferum	Laino Borgo
Laum Superum	Laino Castello
Lapanum	Lappano
Lactaracum	Lattarico
Longobardum	Longobardi
Longobuccum	Longobucco
Lungrum	Lungro
Lucii	Luzzi
Mayera	Maierà
Malitum	Malito
Malvetum	Malvito
Mandaturitium	Mandatoriccio
Mango	Mangone
Maranum Marchionatum	Marano Marchesato
Maranum Principatum	Marano Principato
Martium	Marzi
Montecinum	Mendicino
Mongrassanum	Mongrassano
Montaltum	Montalto Uffugo
Mons Iordanus	Montegiordano
Muranum (Italia)	Morano Cálabro
Mirimagnum	Mormanno
Mottafullon	Mottafollone
Nucara	Nocara
Oriolus	Oriolo
Ursimarsum	Orsomarso
Paludis	Paludi
Payachteres	Panettieri
Paula (Italia)	Paula (Italia)
Papasiderum	Papasidero
Parietes	Parenti
Paternum (Bruttium)	Paterno Calabro
Pedacium	Pedace
Pedivilianum	Pedivigliano
Planae (Italia)	Piane Crati
Petraficta	Pietrafitta
Petrapaula	Pietrapaola
Platacium (Provincia Consentina)	Plataci
Plaga Sclavorum	Praia a Mare
Rupertus Murdoch	Rupert Murdoch
Arintha	Rende
Roccha Imperialis	Rocca Imperiale
Rogianum	Roggiano Gravina
Rublanum	Rogliano (Italia)
Rosae (Italia)	Rose (Italia)
Rosetus	Roseto Capo Spulico
Rossanum (Bruttium)	Rossano
Rotae (Italia)	Rota Greca
Rubetum	Rovito
Fanum Sancti Basilii (Bruttium)	San Basile
Fanum Sancti Benedicti Ullani	San Benedetto Ullano
Fanum Sancti Cosmi	San Cosmo Albanese
Fanun Sancti Demetrii (Bruttium)	San Demetrio Corone
Fanum Sancti Donati (Bruttium)	San Donato di Ninea
Fanum Sancti Felicis (Bruttium)	San Fili
Fanum Sancti Georgii (Provincia Consentina)	San Giorgio Albanese
Fanum Sancti Ioannis in Floro	San Giovanni in Fiore
Fanum Sancti Laurentii de Bellitia	San Lorenzo Bellizzi
Fanum Sancti Laurentii (Bruttium)	San Lorenzo del Vallo
Fanum Sancti Lucidi	San Lucido
Fanum Sancti Marci Argentanensis	San Marco Argentano
Fanum Sancti Martini (Bruttium)	San Martino di Finita
Fanum Sancti Nicolai Arcellae	San Nicola Arcella
Fanum Sancti Petri in Amanthea	San Pietro in Amantea
Fanum Sancti Petri in Varano	San Pietro in Guarano
Fanum Sancti Sosti	San Sosti
Fanum Sancti Vincentii (Bruttium)	San Vincenzo La Costa
Sanginetum	Sangineto
Fanum Sanctae Agathae (Provincia Consentina)	Sant'Agata di Esaro
Fanum Sanctae Catharinae (Provincia Consentina)	Santa Caterina Albanese
Fanum Sanctae Dominicae (Bruttium)	Santa Domenica Talao
Cepollina	Santa Maria del Cedro
Fanum Sanctae Sophiae (Bruttium)	Santa Sofia d'Epiro
Fanum Sancti Stephani Rublanensis	Santo Stefano di Rogliano
Saracena	Saracena
Scala Coeli	Scala Coeli
Ludovicus I (rex Hungariae)	Luis I de Hungría
Scala (Bruttium)	Scalea
Syllanum (Bruttium)	Scigliano
Serra et Pedacium	Serra Pedace
Serra (Bruttium)	Serra d'Aiello
Spatianellum	Spezzano Albanese
Spatianum Parvum	Spezzano Piccolo
Spatianum Magnum	Spezzano della Sila
Tarsia (Italia)	Tarsia
Stanislaus I (rex Poloniae)	Estanislao I Leszczynski
Terra Nova (Provincia Consentina)	Terranova da Sibari
Terra Vetus	Terravecchia
Turanum (Bruttium)	Torano Castello
Turtura	Tortora (Italia)
Trebisatium	Trebisacce
Trentum	Trenta (Italia)
Baccharisium	Vaccarizzo Albanese
Vernacia	Verbicaro
Castrum Novum (Provincia Consentina)	Villapiana
Zumpanum	Zumpano
Venceslaus III (rex Bohemiae)	Wenceslao III de Bohemia
Vladislaus II	Vladislao II de Polonia
Collis	Cerro
Sigismundus I (rex Poloniae)	Segismundo I Jagellón el Viejo
Categoria:Reges	Categoría:Reyes
Nassau Comitatus (Novum Eboracum)	Condado de Nassau (Nueva York)
Suffolk Comitatus (Novum Eboracum)	Condado de Suffolk (Nueva York)
Westchester Comitatus	Condado de Westchester
Categoria:Formae administrationis	Categoría:Formas de estado
Essex Comitatus (Massachusetta)	Condado de Essex (Massachusetts)
IKEA	IKEA
Categoria:Amor	Categoría:Amor
Universitas Coloniensis	Universidad de Colonia
Capitolium Civitatum Foederatarum	Capitolio de los Estados Unidos
Exercitus Continentalis	Ejército Continental
Ordo Corinthius	Orden corintio
Ordo internationalis a laboribus	Organización Internacional del Trabajo
Palatinatus Lubucensis	Voivodato de Lubusz
Hantoniensis Comitatus (Massachusetta)	Condado de Hampshire (Massachusetts)
Berkshire Comitatus (Massachusetta)	Condado de Berkshire
Silesia vaivodatus	Voivodato de Silesia
Categoria:Vaivodatus Lubucensis	Categoría:Voivodato de Lubusz
Nereides	Nereidas
Osmosis	Ósmosis
Salives	Salives
Le Meix	Le Meix
Grancey-le-Château-Neuvelle	Grancey-le-Château-Neuvelle
Fraignot-et-Vesvrotte	Fraignot-et-Vesvrotte
Cussey-les-Forges	Cussey-les-Forges
Courlon	Courlon
Bussières (Clivus Aureus)	Bussières (Côte-d'Or)
Busserotte-et-Montenaille	Busserotte-et-Montenaille
Barjon	Barjon
Avot (Clivus Aureus)	Avot
Clingonus	Klingon
Programma editorium	Procesador de texto
Index ludorum consolae Star Wars	Anexo:Videojuegos de Star Wars
Trolem Excudia	Trollhättan
Borlaenge	Borlänge
Coronia	Landskrona
Ska	Ska
Limay	Limay (Filipinas)
Mariveles	Mariveles
Orion (Philippinae)	Orión (Bataán)
Pilar	Pilar (Bataán)
Samal	Sámal (Bataán)
Atypoidea	Atypoidea
Migoidea	Migoidea
Austrochiloidea	Austrochiloidea
Belvederium de Malapezza	Belvedere di Spinello
Caccurium	Caccuri
Carfidi	Carfizzi
Casuonum	Casabona
Castrum Casinum	Castelsilano
Geruntia	Cerenzia
Ipsicrum	Cirò
Cirum Marinum	Cirò Marina
Cotroneum	Cotronei
Theoria camporum quanticorum	Teoría cuántica de campos
Crucolum	Crucoli
Cutrum	Cutro
Insula (Italia)	Isola di Capo Rizzuto
Melissa (Italia)	Melissa (Italia)
Messurga	Mesoraca
Pallagoria	Pallagorio
Polycastrum	Petilia Policastro
Neaethum Castrum	Rocca di Neto
Vernauda	Roccabernarda
Fanum Sancti Mauri (Bruttium)	San Mauro Marchesato
Fanum Sancti Nicolai de Alto	San Nicola dell'Alto
Fanum Sanctae Severinae	Santa Severina
Sabelli	Savelli
Scandalis	Scandale
Strongilis	Strongoli
Umbriaticum	Umbriatico
Vertina	Verzino
Africum	Africo
Agnana	Agnana Calabra
Anoya	Anoia (Italia)
Antonimina	Antonimina
Ardorium	Ardore
Bagaladum	Bagaladi
Balnearia (Calabria Nova)	Bagnara Calabra
Benestarium	Benestare
Blancum (Italia)	Bianco (Italia)
Bivungium	Bivongi
Bova	Bova (Italia)
Bova Maritima	Bova Marina
Bobalinum	Bovalino
Brancaleonum	Brancaleone (Italia)
Brutianum (Calabria Nova)	Bruzzano Zeffirio
Calanna	Calanna
Caminium	Camini
Campum Magdalenae	Campo Calabro
Candidonum	Candidoni
Canolus	Canolo
Carapha (Provincia Rhegina)	Caraffa del Bianco
Cardetum (Bruttium)	Cardeto
Carerium	Careri
Casignanum	Casignana
Caulonia	Caulonia
Cimina	Ciminà
Quinquefrondium	Cinquefrondi
Casale Novum (Provincia Rhegina)	Cittanova
Condofurium	Condofuri
Cosiletum	Cosoleto
Delia Nova	Delianuova
Feroletum (Rhegium)	Feroleto della Chiesa
Ferrutianum	Ferruzzano
Caenesium	Fiumara (Italia)
Galatrum	Galatro
Hieracium (Bruttium)	Gerace
Giffonium (Bruttium)	Giffone
Ioia	Gioia Tauro
Ioiosa (Bruttium)	Gioiosa Ionica
Cryptaurea	Grotteria
Laganadum	Laganadi
Lauriana (Italia)	Laureana di Borrello
Locri	Locri
Mammula	Mammola
Ioiosa Maritima	Marina di Gioiosa Ionica
Maropatum	Maropati
Martonum	Martone
Melicuccum	Melicucco
Melicucca	Melicuccà
Melitum (Bruttium)	Melito di Porto Salvo
Molochium	Molochio
Monesteracium	Monasterace
Mons Bellus (Bruttium)	Montebello Ionico
Mota Sancti Ioannis	Motta San Giovanni
Oppidum (Italia)	Oppido Mamertina
Palitium	Palizzi
Palmae	Palmi
Patianum	Pazzano
Placanica	Placanica
Platacium	Platì
Polystina	Polistena
Portileola	Portigliola
Reatium	Riace
Riziconum	Rizziconi
Rocca Fors	Roccaforte del Greco
Rupella (Italia)	Roccella Ionica
Rogodium	Roghudi
Rosarnum	Rosarno
Samus (Italia)	Samo (Italia)
Fanum Sancti Ferdinandi (Bruttium)	San Ferdinando (Italia)
Fanum Sancti Georgii (Provincia Rhegina)	San Giorgio Morgeto
Fanum Sancti Ioannis (Bruttium)	San Giovanni di Gerace
Fanum Sancti Laurentii (Italia)	San Lorenzo (Italia)
Fanum Sancti Lucae (Italia)	San Luca (Italia)
Fanum Sancti Petri a Carida	San Pietro di Caridà
Fanum Sancti Procopii (Italia)	San Procopio
Fanum Sancti Ruberti (Italia)	San Roberto (Italia)
Fanum Sanctae Agathae (Provincia Rhegina)	Sant'Agata del Bianco
Fanum Sancti Alexii (Bruttium)	Sant'Alessio in Aspromonte
Fanum Sanctae Euphemiae de Synopoli	Sant'Eufemia d'Aspromonte
Fanum Sancti Hilarii (Bruttium)	Sant'Ilario dello Ionio
Fanum Sanctae Christinae (Bruttium)	Santa Cristina d'Aspromonte
Fanum Sancti Stephani (Bruttium)	Santo Stefano in Aspromonte
Scydum	Scido
Scylleum	Scilla (Italia)
Seminaria	Seminara
Serrata	Serrata
Sideronum	Siderno
Synopolis	Sinopoli
Staitium	Staiti
Stineanum	Stignano
Stylum	Stilo
Taurianova	Taurianova
Terra Nova (Provincia Rhegina)	Terranova Sappo Minulio
Varapodum	Varapodio
Villa Sancti Ioannis	Villa San Giovanni
Aquarium (Bruttium)	Acquaro
Arenae (Calabria Nova)	Arena (Italia)
Briaticum	Briatico
Broneaturum	Brognaturo
Capistronum	Capistrano (Italia)
Cessanitum	Cessaniti
Dasa	Dasà
Dinamium	Dinami
Drapea	Drapia
Fabricia	Fabrizia
Philadelphia (Italia)	Filadelfia (Italia)
Philandarium	Filandari
Philogasium	Filogaso
Franca Villa (Provincia Vibonensis)	Francavilla Angitola
Francica	Francica
Hyerocarnes	Gerocarne
Jonadum	Jonadi
Joppolum	Joppolo (Italia)
Libadum	Limbadi
Maieratum	Maierato
Miletum (Italia)	Mileto (Italia)
Mongiana	Mongiana
Mons Rubeus (Bruttium)	Monterosso Calabro
Nardus de Pace Fabritiae	Nardodipace
Nicotera	Nicotera
Parghelia	Parghelia
Pitium	Pizzo (Italia)
Pizzonum	Pizzoni
Polia	Polia
Ricadi	Ricadi
Rombiolum	Rombiolo
Fanum Sancti Calogeris	San Calogero (Italia)
Fanum Sancti Costantini a Briatico	San Costantino Calabro
Fanum Sancti Gregorii (Bruttium)	San Gregorio d'Ippona
Fanum Sancti Nicolai Vallis Longae	San Nicola da Crissa
Fanum Sancti Honophrii	Sant'Onofrio (Italia)
Serra Sancti Brunonis	Serra San Bruno
Simbarium	Simbario
Sorianum Superum	Sorianello
Sorianum Inferum	Soriano Calabro
Spatula	Spadola
Spilinga	Spilinga
Stephanaculum	Stefanaconi
Tropaea	Tropea
Vallis Longa (Bruttium)	Vallelonga
Vatianum	Vazzano
Zachanopolis	Zaccanopoli
Zambronum	Zambrone
Zungrium	Zungri
Ängelholm	Ängelholm
Visbia	Visby
Venersburgum	Vänersborg
Moutiers-au-Perche	Moutiers-au-Perche
L'Ametlla de Mar	La Ametlla de Mar
Cornelius (papa)	Cornelio
Pannecé	Pannecé
Ioannes Efremov	Iván Yefrémov
RTVE	RTVE
Amphitheatrum	Anfiteatro
Memoria B. Mariae Virginis a Rosario	Virgen del Rosario
Valentia (Venetiola)	Valencia (Venezuela)
Provincia Albasitensis	Provincia de Albacete
Sanctus Christophorus de Laguna	San Cristóbal de La Laguna
Fons Laborata	Fuenlabrada
Provincia Toletana	Provincia de Toledo
Heptathela	Heptathela
Ryuthela	Ryuthela
Lucentum (provincia)	Provincia de Alicante
Valentia (provincia Hispaniae)	Provincia de Valencia
Provincia Terulensis	Provincia de Teruel
Marzanum	Marzano Appio
Ayellum	Aiello del Sabato
Alta Villa (Provincia Abellinas)	Altavilla Irpina
Andrecta	Andretta
Aquilonia Nova	Aquilonia
Arianum (Campania)	Ariano Irpino
Tripaldum	Atripalda
Abella (Campania)	Avella
Curtius Weill	Kurt Weill
Balneoli	Bagnoli Irpino
Baianum	Baiano (Avellino)
Romulea	Bisaccia
Bonetus	Bonito (Italia)
Cairanum (Campania)	Cairano
Calabretum	Calabritto
Caletrum	Calitri
Candida	Candida (Italia)
Caput Sileris	Caposele
Caprilia (Campania)	Capriglia Irpina
Carifium	Carife
Casearbor	Casalbore
Cassanum (Campania)	Cassano Irpino
Castellum Baroniae	Castel Baronia
Castrum de Francis	Castelfranci
Castrum Vetus (Provincia Abellinas)	Castelvetere sul Calore
Cervinaria	Cervinara
Cesinalium	Cesinali
Plancae (Italia)	Chianche
Clusanum (Campania)	Chiusano di San Domenico
Contrata	Contrada
Compsa	Conza della Campania
Domicella	Domicella
Flumer	Flumeri
Fons Roseus	Fontanarosa (AV)
Forinum	Forino
Frequentum	Frigento
Iesualdum	Gesualdo
Oppidum Graecorum	Greci (Italia)
Crypta Minarda	Grottaminarda
Crypta Castanearia	Grottolella
Guardiae Langobardorum	Guardia Lombardi
Gymnasium	Gimnasio (escuela)
Universitas Ludovico-Maximilianea Monacensis	Universidad de Múnich
Laquedonia	Lacedonia
Lapigium	Lapio
Laurus (Campania)	Lauro
Terra Leonum	Lioni
Locus Sanus	Luogosano
Manus Calceatorum	Manocalzati
Marzanum Nolanorum	Marzano di Nola
Miletus (Campania)	Melito Irpino
Merculianum	Mercogliano
Aeculanum	Mirabella Eclano
Mons Acutus (Campania)	Montaguto
Mons Calvus (Campania)	Montecalvo Irpino
Mons Falcio	Montefalcione
Mons Fortis (Abellinum)	Monteforte Irpino
Mons Fredanus	Montefredane
Mons Fuscolus	Montefusco
Montella	Montella
Mons Marranus	Montemarano
Mons Militum	Montemiletto
Mons Viridis (Campania)	Monteverde (Campania)
Montorium Inferius	Montoro Inferiore
Montorium Superius	Montoro Superiore
Morra	Morra De Sanctis
Muschianum	Moschiano
Munianum (Abellinum)	Mugnano del Cardinale
Nuscum	Nusco
Hospidalectum	Ospedaletto d'Alpinolo
Pagum (Abellinum)	Pago del Vallo di Lauro
Parolisium	Parolise
Paternum (Campania)	Paternopoli
Petrurium	Petruro Irpino
Petra Fusorum	Pietradefusi
Petra Stornina	Pietrastornina
Prata (Abellinum)	Prata di Principato Ultra
Pratula Serra	Pratola Serra
Quadrellae	Quadrelle
Quindecium	Quindici (AV)
Rocca Sancti Felicis	Rocca San Felice
Rocca Bascerana	Roccabascerana
Oppidum Rotundorum	Rotondi
Saltia	Salza Irpina
Fanum Sancti Magni	San Mango sul Calore
Fanum Sancti Martini in Valle Gaudina	San Martino Valle Caudina
Fanum Sancti Michaelis de Serino	San Michele di Serino
Fanum Sancti Nicolai Baroniae	San Nicola Baronia
Condamina	La Condamine
Fanum Sancti Potiti (Abellinum)	San Potito Ultra
Fanum Sancti Sosii	San Sossio Baronia
Fanum Sancti Andreae Compsae	Sant'Andrea di Conza
Fanum Sancti Angeli de Scala	Sant'Angelo a Scala
Fanum Sancti Angeli ad Escas	Sant'Angelo all'Esca
Fanum Sancti Angeli de Langobardis	Sant'Angelo dei Lombardi
Fanum Sanctae Luciae de Serino	Santa Lucia di Serino
Fanum Sanctae Paulinae	Santa Paolina
Fanum Sancti Stephani (Campania)	Santo Stefano del Sole
Sabinianum (Campania)	Savignano Irpino
Scampitella	Scampitella
Sinerchia	Senerchia
Serinum	Serino
Sirignanum	Sirignano
Monoecus (urbs)	Mónaco (ciudad)
Solophra	Solofra
Sorbus	Sorbo Serpico
Spero	Sperone
Casalium	Sturno
Submons (Campania)	Summonte
Tauranum	Taurano
Taurasium	Taurasi
Theora	Teora
Torrella	Torella dei Lombardi
Turris Abellana	Torre Le Nocelle
Torraiunum	Torrioni
Trivicum	Trevico
Tufus	Tufo
Vallata (Provincia Abellinas)	Vallata
Vallis Saccarda	Vallesaccarda
Venticanum	Venticano
Villa Maina	Villamaina
Pulcherenus	Villanova del Battista
Vulturaria (Campania)	Volturara Irpina
Zunculus	Zungoli
Theo Angelopulus	Theo Angelopoulos
Petrus Almodóvar	Pedro Almodóvar
Provincia Caesaraugustana	Provincia de Zaragoza
Provincia Oscensis	Provincia de Huesca
Sergius Bondarčuk	Serguéi Bondarchuk
Dziga Vertov	Dziga Vértov
Nicetas Michalkov	Nikita Mijalkov
Alexander González Iñárritu	Alejandro González Iñárritu
Alexander Korda	Alexander Korda
Laurentius Olivier	Laurence Olivier
Carolus Laughton	Charles Laughton
Provincia Segobiensis	Provincia de Segovia
Sedinis	Sedini
Provincia Abulensis	Provincia de Ávila
Kennethus Branagh	Kenneth Branagh
Comitatus Licensis	Condado de Laois
Categoria:Pelliculae comoedicae	Categoría:Películas cómicas
Categoria:Pelliculae per civitates digestae	Categoría:Películas por país
Categoria:Pelliculae	Categoría:Películas
Avelanges	Avelanges
Chaignay	Chaignay
Courtivron	Courtivron
Crécey-sur-Tille	Crécey-sur-Tille
Diénay	Diénay
Échevannes (Clivus Aureus)	Échevannes (Côte-d'Or)
Épagny (Clivus Aureus)	Épagny (Côte-d'Or)
Pichanges	Pichanges
Moloy	Moloy
Marsannay-le-Bois	Marsannay-le-Bois
Marey-sur-Tille	Marey-sur-Tille
Marciacum (praefectura Clivi Aurei)	Marcilly-sur-Tille
Lux (Clivus Aureus)	Lux (Côte-d'Or)
Is-sur-Tille	Is-sur-Tille
Gemeaux	Gemeaux
Categoria:Pelliculae societate digestae	Categoría:Películas por productora
Poiseul-lès-Saulx	Poiseul-lès-Saulx
Saulx-le-Duc	Saulx-le-Duc
Spoy (Clivus Aureus)	Spoy (Côte-d'Or)
Tarsul	Tarsul
Tilae Castrum	Til-Châtel
Vernot	Vernot
Villecomte	Villecomte
Villey-sur-Tille	Villey-sur-Tille
