Afraga	África
La Jolla, Calafòrnia	La Jolla
Redondo Beach, Calafòrnia	Redondo Beach
Cionn tSáile	Kinsale
Plasticine	Plastilina
Bìth	Brea
Bunan-lùth nach teirg ann an Alba	Energía renovable en Escocia
Uibhist a Deas	South Uist
Eilginn	Elgin
Blàr San Jacinto	Batalla de San Jacinto (1836)
Wrecsam	Wrexham (autoridad unitaria)
Shawnee, Oklahoma	Shawnee (Oklahoma)
Bro Morgannwg	Vale of Glamorgan
Gath (cuibhle)	Radio (rueda)
Florence, Arizona	Florence (Arizona)
Clay County, Virginia an Iar	Condado de Clay (Virginia Occidental)
Ohio County, Virginia an Iar	Condado de Ohio (Virginia Occidental)
Baile Lèibhinn	Livingston
Neapraigear	Servilleta
Roinn le neoni	División por cero
Latimer County, Oklahoma	Condado de Latimer
An Gearasdan	Fort William
Siobhag	Mecha (cuerda)
Buchach	Buchach
York University	Universidad de York
Florencia (baile)	Florencia (Caquetá)
Camanachd	Shinty
Oroville, Calafòrnia	Oroville (California)
Madera, Calafòrnia	Madera (California)
Aoradh	Adoración
Montería (baile)	Montería
Glasag	Ulva lactuca
Sgàin	Scone (Escocia)
VietJet Air	VietJet Air
Alcelaphus caama	Alcelaphus caama
Dùn na nGall	Donegal
Fàsach Chihuahuan	Desierto de Chihuahua
Wellington Region	Región de Wellington
Eaconomaich Ainmeil	Anexo:Economistas
One Flew Over The Cuckoo's Nest	One Flew Over the Cuckoo's Nest (novela)
Cnoc Mhuire	Knock
Fang	Corral (ganado)
Uchd-èideadh	Peto (armadura)
Big Sur, Calafòrnia	Big Sur
Slige-chabon	Cardiidae
Duileasg	Palmaria palmata
Gallaibh	Caithness
Cupa Lìog na h-Alba	Copa de la Liga de Escocia
San José del Guaviare	San José del Guaviare
Coireall na cìche-shluagain	Vibrante múltiple uvular
Yarmouth, Alba Nuadh	Yarmouth
Southland Region	Southland
Men an Eskob	Bishop Rock
Coille Dobhair	Bishopbriggs
Teine an taighe-tionnsgain Trì-cheàrnag	Incendio en la fábrica Triangle Shirtwaist de Nueva York
Eryri	Parque nacional Snowdonia
Innis Choinnich	Inch Kenneth
Brillean	Clítoris
Steàrnan	Sternidae
Peekskill, Eabhraig Nuadh	Peekskill
Dango	Dango
Caidreabhas	Pacto
Taigh-dubh	Blackhouse
Creag Dhubh (fàsach)	Desierto de Black Rock
Blenheim, Sealainn Nuadh	Blenheim (Nueva Zelanda)
Miguel Antonio Caro Tovar	Miguel Antonio Caro
Rafael Reyes	Rafael Reyes Prieto
José María Campo Serrano	José María Campo Serrano
Calum Clachair	Bob el constructor
Fleming County, Kentucky	Elizaville (Kentucky)
Boksburg	Boksburg
Pàrtaidh Sòisealach na h-Alba	Partido Socialista Escocés
Neo-eisimeileachd na h-Alba	Independentismo escocés
Byhalia, Mississippi	Byhalia
Eilean a' Bhotail	Bottle Island
Bràigh Mhàrr	Braemar
Jethou	Jethou
Slòcan	Laver
Martin Karplus	Martin Karplus
Brecqhou	Brecqhou
Martin Lowry	Thomas Lowry
Hilaire Rouelle	Hilaire Rouelle
Canàl Cailleanach	Canal de Caledonia
Reidius de Gyration	Radio de giro (ingeniería estructural)
Dùthchannan Aimearaga-a-Deas	Anexo:Países de América del Sur
Sgioba criogaid nan Innseachan an Iar	Selección de críquet de Indias Occidentales
Àrd-thìr Ustyurt	Meseta de Ustyurt
Bridgeport, Calafòrnia	Bridgeport (California)
Caisteal Urchadain	Castillo de Urquhart
Ealain nan Ceilteach Pàganach	Arte celta
Cobhair:Susbaint	Ayuda:Contenidos
Parker, Arizona	Parker (Arizona)
Tre Huw	Hugh Town
Bristol, Rhode Island	Bristol (Rhode Island)
Gillette, Wyoming	Gillette (Wyoming)
Kingston	Kingston (desambiguación)
Dannevirke	Dannevirke
An t-Àth Leathann	Broadford
Surfside, Florida	Surfside
Pontifícia Universidade Católica de Minas Gerais	Pontifícia Universidade Católica de Minas Gerais
Domhnach Cearna	Donnycarney
Àrd-thìr Cholorado	Meseta del Colorado
Jones County, Dakota a Deas	Condado de Jones (Dakota del Sur)
Glenwood Springs, Colorado	Glenwood Springs
Placerville, Calafòrnia	Placerville (California)
Santa Fe de Antioquia	Santa Fe de Antioquia
Burray	Burray
Dacian Cioloș	Dacian Cioloş
Papa Westray	Papa Westray
La Estrella	La Estrella (Antioquia)
Baile Shidni, Alba Nuadh	Sydney (Nueva Escocia)
Fughlaigh	Foula
Charles Lapworth	Charles Lapworth
Honda (Baile)	Honda (Tolima)
Kewaunee County, Wisconsin	Condado de Kewaunee
Monroe County, Wisconsin	Condado de Monroe (Wisconsin)
Buga	Buga
Greymouth	Greymouth
Loganair	Loganair
Bànag	Freza
Latharna	Larne
An t-Òban	Oban
Sèimheachadh	Lenición
Fàsach dathte (Arizona)	Desierto Pintado
La Mesa	La Mesa (Cundinamarca)
Show Low, Arizona	Show Low
Hollister, Calafòrnia	Hollister (California)
Irn Bru	Irn-Bru
Peppa Pig	Peppa Pig
Pàrtaidh Libearalach Choloimbia	Partido Liberal Colombiano
Badain Jaran	Desierto de Badain Jaran
Fàsach Thabernas	Desierto de Tabernas
Caol Loch Aillse	Kyle of Lochalsh
Sechura	Desierto de Sechura
Lassie	Lassie
Seumas Hogg	James Hogg
Eudorcas rufina	Eudorcas rufina
Gleann Rathais	Glenrothes
Chowan County, Carolina a Tuath	Condado de Chowan
Loch Raineach	Lago Rannoch
Sgioba nàiseanta rugbaidh na h-Alba	Selección de rugby de Escocia
Coronation Street	Coronation Street
Burhou	Burhou
Hebrides Overture	Las Hébridas (Mendelssohn)
Rangipo	Desierto de Rangipo
Tùcaid	Palomar (aves)
Pickens County, Alabama	Condado de Pickens (Alabama)
Ach-na-Feàrna	Elderslie
Sir William Ramsay	William Ramsay
Marysville, Calafòrnia	Marysville (California)
Giles County, Virginia	Condado de Giles (Virginia)
Lihou	Lihou
Sonora, Calafòrnia	Sonora (California)
Opotiki	Opotiki
Mumford & Sons	Mumford & Sons
The Joy Formidable	The Joy Formidable
Forbes	Forbes
Gleann Comhann (baile)	Glencoe (Escocia)
Graeme McDowell	Graeme McDowell
Uisge Dhè, Siorrachd Obair Dheathain	Río Dee
Dumhach Thrá	Sandymount
Great Basin	Gran Cuenca
Sgioba nàiseanta rugbaidh Romàinia	Selección de rugby de Rumania
Ratharsair	Raasay
Ráth Eanaigh	Raheny
Eliseo Payán	Eliseo Payán
Fleisdear	Remeras (flecha)
Kum-tagh	Desierto de Kumtag
Whakatane	Whakatane
Bun-sgoil	Educación primaria
Norðoyar	Norðoyar
Àicheil	Negativo
Siorrachd Rois	Ross-shire
La Unión (Nariño)	La Unión (Nariño)
Switha	Switha
Ùisdean MacDhiarmaid	Hugh MacDiarmid
Stuart Christie	Stuart Christie
Taigh Iain Ghròt	John o' Groats
Hwlffordd	Haverfordwest
La Grange, Kentucky	La Grange (Kentucky)
Clarksdale, Mississippi	Clarksdale (Misisipi)
Aberdaugleddau	Milford Haven
Kentville, Alba Nuadh	Kentville (Nueva Escocia)
Diùranais	Durness
Lios Tuathail	Listowel
Bruach Chluaidh	Clydebank
Baile Fharfair	Forfar
Ulapul	Ullapool
Northfield, Minnesota	Northfield (Minnesota)
Wickenburg, Arizona	Wickenburg (Arizona)
El Cerrito, Calafòrnia	El Cerrito (condado de Contra Costa, California)
Buenaventura	Buenaventura (Valle del Cauca)
Sauk Centre, Minnesota	Sauk Centre (Minnesota)
Hämeenkyrö	Hämeenkyrö
Pamplona (Coloimbia)	Pamplona (Colombia)
East Greenwich, Rhode Island	East Greenwich
Springhill, Alba Nuadh	Springhill (Nueva Escocia)
Lannraig, Lannraig a Deas	Lanark
Dùn Barra	Dunbar (Escocia)
Coille Chneagaidh	Killiecrankie
Llangollen	Llangollen
Llangefni	Llangefni
Craobh-Iubhair Fhartairchill	Tejo de Fortingall
Buller District	Distrito de Buller
Baile Eilidh	Helensburgh
Caerllion	Caerleon
Achadh na h-Eaglaise	Eaglesfield
Bràigh na beinne	Brae
Cill Saidhe	Kilsyth
Port Rìgh	Portree
Magangué	Magangué
Inbhir Pheofharain	Dingwall (Escocia)
Hacraig	Halkirk
Cearan Mhoire	Kirriemuir
Port Phàdraig	Portpatrick
Dail Bheithe	Dalbeattie
Dail Mhaol Chiarain	Dailly
Deadard	Jedburgh
Inbhir Ùige	Wick
Kahului, Hawaii	Kahului (Hawái)
Rhuthun	Ruthin
Whanganui	Whanganui
Lower Hutt	Lower Hutt
Hastings District	Hastings (Nueva Zelanda)
Porirua	Porirua
An Leargaidh Ghallda	Largs
Lìte	Leith
Uchiko	Uchiko (Ehime)
Abergwaun	Fishguard
Taigh na Creige	Craighouse (Escocia)
Markleeville, Calafòrnia	Markleeville
Uitenhage	Uitenhage
Baile Dhubhthaich	Tain
Goillspidh	Golspie
Mvezo	Mvezo
Independence, Calafòrnia	Independence (California)
Llandrindod	Llandrindod Wells
Y Trallwng	Welshpool
Pwllheli	Pwllheli
Laksaa	Laxey
Colbh Iadaigh	Calf of Eday
Glamais	Glamis
Peantair	Pintor
Slighe Fhrangach	Camino de Santiago Francés
Capercaillie (còmhlan)	Capercaillie
El Hierro	El Hierro
Neo-làthaireach	Absentista
Anndra Mac a' Cheàrnaigh	Andrew Carnie
Sincelejo	Sincelejo
Afon Dyfrdwy	Río Dee (Gales e Inglaterra)
Carterton, Sealainn Nuadh	Carterton (Nueva Zelanda)
Cairteil Medellín	Cartel de Medellín
Dath na gruaige	Color del pelo
Tìr nan Cailleannach	Caledonia
Caisleán Cnucha	Castleknock
Galar fèin-spèiseach na pearsanatachd	Trastorno narcisista de la personalidad
Cataibh	Sutherland (Escocia)
Fàsach Phatagòinia	Patagonia oriental
Stàitean Aonaichte Choloimbia	Estados Unidos de Colombia
Channeled scablands	Scablands
Shaker Heights, Ohio	Shaker Heights
Chase & Status	Chase & Status
Joggins	Acantilados fosilíferos de Joggins
Port Talbot	Port Talbot
Ainmean Bailtean Eòrpach	Anexo:Nombres de ciudades de Europa en diferentes idiomas
Sgath (Sgeulachd)	Slash (fanfiction)
Cuairtean	Rounders (deporte)
Coileach Fraoich	Lagopus lagopus scotica
Bas	Palm Pilot
Salem (NJ)	Salem (Nueva Jersey)
Cresskill, Jersey Nuadh	Cresskill
Chía (Cundinamarca)	Chía (Cundinamarca)
Stamh	Laminaria digitata
Florida (Valle)	Florida (Valle del Cauca)
Girón	San Juan de Girón
Gazella arabica bilkis	Gazella bilkis
Cluain Dolcáin	Clondalkin
Clutha District	Distrito Clutha
Compton Mackenzie	Compton Mackenzie
Na Hearadh	Harris
Sgioba nàiseanta rugbaidh na h-Iapan	Selección de rugby de Japón
Penobscot County, Maine	Condado de Penobscot
Decatur County, Indiana	Condado de Decatur (Indiana)
Tàcharan	Niño cambiado
Iarla	Earl
Currach Cuimreach	Coracle
Urras	Trust
Sgioba nàiseanta rugbaidh Thonga	Selección de rugby de Tonga
Sgioba nàiseanta rugbaidh Fhìdi	Selección de rugby de Fiyi
Bucall	Hebilla
Alcelaphus lichtensteinii	Alcelaphus lichtensteinii
Na Cùmhnantaich	Covenanter
Sgioba nàiseanta rugbaidh Shamoa	Selección de rugby de Samoa
Jefferson County, Indiana	Condado de Jefferson (Indiana)
Sgaoileadh-cumhachd	Devolución de poder
HD 80606 b	HD 80606 b
Siorrachd Chromba	Cromartyshire
Co-chaidreachas Ghranada	Confederación Granadina
An Cuiltheann	Cuillin
Oilthighean Aosmhor	Universidad medieval
Bogsa-fòn	Cabina telefónica
An Cuan Sgitheanach	El Minch
Sgioba nàiseanta criogaid na h-Innseachan	Selección de críquet de India
Sgioba nàiseanta criogaid Shealainn Nuadh	Selección de críquet de Nueva Zelanda
Sgioba nàiseanta rugbaidh na Stàitean Aonaichte	Selección de rugby de los Estados Unidos
Eilean Bhòid	Isla de Bute
Bonaid	Gorro
Blàr Boyacá	Batalla de Boyacá
Oilthigh Nàiseanta Colombia	Universidad Nacional de Colombia
Kingston, Tennessee	Kingston (Tennessee)
Poilitigs ann an Èireann	Gobierno y política de Irlanda
Donnie Murdo	Danger Mouse (caricatura)
Loidig mhatamataigeach	Lógica matemática
Pe	Pe
Loch	Loch
Bloc	Bloc
Deirdre	Deirdre
José Ignacio de Márquez Barreto	José Ignacio de Márquez
An Cilgwri	Península de Wirral
Bainteag	Almeja
Na h-Eileanan Tarsainn	Islas Small
The Dark Crystal	The Dark Crystal
Derek de Lint	Derek de Lint
Changing Lanes	Changing Lanes
Waitomo District	Waitomo
Lochlannach	Pueblos nórdicos
Giomach uisge	Cangrejo de río
Ùr-sgeulachd	Mito
Kazaki	Los cosacos (novela)
Masterton	Masterton
Roinn (matamataig)	División (matemática)
Horowhenua District	Horowhenua
Dolgellau	Dolgellau
Dollar	Dólar (desambiguación)
Llandaf	Llandaff
Médanos de Coro	Parque nacional Los Médanos de Coro
Siorrachd Dhùn Phrìs	Dumfriesshire
Siorrachd Shalcraig	Selkirkshire
Siorrachd Pheairt	Perthshire
Siorrachd nam Pùballan	Peeblesshire
Aymer de Valence	Aymer de Valence, II conde de Pembroke
Ziortza-Bolibar	Cenarruza-Puebla de Bolívar
Sgioba nàiseanta rugbaidh Naimibia	Selección de rugby de Namibia
Oilthigh Dhùn Dè	Universidad de Dundee
An deoch dhraoidheil	Poción
Murt Ghlinne Comhainn	Masacre de Glencoe
San Juan del Cesar	San Juan del Cesar
Pàrtaidh Uaine na h-Alba	Partido Verde Escocés
Fagatogo	Fagatogo
Melgar	Melgar (Tolima)
Oilthigh Antioquia	Universidad de Antioquia
Ceann Dùnaid	Dunnet Head
Rinneansaigh	North Ronaldsay
Dùn Neachdain	Dunnichen
Caisteal Dhùn Bheagain	Castillo de Dunvegan
Muckle Roe	Muckle Roe
Oilthigh Napier	Edinburgh Napier University
Poilitigs na h-Alba	Política de Escocia
Iadaigh	Eday
60an	Años 60
50an	Años 50
40an	Años 40
30an	Años 30
Egilsay	Egilsay
Blàr Flodden	Batalla de Flodden Field
Loch Ma-ruibhe	Lago Maree
Spreigeach	Voz activa
José María Obando	José María Obando
Beinn Rothaich	Munro (montañismo)
San Juan	San Juan
Bàgh	Golfo
Fairport, Eabhraig Nuadh	Fairport
Tengger	Desierto de Tengger
Ennor	Saint Mary's (Islas Sorlingas)
Botal-teth	Bolsa de agua caliente
Embrace	Embrace (banda inglesa)
Muckle Flugga	Muckle Flugga
Henrik Stenson	Henrik Stenson
Slighe Costa Sir Benfro	Sendero Pembrokeshire
Pannal	Panel
Sìdhe	Aes Side
Fàsach Strzelecki	Desierto de Strzelecki
Richtersveld	Parque nacional de Richtersveld
Robert Stevenson	Robert Stevenson (ingeniero)
Fàsach Ryn	Desierto del Ryn
Linne Mhoireibh	Fiordo Moray
Agnes Monica	Agnes Mónica
Prìomh Mhinistearan na h-Alba	Ministro Principal de Escocia
Loch Tatha	Lago Tay (Escocia)
Far North District	Far North (Nueva Zelanda)
Joaquín Mosquera	Joaquín Mosquera
Fuadach nan Gàidheal	Desplazamiento forzado de población de las Tierras Altas escocesas del siglo XVIII
Domingo Caycedo Santamaría	Domingo Caicedo y Santa María
Trèanadh teagaisg	Capacitación docente
Sérigny (Orne)	Sérigny (Orne)
Baintighearna	Dama
Eynhallow	Eynhallow
Gaza	Gaza (desambiguación)
Faray	Faray
Roinn-seòrsa:A' Ghearmailt	Categoría:Alemania
Roinn-seòrsa:An Eadailt	Categoría:Italia
Roinn-seòrsa:Na Stàitean Aonaichte	Categoría:Estados Unidos
Roinn-seòrsa:An Ruis	Categoría:Rusia
Roinn-seòrsa:Canada	Categoría:Canadá
Roinn-seòrsa:An Rìoghachd Aonaichte	Categoría:Reino Unido
Roinn-seòrsa:An Spàinn	Categoría:España
Roinn-seòrsa:An t-Seapan	Categoría:Japón
Roinn-seòrsa:Astràilia	Categoría:Australia
Roinn-seòrsa:Meagsago	Categoría:México
Roinn-seòrsa:Na h-Innseachan	Categoría:India
Roinn-seòrsa:Aràibia nan Sabhd	Categoría:Arabia Saudita
Roinn-seòrsa:Israel	Categoría:Israel
Papa Stronsay	Papa Stronsay
Roinn-seòrsa:An Tuirc	Categoría:Turquía
Roinn-seòrsa:An Èipheit	Categoría:Egipto
Roinn-seòrsa:Sealainn Nuadh	Categoría:Nueva Zelanda
Roinn-seòrsa:An Argantain	Categoría:Argentina
Roinn-seòrsa:0an	Años 0
20an	Años 20
Uisge Fionn Èireann	Río Findhorn
Caraidh	Corral de pesca
Tirari	Desierto de Tirari
Out Stack	Out Stack
Garret FitzGerald	Garret FitzGerald
An Caisteal Nuadh	Newcastle upon Tyne
Muppets Anocht	Muppets Tonight
Sturt's Stony Desert	Desierto Pedregoso de Sturt
Saint Etienne (còmhlan)	Saint Etienne
Teicheadh nan Iarla	Fuga de los Condes
Port-adhair Inbhir Nis	Aeropuerto de Inverness
Linga Holm	Linga Holm
Siapansaigh	Shapinsay
Minquiers	Les Minquiers
1120an	Años 1120
680an	Años 680
Feusgan	Mytiloida
El Santuario	El Santuario
Villeta	Villeta (Cundinamarca)
Amagá	Amagá
Dabeiba	Dabeiba
Geàrrloch	Gairloch
Loch Mhòrair	Lago Morar
Chaguanas	Chaguanas
Linne Latharna	Fiordo de Lorn
Envigado	Envigado
Roinn-seòrsa:An Ostair	Categoría:Austria
Roinn-seòrsa:An Innd-Innse	Categoría:Indonesia
Roinn-seòrsa:Na Tìrean Ìsle	Categoría:Países Bajos
Roinn-seòrsa:Pacastan	Categoría:Pakistán
Roinn-seòrsa:A' Phòlainn	Categoría:Polonia
Roinn-seòrsa:A' Phortagail	Categoría:Portugal
Roinn-seòrsa:An Eilbheis	Categoría:Suiza
Roinn-seòrsa:An Ucràin	Categoría:Ucrania
Roinn-seòrsa:Bhiet-Nam	Categoría:Vietnam
Roinn-seòrsa:Impireachd na Ròimhe	Categoría:Imperio romano
Roinn-seòrsa:Mamalan	Categoría:Mammalia
Roinn-seòrsa:Snàigean	Categoría:Reptiles
Roinn-seòrsa:Eòin	Categoría:Aves
Roinn-seòrsa:Eòlas-nàdair	Categoría:Física
Roinn-seòrsa:Bith-eòlas	Categoría:Biología
Roinn-seòrsa:Ceimigeachd	Categoría:Química
Roinn-seòrsa:Eachdraidh	Categoría:Historia
Roinn-seòrsa:Cruinn-eòlas	Categoría:Geografía
Roinn-seòrsa:Creideamh	Categoría:Religión
Roinn-seòrsa:Spòrs	Categoría:Deporte
Roinn-seòrsa:Eòlas	Categoría:Ciencia
Roinn-seòrsa:An t-Aonadh Eòrpach	Categoría:Unión Europea
Reifreann air Neo-eisimealachd na h-Alba 2014	Referéndum para la independencia de Escocia de 2014
Viktor Yushchenko	Víktor Yúshchenko
Pierres de Lecq	Les Pierres de Lecq
Kapiti	Isla Kapiti
Bhuia, na h-Eileanan a-staigh	Wiay (Hébridas Interiores)
Lachine	Lachine
Yossi & Jagger	Yossi & Jagger
Kaneohe, Hawaii	Kaneohe
Gèidse	Gauge
Bheastraigh	Westray
Feamainn dubh	Fucus serratus
Fàsach dathte (Astràilia)	Desierto Pintado (Australia Meridional)
Dzoosotoyn Elisen	Desierto de Gurbantünggüt
Ketchum, Idaho	Ketchum (Idaho)
Slugan carraig	Pozas de marea
Ebéjico	Ebéjico
Tocaima	Tocaima
Aranzazu (baile)	Aranzazu
Chocontá (Cundinamarca)	Chocontá
Fómeque	Fómeque
Santa Rosa de Viterbo	Santa Rosa de Viterbo (Boyacá)
Itagüí	Itagüí
Gaoda Bheinn	Goat Fell
Breig (càr)	Freno
Coinneach	Kenneth
610an RC	Años 610 a. C.
Cumaradh Mòr	Great Cumbrae
Sgioba nàiseanta rugbaidh Shiombabue	Selección de rugby de Zimbabue
Great Salt Lake Desert	Gran desierto del Lago Salado
Sràid nam Prionnsan	Princes Street
Selchidh (Neach-ròn)	Selkie
Na Monaidhean a Deas	Southern Uplands
Fialaidheachd	Generosidad
Romhsaigh	Rousay
Out Skerries	Skerries Exteriores
Papa Stour	Papa Stour
Creag a' Chnocain	Knockan Crag
Vallenato	Vallenato
Entrerríos	Entrerríos
Ramiriquí	Ramiriquí
Heliconia (Antioquia)	Heliconia (Antioquia)
Liborina	Liborina
Guatavita (Cundinamarca)	Guatavita
Chitagá	Chitagá
Barichara	Barichara
Agrado	Agrado
Guateque	Guateque
La Palma (Cundinamarca)	La Palma (Cundinamarca)
Nóvita (Chocó)	Nóvita
Hempstead, Eabhraig Nuadh	Hempstead (Nueva York)
Vaila	Vaila
Oilthigh Heriot-Watt	Universidad Heriot-Watt
Dùdach (Ceòl)	Corneta natural
Gobha	Herrero
Jornada del Muerto	Jornada del Muerto
Bruis-chinn	Cepillo del pelo
Rìoghachd na Pòlainn (1385 - 1569)	Reino de Polonia (1385-1569)
Sùlaire	Morus (animal)
Canàl Foirthe agus Cluaidh	Canal Forth y Clyde
Piedras (Tolima)	Piedras (Colombia)
El Cocuy	El Cocuy
Tibirita	Tibirita
Feamainn chìrean	Pelvetia canaliculata
Fàsach Ordos	Meandro de Ordos
Aonadh Rugbaidh na h-Èireann	Unión de Rugby Fútbol de Irlanda
Isla Grande de Tierra del Fuego	Isla Grande de Tierra del Fuego
Noss	Noss
Sgioba nàiseanta rugbaidh Côte d'Ivoire	Selección de rugby de Costa de Marfil
Cogadh nam Boer	Guerras de los Bóeres
Jens C. Skou	Jens Christian Skou
An Lorgain	Lurgan
Bròg-cuibhle	Patín sobre ruedas tradicional
Cuaraidh Penrhyn	Cantera Penrhyn
Rosbrog	Roxburgo
Sealgair	Cazador (oficio)
Panevėžys	Panevėžys
Àth (àmhainn)	Kiln
Pentre Ifan	Pentre Ifan
Siorrachd an Rìgh, Eilean Eòin	Condado de Kings (Isla del Príncipe Eduardo)
Porfirio Barba Jacob	Porfirio Barba Jacob
Bàta-sàbhalaidh	Bote salvavidas
Calf of Flotta	Calf of Flotta
