Африк	África
Ангилал:Эстоны улс төрчид	Categoría:Políticos de Estonia
Ангилал:Узбекийн улс төрч	Categoría:Políticos de Uzbekistán
Ангилал:Индонезийн улс төрчид	Categoría:Políticos de Indonesia
Ангилал:Чехийн улс төрчид	Categoría:Políticos de la República Checa
Ангилал:Камбожийн улс төрч	Categoría:Políticos de Camboya
Загвар:Lang-ug	Plantilla:Lang-ug
Ангилал:Грекийн хөлбөмбөгчид	Categoría:Futbolistas de Grecia
Ангилал:Өмнөд Африкийн хөлбөмбөгчид	Categoría:Futbolistas de Sudáfrica
Ангилал:Зүүн Германы хөлбөмбөгчид	Categoría:Futbolistas de la República Democrática Alemana
Ангилал:Литвын хөлбөмбөгчид	Categoría:Futbolistas de Lituania
Ангилал:Македоны хөлбөмбөгчид	Categoría:Futbolistas de la República de Macedonia
Ангилал:Сенегалын хөлбөмбөгчин	Categoría:Futbolistas de Senegal
Ангилал:ЗХУ-ын хөлбөмбөгчид	Categoría:Futbolistas de la Unión Soviética
Ангилал:Исландын хөлбөмбөгчид	Categoría:Futbolistas de Islandia
Ангилал:Израилийн хөлбөмбөгчид	Categoría:Futbolistas de Israel
Ангилал:Камеруны хөлбөмбөгчид	Categoría:Futbolistas de Camerún
Ангилал:Английн теннисчид	Categoría:Tenistas de Inglaterra
Ангилал:МЭӨ 323 онд нас барагсад	Categoría:Fallecidos en 323 a. C.
Ангилал:МЭӨ 479 онд нас барагсад	Categoría:Fallecidos en 479 a. C.
Ангилал:МЭӨ 551 онд төрөгсөд	Categoría:Nacidos en 551 a. C.
Ангилал:Катар	Categoría:Catar
Ангилал:Кыргызстан	Categoría:Kirguistán
Ангилал:Солонгос	Categoría:Corea
Ангилал:Кувейт	Categoría:Kuwait
Ангилал:Лаос	Categoría:Laos
Ангилал:Ливан	Categoría:Líbano
Ангилал:Мьянмар	Categoría:Birmania
Ангилал:Балба	Categoría:Nepal
Ангилал:Оман	Categoría:Omán
Ангилал:Онолын физикч	Categoría:Físicos teóricos
Ангилал:Ховордоогүй зүйлүүд	Categoría:Especies no amenazadas
Ангилал:Тажикистан	Categoría:Tayikistán
Ангилал:Мозамбикийн хүн	Categoría:Mozambiqueños
Ангилал:Венесуэлийн хүн	Categoría:Venezolanos
Ангилал:Зүүн Тимор	Categoría:Timor Oriental
Ангилал:Исландын хүн	Categoría:Islandeses
Ангилал:Уэльсчүүд	Categoría:Galeses
Ангилал:Хойд Солонгосчууд	Categoría:Norcoreanos
Ангилал:Туркменистан	Categoría:Turkmenistán
Ангилал:Чиличүүд	Categoría:Chilenos
Ангилал:Узбек орон	Categoría:Uzbekistán
Ангилал:Эмч нар	Categoría:Médicos
Ангилал:Арабын Нэгдсэн Эмирт Улс	Categoría:Emiratos Árabes Unidos
Ангилал:Шведийн эдийн засагчид	Categoría:Economistas de Suecia
Ангилал:Сербийн сагсан бөмбөгчид	Categoría:Baloncestistas de Serbia
Ангилал:Канадын сагсан бөмбөгчид	Categoría:Baloncestistas de Canadá
Ангилал:Германы биатлончид	Categoría:Biatletas de Alemania
Ангилал:Францын жүжигчид	Categoría:Actores de Francia
Ангилал:Финландын тамирчид	Categoría:Deportistas de Finlandia
Ангилал:Ливийн хотууд	Categoría:Localidades de Libia
Ангилал:Угандын хөнгөн атлетикчид	Categoría:Atletas de Uganda
Ангилал:Беларусийн улс төрчид	Categoría:Políticos de Bielorrusia
Ангилал:Австрийн улс төрч	Categoría:Políticos de Austria
Ангилал:Британийн сэлүүрт завьчид	Categoría:Remeros del Reino Unido
Ангилал:Мексикийн хөлбөмбөгчид	Categoría:Futbolistas de México
Ангилал:Эстоны хөлбөмбөгчид	Categoría:Futbolistas de Estonia
Ангилал:Испанийн хүн	Categoría:Españoles
Ангилал:Колумбын хүн	Categoría:Colombianos
Ангилал:Их Британийн эрдэмтэд	Categoría:Científicos del Reino Unido
Ангилал:Хятадын усанд үсрэгчид	Categoría:Saltadores de China
Ангилал:Их Монгол Улс	Categoría:Imperio mongol
Ангилал:Зөвлөлт Холбоот Улс	Categoría:Unión Soviética
Ангилал:Эртний Ром	Categoría:Antigua Roma
Ангилал:Гвиней-Биссаугийн хүн	Categoría:Guineanos de Guinea-Bisáu
Ангилал:Японы цэргийн зүтгэлтэн	Categoría:Militares de Japón
Ангилал:Геологийн загварууд	Categoría:Wikipedia:Plantillas de geología
Ангилал:Америкийн тэмцэгч	Categoría:Activistas de Estados Unidos
Ангилал:Олон хэлийг дэмжих загварууд	Categoría:Wikipedia:Plantillas de soporte de idiomas
Ангилал:Зүүн Герман	Categoría:República Democrática Alemana
Ангилал:Сагсан бөмбөгийн загварууд	Categoría:Wikipedia:Plantillas de baloncesto
Ангилал:Инфобокс дайн	Categoría:Wikipedia:Fichas militares
Ангилал:Загвар доторх загварууд	Categoría:Wikipedia:Plantillas de plantillas
Ангилал:2000 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээн	Categoría:Eurocopa 2000
Ангилал:Азийн ургамал амьтны аймаг	Categoría:Naturaleza de Asia
Ангилал:Ургамал амьтны аймгийг тивээр	Categoría:Naturaleza por continente
Ангилал:Монголын амьтан ургамал	Categoría:Naturaleza de Mongolia
Ангилал:Мьянмарын зохиолчид	Categoría:Escritores de Birmania
Отто Портер	Otto Porter
Ангилал:Номын сан ба мэдээлэл зүй	Categoría:Bibliotecología
Ангилал:Агаар мандал	Categoría:Atmósfera
Ангилал:Хонконгийн Хөрөнгийн Биржид бүртгэлтэй компаниуд	Categoría:Empresas cotizadas en la Bolsa de Hong Kong
Ангилал:Хятадын компаниуд	Categoría:Empresas de China
Ангилал:Уэльс	Categoría:Gales
Ангилал:Америкийн компаниуд	Categoría:Empresas de Estados Unidos
Ангилал:Өмнөд Солонгосын компаниуд	Categoría:Empresas de Corea del Sur
Ангилал:Африкийн нуурууд	Categoría:Lagos de África
Ангилал:Кагошима аймгийн хүн	Categoría:Personas de la Prefectura de Kagoshima
Ангилал:Канагава аймгийн хүн	Categoría:Personas de la Prefectura de Kanagawa
Ангилал:Миэ аймгийн хүн	Categoría:Personas de la Prefectura de Mie
Ангилал:Бага гаригууд	Categoría:Planetas menores
Ангилал:Чехословак	Categoría:Checoslovaquia
Ангилал:Премьер лигийн тоглогчид	Categoría:Futbolistas FA Premier League
Ангилал:Базель багийн тоглогчид	Categoría:Futbolistas del FC Basel
Ангилал:Реал Сосьедад багийн тоглогчид	Categoría:Futbolistas de la Real Sociedad de Fútbol
Ангилал:Сампдориа багийн тоглогчид	Categoría:Futbolistas de la Unione Calcio Sampdoria
Ангилал:Сток Сити багийн тоглогчид	Categoría:Futbolistas del Stoke City Football Club
Ангилал:Штутгарт багийн тоглогчид	Categoría:Futbolistas del Verein für Bewegungsspiele Stuttgart 1893
Загвар:Country data Wales	Plantilla:Geodatos Gales
Загвар:Country data Seychelles	Plantilla:Geodatos Seychelles
Ангилал:Хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas por Eurocopa
Ангилал:1988 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas que jugaron la Eurocopa 1988
Ангилал:1996 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas que jugaron la Eurocopa 1996
Ангилал:2000 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas que jugaron la Eurocopa 2000
Ангилал:2004 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas que jugaron la Eurocopa 2004
Ангилал:Хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas de la Copa Mundial
Ангилал:1986 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas de la Copa Mundial de Fútbol de 1986
Ангилал:1990 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas de la Copa Mundial de Fútbol de 1990
Ангилал:1994 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas de la Copa Mundial de Fútbol de 1994
Ангилал:1998 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas de la Copa Mundial de Fútbol de 1998
Ангилал:2002 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas de la Copa Mundial de Fútbol de 2002
Ангилал:2006 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas de la Copa Mundial de Fútbol de 2006
Ангилал:2010 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas de la Copa Mundial de Fútbol de 2010
Ангилал:Бразилын олимпийн хүрэл медальтнууд	Categoría:Medallistas olímpicos de bronce de Brasil
Ангилал:Эвиан багийн тоглогчид	Categoría:Futbolistas del Évian Thonon Gaillard FC
Ангилал:Куинз Парк Рейнжерс багийн тоглогчид	Categoría:Futbolistas del Queens Park Rangers Football Club
Ангилал:Тив тивийн хүмүүс	Categoría:Personas por continente
Загвар:Country data Papua New Guinea	Plantilla:Geodatos Papúa Nueva Guinea
Ангилал:Библи дэх түүхэн хүмүүс	Categoría:Personajes bíblicos
Ангилал:Оюун ухаан судлал	Categoría:Ciencias cognitivas
Ангилал:Туркийн ерөнхийлөгчид	Categoría:Presidentes de Turquía
Ангилал:Кубын Ерөнхийлөгчид	Categoría:Presidentes de Cuba
Ангилал:Финландын ерөнхийлөгчид	Categoría:Presidentes de Finlandia
Ангилал:Францын Ерөнхийлөгчид	Categoría:Presidentes de Francia
Ангилал:АНУ-ын ерөнхийлөгчид	Categoría:Presidentes de Estados Unidos
Ангилал:Европын түүх	Categoría:Historia de Europa
Ангилал:Азийн түүх	Categoría:Historia de Asia
Ангилал:Нейрологи	Categoría:Neurología
Ангилал:Кирибати	Categoría:Kiribati
Ангилал:Йордан	Categoría:Jordania
Ангилал:Самоа	Categoría:Samoa
Ангилал:Коста-Рика	Categoría:Costa Rica
Ангилал:Тринидад ба Тобаго	Categoría:Trinidad y Tobago
Ангилал:Суринам	Categoría:Surinam
Ангилал:Никарагуа	Categoría:Nicaragua
Ангилал:Босни ба Херцеговина	Categoría:Bosnia y Herzegovina
Ангилал:Норвеги	Categoría:Noruega
Ангилал:Барбадос	Categoría:Barbados
Ангилал:Парагвай	Categoría:Paraguay
Ангилал:Баруун Сахар	Categoría:Sahara Occidental
Ангилал:Маршаллын арлууд	Categoría:Islas Marshall
Ангилал:Лихтенштейн	Categoría:Liechtenstein
Ангилал:Соломоны арлууд	Categoría:Islas Salomón
Ангилал:Гондурас	Categoría:Honduras
Ангилал:Уругвай	Categoría:Uruguay
Ангилал:Андорра	Categoría:Andorra
Ангилал:Серби	Categoría:Serbia
Ангилал:Белиз	Categoría:Belice
Ангилал:Гайти	Categoría:Haití
Ангилал:Эквадор	Categoría:Ecuador
Ангилал:Йемен	Categoría:Yemen
Ангилал:Перу	Categoría:Perú
Ангилал:Тажик улсын хот	Categoría:Localidades de Tayikistán
Ангилал:Тив тивийн улс орон	Categoría:Países por continente
Ангилал:Боливи	Categoría:Bolivia
Ангилал:Албани	Categoría:Albania
Ангилал:Карибын орнууд	Categoría:Países del mar Caribe
Ангилал:Далайн орнууд	Categoría:Países de Oceanía
Ангилал:Монако	Categoría:Mónaco
Ангилал:Хойд Америкийн орнууд	Categoría:Países de América del Norte
Ангилал:Одон орны үзэгдлүүд	Categoría:Fenómenos astronómicos
Ангилал:Суонси Сити багийн тоглогчид	Categoría:Futbolistas del Swansea City Association Football Club
Ангилал:Гранада багийн тоглогчид	Categoría:Futbolistas del Granada Club de Fútbol
Ангилал:Мал	Categoría:Ganadería
Ангилал:Кристал Пэлас багийн тоглогчид	Categoría:Futbolistas del Crystal Palace Football Club
Ангилал:Ньюкасл Юнайтед багийн тоглогчид	Categoría:Futbolistas del Newcastle United Football Club
Ангилал:2008 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Categoría:Futbolistas que jugaron la Eurocopa 2008
Ангилал:ХристИтгэлт Теологи	Categoría:Teología cristiana
Ангилал:Хүнсний ногоонууд	Categoría:Verduras
Ангилал:Цагаан идээ	Categoría:Lácteos
Ангилал:Жимснүүд	Categoría:Frutas
Ангилал:Хөлбөмбөгийн дасгалжуулагчид	Categoría:Entrenadores de fútbol
Ангилал:Эммигийн шагналтнууд	Categoría:Ganadores del premio Emmy
Ангилал:Спортын дасгалжуулагчид	Categoría:Entrenadores deportivos
Ангилал:Атлетико Мадрид багийн тоглогчид	Categoría:Futbolistas del Club Atlético de Madrid
Ангилал:Селтик багийн тоглогчид	Categoría:Futbolistas del Celtic Football Club
Ангилал:Севилья багийн тоглогчид	Categoría:Futbolistas del Sevilla Fútbol Club
Ангилал:Порту ХБ-т тоглож байсан	Categoría:Futbolistas del Futebol Clube do Porto
Ангилал:Америк хөлбөмбөгчид	Categoría:Jugadores de fútbol americano
Ангилал:Нохойн үүлдрүүд	Categoría:Razas de perro
Ангилал:Азийн ургамлын аймаг	Categoría:Flora de Asia
Ангилал:Намгархаг газар	Categoría:Humedales
Ангилал:Цөмийн физик	Categoría:Física nuclear
Ангилал:Эгэл бөөмийн физик	Categoría:Física nuclear y de partículas
Ангилал:Хөлбөмбөгийн холбоодын тэргүүн лигүүд	Categoría:Ligas de fútbol de Primera División
Ангилал:2010 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээн	Categoría:Copa Mundial de Fútbol de 2010
Ангилал:Хөлбөмбөгийн үндэсний шигшээ багууд	Categoría:Selecciones de fútbol
Ангилал:Чүбү муж	Categoría:Región de Chūbu
Ангилал:Канто муж	Categoría:Región de Kantō
Ангилал:2003 оны кинонууд	Categoría:Películas de 2003
Ангилал:1991 оны кинонууд	Categoría:Películas de 1991
Ангилал:1994 оны кинонууд	Categoría:Películas de 1994
Ангилал:1997 оны кинонууд	Categoría:Películas de 1997
Ангилал:2005 оны кинонууд	Categoría:Películas de 2005
Ангилал:2007 оны кинонууд	Categoría:Películas de 2007
Ангилал:2008 оны кинонууд	Categoría:Películas de 2008
Ангилал:2010 оны кинонууд	Categoría:Películas de 2010
Ангилал:2011 оны кинонууд	Categoría:Películas de 2011
Ангилал:2009 оны кинонууд	Categoría:Películas de 2009
Ангилал:Францын кинонууд	Categoría:Películas de Francia
Ангилал:Хүн-аалз цуврал кино	Categoría:Películas y series de Spiderman
Ангилал:Азийн бүсчлэл	Categoría:Regiones de Asia
Ангилал:Улс төрийн газарзүй	Categoría:Geografía política
Ангилал:Тив, эх газрын газар зүй	Categoría:Geografía por continente
Ангилал:Уур амьсгал	Categoría:Clima
Ангилал:Пакистаны уул нурууд	Categoría:Montañas de Pakistán
Ангилал:Оросын муж	Categoría:Óblasts de Rusia
Ангилал:Далайнууд	Categoría:Océanos
Ангилал:Манга	Categoría:Manga
Ангилал:Москва	Categoría:Moscú
Ангилал:Антропологи	Categoría:Antropología
Ангилал:Хумхаа	Categoría:Malaria
Ангилал:Адуу	Categoría:Caballos
Ангилал:Цэргийн цолнууд	Categoría:Escalafón militar
Ангилал:Гимнастик	Categoría:Gimnasia
Ангилал:Тээврийн хэрэгслийн брэндүүд	Categoría:Modelos de automóviles por marca
Ангилал:Тоёота тээврийн хэрэгслүүд	Categoría:Modelos de Toyota
Ангилал:Шотландын зохион бүтээгчид	Categoría:Inventores de Escocia
Ангилал:Үйлдлийн системүүд	Categoría:Sistemas operativos
Ангилал:Австрийн муж	Categoría:Estados de Austria
Ангилал:Улс төр судлал	Categoría:Ciencia política
Ангилал:Азийн түүхэн улсууд	Categoría:Estados desaparecidos de Asia
Ангилал:Канадын муж, нутаг дэвсгэрүүд	Categoría:Provincias y territorios de Canadá
Ангилал:Венесуэлийн хот	Categoría:Localidades de Venezuela
Ангилал:Улирлууд	Categoría:Estaciones del año
Ангилал:Францын хөлбөмбөгийн лиг	Categoría:Ligue 1
Ангилал:Чонынхон	Categoría:Canidae
Ангилал:Өмнөд Солонгосын соёл урлаг	Categoría:Cultura de Corea del Sur
Ангилал:Өдрүүд	Categoría:Días
Ангилал:Халимаг орны хот	Categoría:Localidades de Kalmukia
Ангилал:Эволюци	Categoría:Evolución
Ангилал:Электроник инженерчлэл	Categoría:Ingeniería electrónica
Ангилал:Английн иргэний дайн	Categoría:Guerra civil inglesa
Ангилал:Долоон жилийн дайн	Categoría:Guerra de los Siete Años
Ангилал:Өмнөд Солонгосын их, дээд сургууль	Categoría:Universidades de Corea del Sur
Ангилал:Хятадын их, дээд сургууль	Categoría:Universidades de China
Ангилал:Дундын салбарууд	Categoría:Estudios interdisciplinarios
Загвар:ESP	Plantilla:ESP
Ангилал:Социализм	Categoría:Socialismo
Ангилал:Амьтад	Categoría:Animales
Ангилал:Ууттан амьтад	Categoría:Marsupialia
Ангилал:Энхтайван	Categoría:Paz
Ангилал:Одон орны салбарууд	Categoría:Disciplinas de la astronomía
Ангилал:Халимаг орон	Categoría:Kalmukia
Ангилал:ОХУ-ын Бүгд Найрамдах Улсууд	Categoría:Repúblicas de Rusia
Ангилал:Буриад орон	Categoría:Buriatia
Загвар:Cite episode	Plantilla:Cita episodio
Ангилал:Францын хөлбөмбөгийн багууд	Categoría:Equipos de fútbol de Francia
Ангилал:Шотландын хөлбөмбөгийн багууд	Categoría:Equipos de fútbol de Escocia
Ангилал:Шатар	Categoría:Ajedrez
Ангилал:Хувь хүн	Categoría:Ego
Ангилал:2002 оны цомгууд	Categoría:Álbumes de 2002
Ангилал:2007 оны цомгууд	Categoría:Álbumes de 2007
Ангилал:Аруба	Categoría:Aruba
Загвар:Bcdb title	Plantilla:Bcdb título
Ангилал:Монголчуудын оролцсон дайн	Categoría:Batallas de Mongolia
Ангилал:Афганы дуучин	Categoría:Cantantes de Afganistán
Ангилал:Науру	Categoría:Nauru
Ангилал:Тонга	Categoría:Tonga
Ангилал:Өмнөд Америкийн орнууд	Categoría:Países de América del Sur
Ангилал:Гайана	Categoría:Guyana
Ангилал:Колумб	Categoría:Colombia
Ангилал:Спартагийн хаад	Categoría:Reyes de Esparta
Ангилал:Бохеми	Categoría:Bohemia
Ангилал:Итали хөлбөмбөгийн үндэсний шигшээ баг	Categoría:Selección de fútbol de Italia
Ангилал:Физик тоо хэмжээ	Categoría:Magnitudes físicas
Ангилал:Алжирын спортын үндэсний шигшээ багууд	Categoría:Selecciones deportivas de Argelia
Ангилал:Зөвлөлтийн кинонууд	Categoría:Películas de Unión Soviética
Загвар:Country data Tuva	Plantilla:Geodatos Tuvá
Загвар:Country data Chuvashia	Plantilla:Geodatos Chuvasia
Загвар:Country data Ingushetia	Plantilla:Geodatos Ingusetia
Загвар:Country data Buryatia	Plantilla:Geodatos Buriatia
Загвар:Country data Kalmykia	Plantilla:Geodatos Kalmukia
Ангилал:Нидерландын олимпийн аваргууд	Categoría:Medallistas olímpicos de oro de los Países Bajos
Загвар:Lang-bar	Plantilla:Lang-bar
Ангилал:Анимэ	Categoría:Anime
Ангилал:Эрдэнийн чулуунууд	Categoría:Gemas
Ангилал:Термодинамик	Categoría:Termodinámica
Ангилал:Эртний Египет	Categoría:Antiguo Egipto
Ангилал:Нисэх онгоц, нисдэг тэрэгний ослууд	Categoría:Accidentes e incidentes aéreos
Ангилал:Цөмийн ослууд	Categoría:Accidentes nucleares
Ангилал:Төв Америк	Categoría:América Central
Ангилал:Японы арал	Categoría:Archipiélagos e islas de Japón
Ангилал:ОХУ-ын арлууд	Categoría:Archipiélagos e islas de Rusia
Ангилал:Соломоны арлуудын арлууд	Categoría:Archipiélagos e islas de las Islas Salomón
Ангилал:Оросын Холбооны тойргууд	Categoría:Distritos federales de Rusia
Ангилал:Сүлжээ	Categoría:Redes
Загвар:МедальТэмцээн	Plantilla:CompeticionDeMedalla
Ангилал:Хувцас	Categoría:Indumentaria
Ангилал:Уэльсийн хунтайж нар	Categoría:Príncipes de Gales
Ангилал:Шатах ашигт малтмалууд	Categoría:Combustibles fósiles
Ангилал:Яст мэлхийнүүд	Categoría:Testudines
Ангилал:Мэдээллийн технологи	Categoría:Tecnologías de la información
Ангилал:Эртний Египетийн бурхад	Categoría:Dioses egipcios
Ангилал:Уул нурууд	Categoría:Cordilleras
Ангилал:Ширээний теннис	Categoría:Tenis de mesa
Ангилал:Бэйсбол	Categoría:Béisbol
Ангилал:Хуучин нийслэл	Categoría:Antiguas capitales nacionales
Ангилал:Эртний хотууд	Categoría:Ciudades de la Edad Antigua
Ангилал:Улсуудын нийслэлүүд	Categoría:Capitales nacionales
Ангилал:Австрийн хот	Categoría:Ciudades de Austria
Ангилал:Энэтхэгийн хот	Categoría:Localidades de la India
Ангилал:Орос улсын хот	Categoría:Localidades de Rusia
Ангилал:Канадын хотууд	Categoría:Localidades de Canadá
Ангилал:АНЭУ-ын хот	Categoría:Localidades de los Emiratos Árabes Unidos
Ангилал:Үйл явдлууд	Categoría:Eventos
Ангилал:Төв Ази	Categoría:Asia Central
Ангилал:Азийн 16-р наадам	Categoría:Juegos Asiáticos de 2010
Ангилал:Азийн наадам	Categoría:Juegos Asiáticos
Ангилал:Люксембургийн их вангууд	Categoría:Grandes Duques de Luxemburgo
Ангилал:Олимпийн загварууд	Categoría:Wikipedia:Plantillas Olímpicas
Ангилал:Тээврийн дэд бүтэц	Categoría:Infraestructuras de transporte
Ангилал:Өгөгдлийн бүтэц	Categoría:Estructura de datos
Ангилал:Дэд бүтэц	Categoría:Infraestructuras
Ангилал:Археологи	Categoría:Arqueología
Ангилал:Усны поло	Categoría:Waterpolo
Ангилал:Өвчнүүд	Categoría:Enfermedades
Ангилал:Афины олимп (1896 он)	Categoría:Juegos Olímpicos de Atenas 1896
Ангилал:Астрологи	Categoría:Astrología
Ангилал:Афины олимп (2004 он)	Categoría:Juegos Olímpicos de Atenas 2004
Ангилал:Бээжингийн олимп	Categoría:Juegos Olímpicos de Pekín 2008
Ангилал:Өвлийн олимп	Categoría:Ediciones de los Juegos Olímpicos de Invierno
Ангилал:Үлэг гүрвэлүүд	Categoría:Dinosauria
Ангилал:Микронези	Categoría:Micronesia
Ангилал:User pl	Categoría:Wikipedia:Wikipedistas con conocimientos de polaco
Ангилал:Хөнгөн атлетик	Categoría:Atletismo
Ангилал:Эртний Грек	Categoría:Antigua Grecia
Ангилал:Японы хамтлаг	Categoría:Grupos de música de Japón
Ангилал:Гольф	Categoría:Golf
Ангилал:Тээвэр	Categoría:Transporte
Ангилал:Гадаад харилцаа	Categoría:Diplomacia
Ангилал:Судалгаа	Categoría:Investigación
Ангилал:Усанд сэлэлт	Categoría:Natación
Ангилал:Бүжиг	Categoría:Danza
Ангилал:Суралцах	Categoría:Aprendizaje
Ангилал:Алхими	Categoría:Alquimia
Ангилал:Багийн спортууд	Categoría:Deportes de equipo
Ангилал:Спортын төрлүүд	Categoría:Deportes
Ангилал:Монголын хаад	Categoría:Kanes de Mongolia
Ангилал:Гэр бүл	Categoría:Familia
Ангилал:Үндэсний аюулгүй байдал	Categoría:Seguridad nacional
Ангилал:Итгэл үнэмшил	Categoría:Creencias
Ангилал:Коммунизм	Categoría:Comunismo
Ангилал:Киев муж	Categoría:Óblast de Kiev
Ангилал:Бодит тоонууд	Categoría:Números reales
Ангилал:Гиббонууд	Categoría:Hylobatidae
Ангилал:Монгол үндэстэн	Categoría:Pueblos mongoles
Ангилал:Дэлхийн аварга шалгаруулах тэмцээнүүд	Categoría:Competiciones deportivas mundiales
Ангилал:Эсийн биологи	Categoría:Biología celular
Ангилал:Эпистемологи	Categoría:Epistemología
Ангилал:Графын онол	Categoría:Teoría de grafos
Ангилал:Тооны онол	Categoría:Teoría de números
Ангилал:Хойд Америк	Categoría:América del Norte
Ангилал:Дуучид	Categoría:Cantantes
Ангилал:Цөлүүд	Categoría:Desiertos
Ангилал:Нуурууд	Categoría:Lagos
Ангилал:Канадын нуурууд	Categoría:Lagos de Canadá
Ангилал:Чадвар	Categoría:Habilidades
Ангилал:Шинжлэх ухааны арга	Categoría:Método científico
Ангилал:Шинэчлэл	Categoría:Innovación
Ангилал:Хуульчид	Categoría:Abogados
Ангилал:Грекийн тамирчид	Categoría:Deportistas de Grecia
Ангилал:Францын тамирчид	Categoría:Deportistas de Francia
Ангилал:Египетийн тамирчид	Categoría:Deportistas de Egipto
Ангилал:Оросын Холбооны Улсын тамирчид	Categoría:Deportistas de Rusia
Ангилал:Ирландын тамирчид	Categoría:Deportistas de Irlanda
Ангилал:Португалын тамирчид	Categoría:Deportistas de Portugal
Ангилал:Унгарын тамирчид	Categoría:Deportistas de Hungría
Ангилал:Германы тамирчид	Categoría:Deportistas de Alemania
Ангилал:Сербийн тамирчид	Categoría:Deportistas de Serbia
Ангилал:ЗХУ-ын тамирчид	Categoría:Deportistas de la Unión Soviética
Ангилал:Хөлбөмбөгчид	Categoría:Futbolistas
Ангилал:Тайландын олимпийн медальтнууд	Categoría:Medallistas olímpicos de Tailandia
Ангилал:Математикч	Categoría:Matemáticos
Ангилал:Италийн дугуйчид	Categoría:Ciclistas de Italia
Ангилал:Дугуйчид	Categoría:Ciclistas
Ангилал:Испанийн дугуйчид	Categoría:Ciclistas de España
Ангилал:Физикчид	Categoría:Físicos
Ангилал:Байт харваачид	Categoría:Arqueros
Ангилал:Жүдочид	Categoría:Yudocas
Ангилал:Ширээний теннисчид	Categoría:Jugadores de tenis de mesa
Ангилал:Бэйсболчид	Categoría:Beisbolistas
Ангилал:Эдийн засагчид	Categoría:Economistas
Ангилал:Бадминтончид	Categoría:Jugadores de bádminton
Ангилал:Астрологичид	Categoría:Astrólogos
Загвар:Инфобокс Хэл	Plantilla:Ficha de idioma
Ангилал:Италийн ерөнхийлөгчид	Categoría:Presidentes de Italia
Загвар:Lang-tt	Plantilla:Lang-tt
Ангилал:Азийн хот	Categoría:Localidades de Asia
Ангилал:Аргентины хот	Categoría:Localidades de Argentina
Загвар:Country data Weimar Republic	Plantilla:Geodatos República de Weimar
Ангилал:Хятадын хот	Categoría:Localidades de China
Ангилал:Бугынхан	Categoría:Cervidae
Ангилал:Усан спортууд	Categoría:Deportes acuáticos
Ангилал:ОХУ-ын Хязгаарууд	Categoría:Krais de Rusia
Ангилал:Хорватын тамирчид	Categoría:Deportistas de Croacia
Ангилал:Австрийн тамирчин	Categoría:Deportistas de Austria
Ангилал:Тамирчин	Categoría:Deportistas
Ангилал:Газарзүйчид	Categoría:Geógrafos
Ангилал:Японы нутаг ус	Categoría:Japoneses por prefectura
Ангилал:Индонезийн ерөнхийлөгчид	Categoría:Presidentes de Indonesia
Ангилал:Өмнөд Солонгосын ерөнхийлөгчид	Categoría:Presidentes de Corea del Sur
Ангилал:Египетийн ерөнхийлөгчид	Categoría:Presidentes de Egipto
Ангилал:Тунисын ерөнхийлөгчид	Categoría:Presidentes de Túnez
Ангилал:Өмнөд Америкийн түүх	Categoría:Historia de América del Sur
Ангилал:Гватемал	Categoría:Guatemala
Ангилал:Шинжлэх ухааны философи	Categoría:Filosofía de la ciencia
Ангилал:Улс төрийн философи	Categoría:Filosofía política
Ангилал:Америкийн кино найруулагчид	Categoría:Directores de cine de Estados Unidos
Ангилал:Вест Хэм Юнайтед багийн тоглогчид	Categoría:Futbolistas del West Ham United Football Club
Ангилал:2008 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээн	Categoría:Eurocopa 2008
Ангилал:Байгалийн гамшгууд	Categoría:Desastres naturales
Ангилал:Чүгокү муж	Categoría:Región de Chūgoku
Ангилал:Кюшү муж	Categoría:Kyūshū
Ангилал:Тохокү муж	Categoría:Región de Tōhoku
