ఆఫ్రికా	África
వర్గం:1922	Categoría:1922
మూస:ITA	Plantilla:ITA
వర్గం:1924	Categoría:1924
మూస:Country data Bulgaria	Plantilla:Geodatos Bulgaria
వర్గం:1906	Categoría:1906
మూస:BOL	Plantilla:BOL
వర్గం:User fr-1	Categoría:Wikipedia:Wikipedistas con nivel básico de francés
మూస:Country data Norway	Plantilla:Geodatos Noruega
మూస:Country data South Africa	Plantilla:Geodatos Sudáfrica
మూస:వికీవ్యాఖ్య	Plantilla:Wikiquote
మూస:Test	Plantilla:Mostrar geodatos
మూస:Image label	Plantilla:Etiqueta imagen
మూస:Country data Mexico	Plantilla:Geodatos México
మూస:Country data Greece	Plantilla:Geodatos Grecia
మూస:DavisCupplayerlink	Plantilla:FichaCopaDavis
మూస:Country data Luxembourg	Plantilla:Geodatos Luxemburgo
మూస:MAR	Plantilla:MAR
మూస:Country data Croatia	Plantilla:Geodatos Croacia
మూస:MDG	Plantilla:MDG
మూస:Infobox television	Plantilla:Ficha de serie de televisión
మూస:Infobox Musical artist	Plantilla:Ficha de artista musical
మూస:Country data U.S. Virgin Islands	Plantilla:Geodatos Islas Vírgenes de los Estados Unidos
మూస:Collapsible list	Plantilla:Lista desplegable
మూస:Country data Australia	Plantilla:Geodatos Australia
మూస:PSE	Plantilla:PSE
మూస:Ambox	Plantilla:Metaplantilla de avisos
మూస:Update	Plantilla:Desactualizado
మూస:MYT	Plantilla:MYT
మూస:Fossil range/bar	Plantilla:Rango fósil/barra
మూస:సభ్యుల డబ్బా అడుగు	Usuario:Userbox/Userboxbottom
మూస:Switch	Plantilla:Switch
మూస:/template	Plantilla:Ficha de país
మూస:Infobox Software	Plantilla:Ficha de software
మూస:STP	Plantilla:STP
మూస:VEN	Plantilla:VEN
మూస:Wide image	Plantilla:Panorama
మూస:UKR	Plantilla:UKR
మూస:Infobox Military Conflict	Plantilla:Ficha de conflicto
మూస:Px	Plantilla:Px
మూస:చేశాను	Plantilla:Hecho
మూస:Country data Finland	Plantilla:Geodatos Finlandia
మూస:ఆడియో	Plantilla:Audio
మూస:సభ్యుల డబ్బా మూత	Usuario:Userbox/Userboxtop
మూస:Infobox Political Party	Plantilla:Ficha de partido político
వికీపీడియా:పాఠం (వికీపీడియా లింకులు)	Ayuda:Tutorial (enlaces internos)
మూస:ROU	Plantilla:ROU
మూస:BHR	Plantilla:BHR
మూస:Country data Japan	Plantilla:Geodatos Japón
మూస:Country data Netherlands	Plantilla:Geodatos Países Bajos
మూస:S-start	Plantilla:S-inicio
మూస:Age in years and days	Plantilla:Edad en años y días
మూస:Nom	Plantilla:Nominado
మూస:DJI	Plantilla:DJI
మూస:సమాచారపెట్టె శాస్త్రవేత్త	Plantilla:Ficha de científico
మూస:Infobox university	Plantilla:Ficha de universidad
మూస:వికిబుక్స్	Plantilla:Wikilibros
మూస:Country data Czechoslovakia	Plantilla:Geodatos Checoslovaquia
మూస:వంశవృక్షము	Plantilla:Árbol genealógico
మూస:విశేషవ్యాసం	Plantilla:Artículo destacado
వర్గం:1875 జననాలు	Categoría:Nacidos en 1875
వర్గం:1856 జననాలు	Categoría:Nacidos en 1856
వర్గం:User en	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés
వర్గం:User en-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de inglés
మూస:సమాచారపెట్టె	Plantilla:Ficha
వర్గం:1902 మరణాలు	Categoría:Fallecidos en 1902
వర్గం:వర్ణమాలలు	Categoría:Alfabeto
మూస:Legend	Plantilla:Leyenda
మూస:వెబ్ మూలము	Plantilla:Cita web
మూస:Country data	Plantilla:Geodatos
మూస:Infobox Musician Awards	Plantilla:Tabla de premios
మూస:Won	Plantilla:Ganador
మూస:భౌగోళిక మూస	Plantilla:GeoTemplate
వర్గం:అనువాదం	Categoría:Traducción
వర్గం:నిర్మాణం	Categoría:Construcción
మూస:·	Plantilla:,
మూస:Wiktionary	Plantilla:Wikcionario
వర్గం:రోసేసి	Categoría:Rosaceae
మూస:వికీసెలవు	Plantilla:Usuario ausente
మూస:Country data Sweden	Plantilla:Geodatos Suecia
మూస:Dec	Plantilla:DEC
మూస:Infobox dam	Plantilla:Ficha de embalse
మూస:Chem	Plantilla:Fquim
మూస:Languageicon	Plantilla:En idioma
వర్గం:User hi	Categoría:Wikipedia:Wikipedistas con conocimientos de hindi
హెలిక్యామ్	Helicam
నిమ్మగడ్డి	Cymbopogon
వర్గం:పర్వతాలు	Categoría:Montañas
మూస:Country flagicon	Plantilla:Bandera icono
వర్గం:20 వ శతాబ్దం	Categoría:Siglo XX
వర్గం:రాజకీయవేత్తలు	Categoría:Políticos
మూస:ఇతరవాడుకలు	Plantilla:Otros usos
గుడిసె	Chozo
వృక్షగృహం	Casa en árbol
మూస:Country data Costa Rica	Plantilla:Geodatos Costa Rica
మూస:Country data USSR	Plantilla:Geodatos Unión Soviética
మూస:పాత చర్చల పెట్టె	Plantilla:Caja de archivos
మూస:నెలపేరు	Plantilla:Nombre mes
మూస:Infobox Officeholder	Plantilla:Ficha de autoridad
మూస:CPV	Plantilla:CPV
మూస:Infobox Protected area	Plantilla:Ficha de espacio natural
మూస:Rand	Plantilla:Aleatorio
వర్గం:1879 జననాలు	Categoría:Nacidos en 1879
మూస:USSR	Plantilla:SUN
మూస:MONTHNUMBER	Plantilla:Número mes
మూస:(	Plantilla:(
వర్గం:1955 జననాలు	Categoría:Nacidos en 1955
మూస:Top icon	Plantilla:Icono en título
వర్గం:1823 జననాలు	Categoría:Nacidos en 1823
వర్గం:1963 జననాలు	Categoría:Nacidos en 1963
వర్గం:Country data templates	Categoría:Wikipedia:Plantillas de geodatos
వర్గం:1884 మరణాలు	Categoría:Fallecidos en 1884
వర్గం:1868 జననాలు	Categoría:Nacidos en 1868
వర్గం:1817 జననాలు	Categoría:Nacidos en 1817
వర్గం:భౌతిక శాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Categoría:Premio Nobel de Física
వర్గం:1829 జననాలు	Categoría:Nacidos en 1829
వర్గం:రసాయన శాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Categoría:Premio Nobel de Química
మూస:పూర్తి విరమణ	Plantilla:Usuario retirado
మూస:Country data ఇంగ్లండు	Plantilla:Geodatos Inglaterra
వర్గం:19 వ శతాబ్దం	Categoría:Siglo XIX
మూస:Country data Turkey	Plantilla:Geodatos Turquía
మూస:కాపీహక్కు సమస్యకోర్	Plantilla:Posible copyvio
మూస:Country data Switzerland	Plantilla:Geodatos Suiza
మూస:Country data Philippines	Plantilla:Geodatos Filipinas
వికీపీడియా:రచ్చబండ (ప్రతిపాదనలు)	Wikipedia:Café/Archivo/Propuestas/Actual
వర్గం:బల్లులు	Categoría:Lacertilia
మూస:MedalTableTop	Plantilla:ArribaTablaMedalla
మూస:Country data Taiwan	Plantilla:Geodatos Taiwán
మూస:ATF	Plantilla:ATF
మూస:సమాచారపెట్టె పుస్తకం	Plantilla:Ficha de libro
మూస:Country data Bhutan	Plantilla:Geodatos Bután
మూస:Tlc	Plantilla:Epc
మూస:Talkback	Plantilla:Respuesta
వర్గం:1931	Categoría:1931
వర్గం:1958	Categoría:1958
వర్గం:1956	Categoría:1956
వర్గం:1944	Categoría:1944
వర్గం:జనవరి	Categoría:Enero
వర్గం:1916	Categoría:1916
వర్గం:1939	Categoría:1939
వర్గం:1909	Categoría:1909
మూస:ICD10	Plantilla:CIE-10
మూస:GTM	Plantilla:GTM
మూస:GUM	Plantilla:GUM
మూస:TJK	Plantilla:TJK
మూస:సమాచారపెట్టె అంతర్జాలస్థలం	Plantilla:Ficha de sitio web
మూస:Image label end	Plantilla:Etiqueta imagen fin
వర్గం:ఆండ్రాయిడ్ సాఫ్ట్‌వేర్లు	Categoría:Software para Android
మూస:Infobox Anatomy	Plantilla:Ficha de anatomía
వర్గం:750 జననాలు	Categoría:Nacidos en 750
మూస:Documentation subpage	Plantilla:Subpágina de documentación
మూస:GIB	Plantilla:GIB
మూస:GHA	Plantilla:GHA
మూస:GMB	Plantilla:GMB
మూస:DMA	Plantilla:DMA
మూస:IDN	Plantilla:IDN
మూస:FRO	Plantilla:FRO
మూస:ZAF	Plantilla:ZAF
మూస:BWA	Plantilla:BWA
మూస:URY	Plantilla:URY
మూస:COD	Plantilla:COD
మూస:BIH	Plantilla:BIH
మూస:GIN	Plantilla:GIN
మూస:పరిచయము 2	Ayuda:Introducción 2
మూస:Infobox World Heritage Site	Plantilla:Ficha de Patrimonio de la Unesco
మూస:Div col end	Plantilla:Lista de columnas
మూస:విసర్జన	Plantilla:Purgar
మూస:MedalSport	Plantilla:Medalla deportiva
మూస:DEN	Plantilla:DNK
ఆరోగ్యకరమైన ఆహారం	Dieta sana
మూస:Spoiler	Plantilla:Spoiler
మూస:Dead link	Plantilla:Enlace roto
మూస:FJI	Plantilla:FJI
మూస:Uw-test1	Plantilla:Aviso prueba1
మూస:DEU	Plantilla:DEU
మూస:CYM	Plantilla:CYM
మూస:BEN	Plantilla:BEN
మూస:Infobox martial art	Plantilla:Ficha de arte marcial
మూస:Country flag2	Plantilla:Bandera icono-país
మూస:Note label	Plantilla:Note label
మూస:Nasdaq	Plantilla:Nasdaq
మూస:సభ్యుడు	Plantilla:U
మూస:WSM	Plantilla:WSM
మూస:YEM	Plantilla:YEM
మూస:WLF	Plantilla:WLF
మూస:శ్రవణ తెవికీ	Plantilla:Wikipedia grabada
మూస:Clarify	Plantilla:Qué
మూస:Unreferenced	Plantilla:Referencias
వర్గం:గుజరాత్ జిల్లాలు	Categoría:Distritos de Guyarat
మూస:అత్యవసర బాటు నిరోధం	Plantilla:Paro de emergencia del bot
మూస:Image label small	Plantilla:Etiqueta imagen pequeña
వర్గం:బ్రాసికేసి	Categoría:Brassicaceae
మూస:Iaaf name	Plantilla:IAAF
మూస:ఐఎండీబీ పేరు	Plantilla:IMDb nombre
వర్గం:వంట	Categoría:Cocina
మూస:BMU	Plantilla:BMU
మూస:SCG	Plantilla:SCG
మూస:ABW	Plantilla:ABW
మూస:ATA	Plantilla:ATA
ఎన్. సి. కారుణ్య	N. C. Karunya
మూస:Pron-en	Plantilla:AFI-en
మూస:JPN	Plantilla:JPN
మూస:Infobox terrorist organization	Plantilla:Ficha de organización militante
మూస:తెలుగు అచ్చుల పటము	Plantilla:Vocales
మూస:SHN	Plantilla:SHN
మూస:PAN	Plantilla:PAN
మూస:SOM	Plantilla:SOM
మూస:VAT	Plantilla:VAT
మూస:SWZ	Plantilla:SWZ
మూస:Infobox Spacecraft	Plantilla:Ficha de satélite artificial
మూస:Infobox Tennis player	Plantilla:Ficha de tenista
మూస:Age in days	Plantilla:Edad en días
మూస:Cite conference	Plantilla:Cita conferencia
మూస:Infobox park	Plantilla:Ficha de parque
మూస:Infobox Bone	Plantilla:Ficha de hueso
వర్గం:కాక్టేసి	Categoría:Cactaceae
వికీపీడియా:సార్వజనిక బొమ్మల వనరులు	Wikipedia:Imágenes de dominio público
వర్గం:పరికరాలు	Categoría:Equipamiento
పవన్ కళ్యాణ్	Pawan Kalyan
మూస:MUS	Plantilla:MUS
మూస:COL	Plantilla:COL
మూస:CCK	Plantilla:CCK
మూస:NCL	Plantilla:NCL
మూస:GNB	Plantilla:GNB
మూస:ERI	Plantilla:ERI
మూస:MRT	Plantilla:MRT
మూస:GAB	Plantilla:GAB
మూస:MLI	Plantilla:MLI
మూస:JOR	Plantilla:JOR
మూస:IOT	Plantilla:IOT
మూస:TKL	Plantilla:TKL
మూస:SDN	Plantilla:SDN
మూస:NIU	Plantilla:NIU
మూస:NPL	Plantilla:NPL
మూస:PYF	Plantilla:PYF
మూస:NAM	Plantilla:NAM
మూస:MHL	Plantilla:MHL
మూస:Bibleverse	Plantilla:Biblia
వికీపీడియా:Extended image syntax	Ayuda:Página de descripción de las imágenes
మూస:COK	Plantilla:COK
మూస:PRI	Plantilla:PRI
మూస:DOM	Plantilla:DO
మూస:CAF	Plantilla:CAF
మూస:MKD	Plantilla:MKD
మూస:GNQ	Plantilla:GNQ
మూస:COM	Plantilla:COM
మూస:ZMB	Plantilla:ZMB
మూస:ESH	Plantilla:ESH
మూస:LKA	Plantilla:LKA
మూస:VCT	Plantilla:VCT
మూస:MWI	Plantilla:MWI
మూస:UMI	Plantilla:UMI
మూస:TZA	Plantilla:TZA
మూస:OMN	Plantilla:OMN
మూస:NER	Plantilla:NER
మూస:COG	Plantilla:COG
మూస:SMR	Plantilla:SMR
మూస:MTQ	Plantilla:MTQ
మూస:MOZ	Plantilla:MOZ
మూస:SUR	Plantilla:SUR
మూస:TTO	Plantilla:TTO
మూస:GUY	Plantilla:GUY
మూస:ETH	Plantilla:ETH
మూస:HKG	Plantilla:HKG
మూస:NGA	Plantilla:NGA
మూస:FSM	Plantilla:FSM
మూస:SRB	Plantilla:SRB
మూస:KIR	Plantilla:KIR
మూస:NIC	Plantilla:NIC
మూస:KNA	Plantilla:KNA
మూస:SPM	Plantilla:SPM
మూస:MNP	Plantilla:MNP
మూస:SLB	Plantilla:SLB
మూస:GRL	Plantilla:GRL
మూస:LBY	Plantilla:LBY
మూస:LSO	Plantilla:LSO
మూస:THA	Plantilla:THA
మూస:BFA	Plantilla:BFA
మూస:TCD	Plantilla:TCD
మూస:PRY	Plantilla:PRY
మూస:ECU	Plantilla:ECU
మూస:BTN	Plantilla:BTN
మూస:MDV	Plantilla:MDV
మూస:SYC	Plantilla:SYC
మూస:TLS	Plantilla:TLS
మూస:LCA	Plantilla:LCA
మూస:SLE	Plantilla:SLE
మూస:VUT	Plantilla:VUT
మూస:SGP	Plantilla:SGP
మూస:MAC	Plantilla:MAC
మూస:VIR	Plantilla:VIR
మూస:చేయవలసిన పనులు	Plantilla:Parahacer
జె.వి.రాఘవులు	J. V. Raghavulu
ఉపనిషత్తు	Upanishad
వర్గం:User ja-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de japonés
వికీపీడియా:రచ్చబండ (వార్తలు)	Wikipedia:Café/Archivo/Noticias/Actual
మూస:Infobox Game	Plantilla:Ficha de juego
వర్గం:1903 జననాలు	Categoría:Nacidos en 1903
వర్గం:1925 జననాలు	Categoría:Nacidos en 1925
వర్గం:1936 జననాలు	Categoría:Nacidos en 1936
వర్గం:1916 జననాలు	Categoría:Nacidos en 1916
వర్గం:1910 జననాలు	Categoría:Nacidos en 1910
వర్గం:1939 జననాలు	Categoría:Nacidos en 1939
మూస:CHE	Plantilla:CHE
వర్గం:పోయేసి	Categoría:Poaceae
మూస:అయోమయ నివృత్తి	Plantilla:Desambiguación
వర్గం:1962	Categoría:1962
మూస:Country data Hong Kong	Plantilla:Geodatos Hong Kong
మూస:DEFAULTSORT	Plantilla:ORDENAR
వర్గం:అణు విద్యుత్	Categoría:Energía nuclear
వర్గం:మొబైల్ సాఫ్టువేర్	Categoría:Software móvil
వర్గం:మరణాలు	Categoría:Fallecidos
వర్గం:కోశవిధానం	Categoría:Finanzas públicas
వర్గం:ఫోటోగ్రఫీ	Categoría:Fotografía
వర్గం:మొబైల్ ఫోన్లు	Categoría:Teléfonos móviles
వర్గం:2013 మరణాలు	Categoría:Fallecidos en 2013
వర్గం:భారత క్రీడాకారులు	Categoría:Deportistas de India
వర్గం:1938 జననాలు	Categoría:Nacidos en 1938
మూస:ATG	Plantilla:ATG
మూస:LAO	Plantilla:LAO
వర్గం:634 మరణాలు	Categoría:Fallecidos en 634
వర్గం:656 మరణాలు	Categoría:Fallecidos en 656
వర్గం:644 మరణాలు	Categoría:Fallecidos en 644
మూస:ANT	Plantilla:ANT
మూస:ARE	Plantilla:ARE
మూస:GRC	Plantilla:GRC
మూస:PRT	Plantilla:PRT
మూస:BGD	Plantilla:BGD
మూస:AIA	Plantilla:AIA
మూస:BRB	Plantilla:BRB
మూస:ZWE	Plantilla:ZWE
మూస:BLZ	Plantilla:BLZ
మూస:ASM	Plantilla:ASM
మూస:AUS	Plantilla:AUS
మూస:LVA	Plantilla:LVA
మూస:వ్యాసం	Plantilla:Ensayo
మూస:ROC	Plantilla:ROC
వర్గం:కలప చెట్లు	Categoría:Maderas
మూస:AZE	Plantilla:AZE
మూస:DZA	Plantilla:DZA
మూస:Nutritional value	Plantilla:Ficha de valor nutricional
మూస:Usertalkback	Plantilla:Respuesta usuario
మూస:CSK	Plantilla:CSK
మూస:FRG	Plantilla:FRG
వర్గం:అంటు వ్యాధులు	Categoría:Enfermedades infecciosas
వర్గం:అంతర్గత లంకె మూసలు	Categoría:Wikipedia:Plantillas de enlaces internos
మూస:KHM	Plantilla:KHM
మూస:MNE	Plantilla:MNE
మూస:NLD	Plantilla:NLD
మూస:FLK	Plantilla:FLK
మూస:KWT	Plantilla:KWT
మూస:TUV	Plantilla:TUV
మూస:Resize	Plantilla:Tamaño
మూస:VNM	Plantilla:VNM
మూస:LIE	Plantilla:LIE
మూస:NZL	Plantilla:NZL
వర్గం:కంప్యూటర్ నెట్వర్కులు	Categoría:Redes informáticas
మూస:GLP	Plantilla:GLP
మూస:SGS	Plantilla:SGS
మూస:BIR	Plantilla:MMR
మూస:KOR	Plantilla:KOR
మూస:EMedicine2	Plantilla:EMedicine2
మూస:Chinese name	Plantilla:Nombre chino
వర్గం:మధ్య ప్రదేశ్ జిల్లాలు	Categoría:Distritos de Madhya Pradesh
వర్గం:పంజాబ్ జిల్లాలు	Categoría:Distritos de Punyab
మూస:కృతి కర్త కృతులు వికీసోర్సు	Plantilla:Wikisource autor
వర్గం:అమెరికా ఆర్థికవేత్తలు	Categoría:Economistas de Estados Unidos
మూస:SVN	Plantilla:SVN
మూస:LBN	Plantilla:LBN
మూస:GUF	Plantilla:GUF
మూస:IMN	Plantilla:IMN
మూస:GGY	Plantilla:GGY
మూస:FRA	Plantilla:FRA
మూస:వయసు	Plantilla:Edad
మూస:JEY	Plantilla:JEY
వర్గం:587 మరణాలు	Categoría:Fallecidos en 587
వర్గం:1627 మరణాలు	Categoría:Fallecidos en 1627
మూస:Uw-advert1	Plantilla:Aviso autopromoción
మూస:Infobox person	Plantilla:Ficha de persona
వర్గం:1953	Categoría:1953
మూస:Nts	Plantilla:Nts
మూస:Country data Romania	Plantilla:Geodatos Rumania
మూస:Country data South Korea	Plantilla:Geodatos Corea del Sur
వర్గం:కేరళ	Categoría:Kerala
వర్గం:1592 నాటకాలు	Categoría:Obras de teatro de 1592
వర్గం:1603 నాటకాలు	Categoría:Obras de teatro de 1603
మూస:వ్యాకరణం	Plantilla:Copyedit
మూస:Coord	Plantilla:Coord
వర్గం:పుదుచ్చేరి	Categoría:Puducherry
వర్గం:1608 జననాలు	Categoría:Nacidos en 1608
వర్గం:జావా అప్ప్లికేషన్ సర్వర్లు	Categoría:Servidores de aplicaciones para Java
వర్గం:కృత్రిమ ఉపగ్రహాలు	Categoría:Satélites artificiales
వర్గం:User szl	Categoría:Wikipedia:Wikipedistas con conocimientos de Silesian
వర్గం:User eo	Categoría:Wikipedia:Wikipedistas con conocimientos de esperanto
వర్గం:User fr	Categoría:Wikipedia:Wikipedistas con conocimientos de francés
వర్గం:User ja	Categoría:Wikipedia:Wikipedistas con conocimientos de japonés
వర్గం:User mr	Categoría:Wikipedia:Wikipedistas con conocimientos de marathi
వర్గం:User sv	Categoría:Wikipedia:Wikipedistas con conocimientos de sueco
వర్గం:User ta	Categoría:Wikipedia:Wikipedistas con conocimientos de tamil
వర్గం:User hi-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de hindi
వర్గం:User da-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de danés
వర్గం:User fr-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de francés
వర్గం:User cs-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de checo
వర్గం:User fr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de francés
వర్గం:User no-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de noruego
వర్గం:User ru-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ruso
వర్గం:ఆకాశహర్మ్యాలు	Categoría:Rascacielos
వర్గం:2013 పుస్తకాలు	Categoría:Libros de 2013
మూస:సమాచార పెట్టె విమానం	Plantilla:Ficha de aeronave
మూస:Cite AV media	Plantilla:Cita vídeo
వర్గం:వికీపీడియా చరిత్ర	Categoría:Historia de Wikipedia
వర్గం:User cs	Categoría:Wikipedia:Wikipedistas con conocimientos de checo
వర్గం:చరిత్రకారులు	Categoría:Historiadores
వర్గం:User da	Categoría:Wikipedia:Wikipedistas con conocimientos de danés
వర్గం:User de	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán
వర్గం:User de-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de alemán
వర్గం:User en-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de inglés
వర్గం:User en-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de inglés
వర్గం:User eo-1	Categoría:Wikipedia:Wikipedistas con nivel básico de esperanto
వర్గం:User es	Categoría:Wikipedia:Wikipedistas con conocimientos de español
వర్గం:User es-1	Categoría:Wikipedia:Wikipedistas con nivel básico de español
వర్గం:User es-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de español
వర్గం:User es-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de español
వర్గం:1680లు	Categoría:Años 1680
వర్గం:1452	Categoría:1452
పోర్‌బందర్	Porbandar
వర్గం:క్రీ.పూ. 30 మరణాలు	Categoría:Fallecidos en 30 a. C.
వర్గం:820	Categoría:820
ఆస్తి	Propiedad
వర్గం:1904 మరణాలు	Categoría:Fallecidos en 1904
వర్గం:1987 పుస్తకాలు	Categoría:Libros de 1987
వర్గం:1971 పుస్తకాలు	Categoría:Libros de 1971
వర్గం:1988 పుస్తకాలు	Categoría:Libros de 1988
వర్గం:2002 పుస్తకాలు	Categoría:Libros de 2002
వర్గం:1934 పుస్తకాలు	Categoría:Libros de 1934
వర్గం:1961 పుస్తకాలు	Categoría:Libros de 1961
వర్గం:2012 పుస్తకాలు	Categoría:Libros de 2012
వర్గం:1992 పుస్తకాలు	Categoría:Libros de 1992
వర్గం:2001 పుస్తకాలు	Categoría:Libros de 2001
వర్గం:User pl-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de polaco
వర్గం:1972 పుస్తకాలు	Categoría:Libros de 1972
వర్గం:1947 పుస్తకాలు	Categoría:Libros de 1947
వర్గం:2004 పుస్తకాలు	Categoría:Libros de 2004
వర్గం:గురుత్వాకర్షణ	Categoría:Gravedad
కొత్తపల్లి జయశంకర్‌	Kothapalli Jayashankar
మూస:Country data United Kingdom	Plantilla:Geodatos Reino Unido
వర్గం:1852 మరణాలు	Categoría:Fallecidos en 1852
వర్గం:1812	Categoría:1812
వర్గం:జ్యామితి	Categoría:Geometría
వర్గం:1942 మరణాలు	Categoría:Fallecidos en 1942
వర్గం:1977 తెలుగు సినిమాలు	Categoría:Películas de 1977
వర్గం:1942 తెలుగు సినిమాలు	Categoría:Películas de 1942
మూస:Infobox Disease	Plantilla:Ficha de enfermedad
వర్గం:కళాకారులు	Categoría:Artistas
వర్గం:User ja-1	Categoría:Wikipedia:Wikipedistas con nivel básico de japonés
వర్గం:మాల్వేసి	Categoría:Malvaceae
వర్గం:అ.సం.రా. రాష్ట్రాలు	Categoría:Estados de Estados Unidos
వర్గం:2013 సినిమాలు	Categoría:Películas de 2013
వర్గం:నోకియా మొబైల్ ఫోన్స్	Categoría:Teléfonos móviles Nokia
ఆగ్నేయం	Sureste
మూస:Infobox Currency	Plantilla:Ficha de moneda
వర్గం:1510లు	Categoría:Años 1510
వర్గం:1564 మరణాలు	Categoría:Fallecidos en 1564
వర్గం:1536 మరణాలు	Categoría:Fallecidos en 1536
వర్గం:అంతరిక్ష వాహనాలు	Categoría:Vehículos espaciales
వర్గం:1564	Categoría:1564
వర్గం:1952 తెలుగు సినిమాలు	Categoría:Películas de 1952
వర్గం:1592	Categoría:1592
వర్గం:1536	Categoría:1536
మూస:భేదపరచు	Plantilla:Distinguir
భోజనం	Comida
వర్గం:ఉష్ణమాపకాలు	Categoría:Termómetros
వర్గం:అడవులు	Categoría:Silvicultura
వర్గం:బ్యాంకింగ్	Categoría:Banca
వర్గం:1964 పుస్తకాలు	Categoría:Libros de 1964
వర్గం:1955 పుస్తకాలు	Categoría:Libros de 1955
వర్గం:1942 పుస్తకాలు	Categoría:Libros de 1942
వర్గం:1922 మరణాలు	Categoría:Fallecidos en 1922
మూస:BRA	Plantilla:BRA
వర్గం:నవంబర్	Categoría:Noviembre
వర్గం:క్లోనింగ్	Categoría:Clonación
వర్గం:1952 పుస్తకాలు	Categoría:Libros de 1952
వర్గం:1954 పుస్తకాలు	Categoría:Libros de 1954
వర్గం:1777 మరణాలు	Categoría:Fallecidos en 1777
వర్గం:1542 మరణాలు	Categoría:Fallecidos en 1542
వర్గం:1718	Categoría:1718
వర్గం:1931 మరణాలు	Categoría:Fallecidos en 1931
వర్గం:1827 మరణాలు	Categoría:Fallecidos en 1827
సర్పి	Herpes simple
వర్గం:1798 మరణాలు	Categoría:Fallecidos en 1798
వర్గం:1829 మరణాలు	Categoría:Fallecidos en 1829
వర్గం:1799 మరణాలు	Categoría:Fallecidos en 1799
వర్గం:1778 మరణాలు	Categoría:Fallecidos en 1778
వర్గం:1547 మరణాలు	Categoría:Fallecidos en 1547
పేను	Phthiraptera
వర్గం:అలంకార చెట్లు	Categoría:Árboles ornamentales
వర్గం:1970లు	Categoría:Años 1970
వర్గం:1890లు	Categoría:Años 1890
వర్గం:చలికాలం	Categoría:Invierno
వర్గం:దుంపలు	Categoría:Raíces y tubérculos comestibles
వర్గం:1687	Categoría:1687
వర్గం:1612	Categoría:1612
వర్గం:1672	Categoría:1672
వర్గం:1612 మరణాలు	Categoría:Fallecidos en 1612
వర్గం:1680 మరణాలు	Categoría:Fallecidos en 1680
వర్గం:1616 మరణాలు	Categoría:Fallecidos en 1616
వర్గం:1686 మరణాలు	Categoría:Fallecidos en 1686
వర్గం:1680	Categoría:1680
మూస:RA	Plantilla:AR
వర్గం:మార్చి	Categoría:Marzo
వర్గం:సెప్టెంబర్	Categoría:Septiembre
మూస:TUN	Plantilla:TUN
వర్గం:అక్టోబర్	Categoría:Octubre
వర్గం:లాటిన్ అక్షరమాల	Categoría:Alfabeto latino
వర్గం:1994 మరణాలు	Categoría:Fallecidos en 1994
వర్గం:1906 జననాలు	Categoría:Nacidos en 1906
వర్గం:సముద్రాలు	Categoría:Mares
వర్గం:డిసెంబర్	Categoría:Diciembre
వర్గం:ఆగష్టు	Categoría:Agosto
వర్గం:మే	Categoría:Mayo
వర్గం:క్రికెట్	Categoría:Críquet
వర్గం:ఫాబేసి	Categoría:Fabaceae
రే చేప	Batoidea
వర్గం:కొలతలు	Categoría:Medición
పదజాలం	Vocabulario
రొయ్య	Langostino
వర్గం:680 మరణాలు	Categoría:Fallecidos en 680
వర్గం:669 మరణాలు	Categoría:Fallecidos en 669
వర్గం:సొలనేసి	Categoría:Solanaceae
వర్గం:ఇంగ్లాండు	Categoría:Inglaterra
ఎర్తింగ్	Toma de tierra
అవధానం (మానసిక ప్రవృత్తి)	Atención
వర్గం:ఏప్రిల్	Categoría:Abril
వర్గం:2009 మరణాలు	Categoría:Fallecidos en 2009
వర్గం:రూటేసి	Categoría:Rutaceae
వర్గం:కంప్యూటరు శాస్త్రం	Categoría:Informática
వర్గం:పుష్పాలు	Categoría:Flores
మూస:LUX	Plantilla:LUX
వర్గం:సౌరమండలము	Categoría:Sistema Solar
మూస:Country data Brazil	Plantilla:Geodatos Brasil
మూస:వర్గాలచిట్టా	Plantilla:Índice de categorías
వర్గం:980 జననాలు	Categoría:Nacidos en 980
వర్గం:1037 మరణాలు	Categoría:Fallecidos en 1037
